rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
11,Che Adams,sct SCO,FW,Southampton,eng Premier League,23,1996,30,12,1111,12.3,4,2,6,4,0,0,0,0,5.3,5.3,1.7,7.0,20,16,87,0.32,0.16,0.49,0.32,0.49,0.43,0.14,0.57,0.43,0.57,6,4,1,5,0,1,4,25.0,3,9,1,8,2,8,10,0,,,,,,,,,,,,,,,,162,263,61.6,2292,522,97,124,78.2,44,73,60.3,9,19,47.4,2,1.7,0.6,+0.3,13,9,3,0,16,418,11,29,181,214,60,418,25,18,72.0,7,28.0,232,1282,464,20,16,10,40,21,298,87,4,36,9,25.0,2.92,0.73,0.11,0.44,15.2,0,0,0,0.15,-1.3,-1.3,0,17,16,10,13,2,4,1,0,0,51,41,75,35.3,29,2.35,18,0,4,3,3,1,6,0.49,3,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
12,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,20,1999,14,10,953,10.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,11,34,49,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,22,15,13,8,1,12,25,48.0,13,16,1,15,14,36,14,0,,,,,,,,,,,,,,,,584,703,83.1,8760,2384,309,349,88.5,214,245,87.3,26,45,57.8,0,0.6,0.6,-0.6,7,35,10,3,34,813,19,190,452,172,11,813,10,4,40.0,6,60.0,430,1993,862,11,9,2,7,9,548,49,0,7,1,14.3,0.66,0.09,0.00,0.00,18.5,0,0,0,0.06,-0.4,-0.4,0,9,16,0,10,14,15,0,0,0,58,14,14,50.0,19,1.79,14,1,0,2,2,0,2,0.19,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
13,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,26,1993,15,6,746,8.3,5,1,6,5,0,0,1,0,5.9,5.9,0.6,6.5,19,16,67,0.60,0.12,0.72,0.60,0.72,0.71,0.08,0.78,0.71,0.78,11,7,3,6,2,3,21,14.3,18,8,1,7,2,13,4,0,,,,,,,,,,,,,,,,128,180,71.1,1677,351,84,105,80.0,33,41,80.5,4,7,57.1,1,0.6,0.8,+0.4,6,6,5,2,16,287,6,25,119,147,41,287,21,10,47.6,11,52.4,178,1313,527,19,9,7,28,19,200,67,5,21,11,52.4,2.53,1.33,0.24,0.45,12.1,0,0,0,0.28,-0.9,-0.9,0,12,7,7,11,2,7,1,0,0,32,12,34,26.1,21,2.53,18,0,0,1,2,0,5,0.60,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
14,Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,32,1987,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,4,6,66.7,100,84,2,2,100.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,7,4,6,1,0,0,7,0,0,,0,,3,24,22,0,0,0,0,0,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.04,0.0,+0.13,1,3,33.3,5,1,40.0,30.2,1,100.0,65.0,1,0,0.0,0,0.00,,2019-2020
15,Bobby Adekanye,nl NED,FW,Lazio,it Serie A,20,1999,11,0,188,2.1,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.6,6,2,12,0.48,0.00,0.48,0.48,0.48,0.65,0.09,0.74,0.65,0.74,3,2,0,3,0,0,5,0.0,5,0,0,0,2,5,1,0,,,,,,,,,,,,,,,,38,43,88.4,500,64,20,24,83.3,12,12,100.0,2,2,100.0,0,0.2,0.1,-0.2,3,0,1,1,2,62,1,6,31,26,10,62,3,3,100.0,0,0.0,43,224,118,6,2,5,3,6,49,12,1,5,4,80.0,2.39,1.91,0.20,0.25,11.3,0,0,0,0.27,-0.4,-0.4,0,2,3,1,1,2,2,0,0,0,6,1,4,20.0,7,3.35,4,0,0,1,2,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
16,Claud Adjapong,it ITA,DF,Hellas Verona,it Serie A,21,1998,5,2,231,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,5,16,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,5,3,4,1,0,2,3,66.7,1,4,3,1,3,8,7,0,,,,,,,,,,,,,,,,58,83,69.9,852,314,35,42,83.3,16,25,64.0,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,5,110,15,34,40,36,6,110,2,1,50.0,1,50.0,54,306,113,4,4,0,4,2,61,16,0,3,1,33.3,1.17,0.39,0.00,0.00,14.1,0,0,0,0.08,-0.2,-0.2,0,3,2,1,3,3,3,0,0,0,11,3,4,42.9,1,0.39,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
17,Amine Adli,ma MAR,"MF,FW",Toulouse,fr Ligue 1,19,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,20,26,76.9,297,105,11,12,91.7,6,7,85.7,2,6,33.3,0,0.1,0.0,-0.1,2,3,1,0,3,31,0,3,16,13,1,31,4,3,75.0,1,25.0,23,190,104,4,1,0,1,1,22,5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,0,0,4,1,0,0,0,0,3,1,1,50.0,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
18,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,21,11,1020,11.3,3,3,6,3,0,0,3,0,0.8,0.8,2.2,3.0,38,65,47,0.26,0.26,0.53,0.26,0.53,0.07,0.19,0.26,0.07,0.26,22,14,4,15,3,11,34,32.4,23,10,0,10,8,30,3,0,,,,,,,,,,,,,,,,448,571,78.5,7437,1845,225,256,87.9,165,202,81.7,44,76,57.9,3,2.2,1.4,+0.8,19,51,5,0,65,704,10,70,457,186,11,704,48,26,54.2,22,45.8,485,2646,1418,38,31,3,27,24,537,47,3,17,6,35.3,1.50,0.53,0.18,0.50,23.8,1,0,0,0.04,+2.2,+2.2,0,13,18,0,39,8,14,0,0,0,57,10,13,43.5,45,3.97,29,5,5,2,2,2,7,0.62,3,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
19,Adrián,es ESP,GK,Liverpool,eng Premier League,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,3,10,1.03,27,17,63.0,9,0,0,2,22.2,0,0,0,0,,238,311,76.5,6251,4149,48,48,100.0,112,113,99.1,78,148,52.7,0,0.0,0.0,0.0,0,3,0,0,0,331,298,331,0,0,0,331,0,0,,0,,193,925,528,0,1,1,0,0,152,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,1,0,0,0,1,0,0,0,5,4,0,100.0,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,0,1,1,0,7.5,0.28,-2.5,-0.26,36,99,36.4,241,51,33.2,33.0,70,27.1,29.2,127,7,5.5,14,1.44,15.3,2019-2020
20,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,es La Liga,38,1981,14,0,208,2.3,1,0,1,1,0,1,3,0,1.6,0.8,0.0,0.8,2,6,15,0.43,0.00,0.43,0.43,0.43,0.67,0.00,0.67,0.33,0.33,3,2,0,3,0,0,0,,0,0,0,0,0,3,2,0,,,,,,,,,,,,,,,,32,57,56.1,419,68,21,32,65.6,6,13,46.2,2,5,40.0,0,0.0,0.0,0.0,0,4,0,0,6,81,2,4,36,42,13,80,2,1,50.0,1,50.0,37,145,35,2,1,2,7,2,68,15,1,6,2,33.3,2.60,0.87,0.17,0.50,15.7,0,0,1,0.13,-0.6,+0.2,0,7,1,0,0,0,2,0,0,0,2,21,10,67.7,2,0.87,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
21,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,23,20,1805,20.1,1,0,1,1,0,0,5,1,0.3,0.3,1.6,1.9,60,69,66,0.05,0.00,0.05,0.05,0.05,0.01,0.08,0.09,0.01,0.09,31,21,19,9,3,16,35,45.7,19,13,2,11,21,52,66,1,,,,,,,,,,,,,,,,691,972,71.1,10575,4948,376,435,86.4,251,340,73.8,38,108,35.2,0,1.6,1.6,-1.6,16,44,23,12,69,1187,77,391,502,314,12,1187,47,29,61.7,18,38.3,583,3716,2025,60,40,6,27,10,583,66,1,14,2,14.3,0.70,0.10,0.07,0.50,30.1,0,0,0,0.02,+0.7,+0.7,1,13,9,0,81,21,21,0,0,0,118,17,16,51.5,34,1.70,24,4,3,1,2,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,31,23,2099,23.3,1,1,2,1,0,0,5,1,0.8,0.8,0.7,1.5,26,56,49,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.07,0.03,0.07,55,30,32,18,5,30,54,55.6,24,19,7,12,18,73,48,0,,,,,,,,,,,,,,,,714,1028,69.5,11577,5419,374,449,83.3,268,375,71.5,52,128,40.6,1,0.7,0.8,+0.3,10,37,12,5,56,1237,76,403,635,210,9,1237,29,17,58.6,12,41.4,587,2671,1357,26,21,2,24,13,596,49,1,3,1,33.3,0.13,0.04,0.33,1.00,24.1,0,0,0,0.26,+0.2,+0.2,0,33,19,1,33,18,30,0,1,0,125,26,27,49.1,25,1.07,18,2,3,0,2,0,3,0.13,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
23,Lucien Agoume,fr FRA,MF,Inter,it Serie A,17,2002,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,3,2,0,2,1,0,0,,0,3,1,2,0,3,0,0,,,,,,,,,,,,,,,,35,38,92.1,619,208,14,14,100.0,17,19,89.5,4,4,100.0,0,0.1,0.1,-0.1,1,5,2,1,7,45,0,8,25,12,0,45,0,0,,0,,33,130,45,1,0,0,1,1,30,2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,2,0,2,0,0,0,6,0,0,,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
24,Kevin Agudelo,co COL,"MF,FW",Fiorentina,it Serie A,20,1998,3,1,64,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,4,8,0.00,0.00,0.00,0.00,0.00,0.26,0.14,0.40,0.26,0.40,2,1,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0,,,,,,,,,,,,,,,,29,37,78.4,403,135,18,23,78.3,8,9,88.9,2,3,66.7,0,0.1,0.1,-0.1,2,2,1,0,4,50,0,6,25,21,4,50,3,3,100.0,0,0.0,35,198,74,1,1,1,0,2,31,8,0,4,0,0.0,5.63,0.00,0.00,,22.6,0,0,0,0.05,-0.2,-0.2,0,3,1,0,0,1,1,0,0,0,6,0,2,0.0,7,9.84,4,0,3,0,0,0,1,1.41,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
25,Kevin Agudelo,co COL,"MF,FW",Genoa,it Serie A,20,1998,10,7,666,7.4,1,1,2,1,0,0,5,1,1.2,1.2,1.6,2.8,39,41,34,0.14,0.14,0.27,0.14,0.27,0.17,0.21,0.38,0.17,0.38,23,14,9,12,2,10,20,50.0,10,12,1,11,6,29,2,0,,,,,,,,,,,,,,,,239,293,81.6,3277,893,143,161,88.8,70,80,87.5,12,18,66.7,1,1.6,1.3,-0.6,12,21,5,0,41,387,7,73,195,130,18,387,35,25,71.4,10,28.6,264,1922,1238,39,23,6,15,15,271,34,1,10,2,20.0,1.35,0.27,0.10,0.50,17.4,0,0,0,0.12,-0.2,-0.2,1,20,11,1,11,6,14,0,1,0,30,3,6,33.3,32,4.33,24,0,5,0,1,2,2,0.27,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
