rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
87,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,33,31,2682,29.8,12,1,13,11,1,2,5,0,11.9,10.3,1.9,12.2,34,54,204,0.40,0.03,0.44,0.37,0.40,0.40,0.06,0.46,0.35,0.41,20,10,0,12,8,4,19,21.1,15,19,3,16,5,25,36,0,,,,,,,,,,,,,,,,463,800,57.9,5556,1147,280,424,66.0,113,209,54.1,10,27,37.0,1,1.9,1.5,-0.9,23,42,9,2,54,1167,42,80,524,573,120,1165,52,21,40.4,31,59.6,637,2876,854,34,29,12,94,67,937,204,12,63,35,55.6,2.11,1.17,0.17,0.31,12.3,0,1,2,0.16,+0.1,+0.7,0,62,40,21,31,5,10,0,0,0,89,243,207,54.0,58,1.95,44,0,4,5,5,0,8,0.27,1,0,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,3,1,73,0.8,1,0,1,1,0,0,0,1,0.4,0.4,0.1,0.4,2,0,4,1.23,0.00,1.23,1.23,1.23,0.45,0.06,0.51,0.45,0.51,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,7,12,58.3,71,22,7,8,87.5,0,2,0.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,34,2,7,9,18,3,34,7,2,28.6,5,71.4,19,178,93,2,3,1,5,1,17,4,1,1,1,100.0,1.23,1.23,1.00,1.00,7.8,0,0,0,0.36,+0.6,+0.6,0,2,3,0,0,0,1,0,0,0,6,4,1,80.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
89,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,26,23,2054,22.8,2,1,3,2,0,0,6,0,0.9,0.9,0.9,1.8,25,130,47,0.09,0.04,0.13,0.09,0.13,0.04,0.04,0.08,0.04,0.08,72,44,31,35,6,29,74,39.2,45,32,9,23,59,131,40,1,,,,,,,,,,,,,,,,965,1236,78.1,15142,4227,469,544,86.2,344,429,80.2,70,119,58.8,1,0.9,0.7,+0.1,15,104,5,3,130,1513,47,240,1041,248,21,1513,25,16,64.0,9,36.0,723,3471,1615,25,25,3,17,20,922,47,2,14,3,21.4,0.61,0.13,0.14,0.67,15.8,0,0,0,0.07,+1.1,+1.1,0,55,37,0,12,59,44,0,0,0,178,80,48,62.5,39,1.71,32,0,2,2,1,2,4,0.18,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
90,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,6,5,531,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,16,2.71,44,28,63.6,0,1,4,0,0.0,1,0,0,1,,124,162,76.5,3635,2659,18,18,100.0,61,61,100.0,45,83,54.2,0,0.0,0.0,0.0,0,0,0,0,0,182,174,182,0,0,0,182,0,0,,0,,68,364,265,0,0,0,0,0,24,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,16,0,1,1,0,12.8,0.29,-3.2,-0.54,24,60,40.0,96,45,28.1,31.8,66,50.0,40.8,98,3,3.1,1,0.17,10.1,2019-2020
91,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,30,30,2572,28.6,1,2,3,1,0,0,13,1,2.6,2.6,2.1,4.7,25,151,31,0.03,0.07,0.10,0.03,0.10,0.09,0.07,0.16,0.09,0.16,52,27,28,18,6,19,60,31.7,41,27,7,20,47,99,36,0,,,,,,,,,,,,,,,,857,1214,70.6,13887,5187,389,492,79.1,339,452,75.0,71,157,45.2,2,2.1,2.7,-0.1,32,109,30,9,151,1542,60,350,897,312,28,1542,41,28,68.3,13,31.7,768,3284,1325,25,22,5,36,17,831,31,1,49,7,14.3,1.71,0.24,0.02,0.14,24.9,4,0,0,0.05,-1.6,-1.6,1,65,37,0,39,47,27,1,0,0,189,46,33,58.2,83,2.90,55,4,5,11,6,2,6,0.21,4,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,20,11,1029,11.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,25,70,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,23,18,11,11,1,11,24,45.8,13,9,2,7,8,31,5,0,,,,,,,,,,,,,,,,542,620,87.4,9082,2298,259,286,90.6,224,244,91.8,42,58,72.4,0,0.1,0.3,-0.1,3,51,3,0,70,708,9,100,525,93,3,708,21,15,71.4,6,28.6,432,2657,1381,25,21,2,18,17,504,17,0,4,0,0.0,0.35,0.00,0.00,,30.2,0,0,0,0.03,-0.1,-0.1,0,18,26,0,3,8,18,0,0,0,87,8,9,47.1,13,1.14,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,13,9,790,8.8,1,0,1,1,0,1,0,0,2.6,1.8,0.6,2.4,10,17,37,0.11,0.00,0.11,0.11,0.11,0.30,0.07,0.37,0.21,0.28,1,0,0,1,0,1,10,10.0,9,4,0,4,2,3,4,0,,,,,,,,,,,,,,,,145,194,74.7,1846,330,96,116,82.8,35,50,70.0,4,10,40.0,0,0.6,0.3,-0.6,8,8,4,0,17,256,4,12,139,105,21,255,11,8,72.7,3,27.3,138,504,223,10,4,2,19,13,201,37,1,13,4,30.8,1.48,0.46,0.08,0.25,13.5,0,0,1,0.14,-1.6,-0.8,0,16,8,3,4,2,0,0,0,0,13,23,42,35.4,20,2.28,16,0,1,0,3,0,2,0.23,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,28,27,2360,26.2,1,1,2,1,0,0,4,0,0.8,0.8,2.8,3.6,50,154,62,0.04,0.04,0.08,0.04,0.08,0.03,0.11,0.14,0.03,0.14,54,31,26,25,3,26,43,60.5,17,23,7,16,33,87,61,1,,,,,,,,,,,,,,,,990,1498,66.1,19813,9093,406,479,84.8,395,552,71.6,167,388,43.0,1,2.8,3.5,-1.8,27,105,36,24,154,1753,87,429,869,491,8,1753,35,27,77.1,8,22.9,798,4091,2068,50,59,4,30,11,802,62,1,24,7,29.2,0.92,0.27,0.04,0.14,28.0,8,0,0,0.03,+0.2,+0.2,0,21,13,0,148,33,31,0,1,0,181,50,29,63.3,64,2.44,39,14,2,5,2,2,6,0.23,4,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,2,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,1,,367,462,79.4,10505,7373,53,54,98.1,175,178,98.3,137,227,60.4,0,0.0,0.0,0.0,0,6,0,0,0,491,419,491,0,0,0,491,2,2,100.0,0,0.0,255,1155,767,0,0,0,0,0,217,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,1,0,0,1,0,0,0,0,26,2,0,100.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,16,0,0,1,1,15.4,0.30,+0.4,+0.03,81,158,51.3,361,57,24.7,30.3,100,69.0,44.3,150,7,4.7,23,1.77,17.7,2019-2020
96,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,6,4,423,4.7,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,21,41,70,0.00,0.00,0.00,0.00,0.00,0.05,0.32,0.36,0.05,0.36,5,2,3,1,1,5,7,71.4,2,1,0,1,9,14,15,0,,,,,,,,,,,,,,,,333,429,77.6,5053,1272,178,201,88.6,131,169,77.5,16,36,44.4,0,1.5,1.1,-1.5,9,30,16,9,41,478,14,89,186,208,11,478,5,4,80.0,1,20.0,333,1405,797,21,28,1,6,3,338,70,0,5,0,0.0,1.06,0.00,0.00,,19.8,0,0,0,0.04,-0.2,-0.2,0,2,2,0,43,9,2,0,0,0,29,6,7,46.2,15,3.19,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
97,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,22,1997,13,12,1095,12.2,1,2,3,1,0,0,2,0,0.9,0.9,2.0,2.9,24,56,92,0.08,0.16,0.25,0.08,0.25,0.07,0.16,0.24,0.07,0.24,15,9,7,5,3,5,15,33.3,10,14,1,13,19,34,24,0,,,,,,,,,,,,,,,,574,767,74.8,9428,3269,282,324,87.0,208,262,79.4,56,117,47.9,2,2.0,2.8,0.0,19,42,22,7,56,881,24,187,396,303,26,881,25,20,80.0,5,20.0,430,2075,1099,24,16,12,15,6,518,92,1,5,2,40.0,0.41,0.16,0.20,0.50,12.5,0,0,0,0.18,+0.1,+0.1,0,12,16,3,80,19,9,0,0,0,73,7,21,25.0,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
98,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,7,7,100.0,87,8,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,12,0,0,5,7,3,12,2,1,50.0,1,50.0,8,57,25,1,0,1,1,1,8,1,0,1,0,0.0,4.50,0.00,0.00,,31.8,0,0,0,0.02,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,19,11,1063,11.8,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,16,36,65,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.08,0.04,0.08,16,4,7,7,2,4,13,30.8,9,19,5,14,9,25,25,1,,,,,,,,,,,,,,,,495,607,81.5,6880,2455,296,328,90.2,160,203,78.8,17,35,48.6,1,0.6,0.7,+0.4,6,16,11,6,36,732,33,222,289,231,26,732,13,6,46.2,7,53.8,417,1780,917,16,19,4,17,10,496,65,0,13,3,23.1,1.10,0.25,0.00,0.00,23.6,0,0,0,0.03,-0.4,-0.4,0,9,12,1,22,9,4,0,0,0,57,8,4,66.7,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
100,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,27,21,1768,19.6,4,4,8,4,0,0,9,0,1.9,1.9,3.3,5.2,90,66,124,0.20,0.20,0.41,0.20,0.41,0.09,0.17,0.26,0.09,0.26,37,25,24,7,6,19,34,55.9,15,23,3,20,14,51,20,4,,,,,,,,,,,,,,,,571,819,69.7,11582,4418,249,278,89.6,198,279,71.0,111,216,51.4,4,3.3,3.8,+0.7,33,57,49,39,66,1068,54,282,375,426,41,1068,73,36,49.3,37,50.7,614,4593,2262,90,43,11,40,29,629,124,4,29,8,27.6,1.48,0.41,0.14,0.50,21.0,1,0,0,0.06,+2.1,+2.1,0,28,30,4,141,14,25,0,0,0,109,9,18,33.3,59,3.00,46,3,4,3,2,1,8,0.41,6,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2019-2020
101,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,1,2,2,3,0,0,,0,,4,10,2,1,0,1,1,1,4,1,0,1,0,0.0,7.50,0.00,0.00,,13.9,0,0,0,0.05,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
102,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,24,19,1768,19.6,10,3,13,9,1,1,3,0,12.9,12.1,3.7,15.9,53,39,178,0.51,0.15,0.66,0.46,0.61,0.66,0.19,0.85,0.62,0.81,13,9,5,4,4,4,14,28.6,10,17,2,15,9,22,5,0,,,,,,,,,,,,,,,,329,524,62.8,4662,1128,189,250,75.6,85,137,62.0,26,52,50.0,3,3.7,3.5,-0.7,25,18,17,7,39,818,11,39,263,532,117,817,103,65,63.1,37,35.9,494,3148,1490,53,42,26,73,45,599,178,10,67,30,44.8,3.41,1.53,0.13,0.30,13.7,0,1,1,0.19,-2.9,-3.1,0,41,35,11,48,9,9,0,0,0,62,88,108,44.9,71,3.61,35,1,15,11,7,2,9,0.46,4,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
103,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,15,11,1029,11.4,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.0,22,30,45,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,26,18,19,7,0,12,20,60.0,8,9,0,9,15,41,20,1,,,,,,,,,,,,,,,,326,464,70.3,5201,2301,174,205,84.9,124,171,72.5,22,63,34.9,0,0.9,1.4,-0.9,9,31,8,5,30,582,32,192,252,143,8,582,15,6,40.0,9,60.0,266,1527,856,22,16,3,13,4,302,45,0,1,0,0.0,0.09,0.00,0.00,,9.8,0,0,0,0.08,-0.1,-0.1,0,18,7,1,36,15,18,0,0,0,58,7,4,63.6,19,1.66,17,1,0,0,0,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
104,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,2,0,82,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,6,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,4,3,1,0,3,3,3,100.0,0,2,0,2,2,6,1,0,,,,,,,,,,,,,,,,16,21,76.2,210,27,11,14,78.6,5,5,100.0,0,1,0.0,0,0.0,0.1,0.0,1,1,0,0,1,39,0,5,16,18,6,39,0,0,,0,,19,88,48,2,1,0,5,0,19,6,0,3,0,0.0,3.29,0.00,0.00,,12.3,0,0,0,0.06,-0.2,-0.2,0,2,1,0,0,2,3,0,0,0,5,0,0,,3,3.29,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
105,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,3,0,1,1,1,0,3,0,0,,0,,1,10,0,0,0,0,0,0,2,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
106,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,34,28,2470,27.4,1,2,3,1,0,0,2,0,3.8,3.8,4.2,8.0,114,68,155,0.04,0.07,0.11,0.04,0.11,0.14,0.15,0.29,0.14,0.29,25,16,13,9,3,9,33,27.3,24,29,2,27,15,40,14,0,,,,,,,,,,,,,,,,593,854,69.4,9279,3011,326,395,82.5,184,268,68.7,52,96,54.2,2,4.2,3.1,-2.2,42,34,28,8,68,1153,20,175,494,509,78,1153,70,35,50.0,35,50.0,693,5597,2767,114,59,45,63,40,713,155,1,46,8,17.4,1.68,0.29,0.02,0.13,17.9,1,0,0,0.08,-2.8,-2.8,0,17,39,4,69,15,16,0,0,0,132,22,39,36.1,95,3.46,62,12,7,3,10,1,6,0.22,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
107,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,11,1,189,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,4,2,1,2,1,2,6,33.3,4,7,3,4,5,9,0,0,,,,,,,,,,,,,,,,89,105,84.8,1400,235,42,50,84.0,40,43,93.0,4,8,50.0,0,0.0,0.0,0.0,0,7,0,0,10,129,2,26,84,20,1,129,1,1,100.0,0,0.0,76,553,288,4,3,0,4,2,79,2,0,1,0,0.0,0.48,0.00,0.00,,28.0,0,0,0,0.02,0.0,0.0,0,3,5,0,1,5,2,0,0,0,16,3,7,30.0,2,0.95,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
108,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,21,1998,25,23,1956,21.7,3,4,7,3,0,0,3,0,3.7,3.7,2.3,6.0,105,134,127,0.14,0.18,0.32,0.14,0.32,0.17,0.11,0.27,0.17,0.27,28,12,6,18,4,10,35,28.6,25,15,1,14,13,41,11,0,,,,,,,,,,,,,,,,910,1082,84.1,13987,3261,513,570,90.0,294,340,86.5,71,95,74.7,4,2.3,2.4,+1.7,24,101,25,0,134,1361,10,111,835,446,72,1361,112,67,59.8,45,40.2,924,5915,3217,105,78,28,52,38,1077,127,3,46,18,39.1,2.12,0.83,0.07,0.17,20.0,2,0,0,0.08,-0.7,-0.7,0,24,42,2,24,13,12,0,0,0,120,17,12,58.6,85,3.91,53,2,11,7,8,4,11,0.51,9,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,1,2,0,2,4,50.0,2,3,0,3,0,3,0,0,,,,,,,,,,,,,,,,22,31,71.0,304,28,16,21,76.2,3,4,75.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,0,40,0,5,26,10,0,40,3,3,100.0,0,0.0,20,71,18,0,0,0,3,0,27,3,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,0,0,2,0,0,0,5,0,0,,2,2.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,18,1605,17.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.4,23,67,32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,58,35,32,20,6,28,52,53.8,24,9,3,6,23,81,34,0,,,,,,,,,,,,,,,,734,982,74.7,10333,4875,473,548,86.3,219,293,74.7,26,87,29.9,0,0.4,0.3,-0.4,8,45,2,2,67,1154,52,399,568,194,5,1154,29,22,75.9,7,24.1,513,2662,1430,23,27,3,21,18,596,32,0,1,0,0.0,0.06,0.00,0.00,,17.1,0,0,0,0.05,-0.1,-0.1,0,26,7,0,32,23,35,0,0,0,100,19,17,52.8,17,0.95,14,3,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,35,34,3069,34.1,1,1,2,1,0,0,11,1,2.1,2.1,2.1,4.2,30,113,41,0.03,0.03,0.06,0.03,0.06,0.06,0.06,0.12,0.06,0.12,72,33,24,40,8,31,69,44.9,38,52,5,47,43,115,40,2,,,,,,,,,,,,,,,,621,947,65.6,12632,3366,222,316,70.3,252,345,73.0,122,213,57.3,1,2.1,1.8,-1.1,15,92,17,7,113,1360,46,244,825,323,21,1360,43,30,69.8,13,30.2,599,3275,1194,30,30,4,45,34,593,41,1,47,7,14.9,1.38,0.21,0.02,0.14,25.3,5,0,0,0.04,-1.1,-1.1,1,79,63,0,45,43,33,0,0,0,201,71,69,50.7,49,1.44,28,7,2,6,5,1,4,0.12,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,4,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,4,4,1,3,0,3,5,60.0,2,0,0,0,2,6,0,0,,,,,,,,,,,,,,,,42,56,75.0,548,183,30,34,88.2,11,12,91.7,1,4,25.0,0,0.0,0.0,0.0,1,2,3,1,4,69,2,23,26,20,3,69,1,0,0.0,1,100.0,35,184,127,3,1,0,1,1,39,6,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,4,0,4,2,4,0,0,0,7,0,0,,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,23,2118,23.5,1,3,4,1,0,0,2,0,1.4,1.4,2.5,3.9,14,155,19,0.04,0.13,0.17,0.04,0.17,0.06,0.11,0.16,0.06,0.16,56,37,19,29,8,27,74,36.5,47,27,6,21,22,78,21,1,,,,,,,,,,,,,,,,1385,1628,85.1,22338,7611,712,772,92.2,511,579,88.3,116,170,68.2,3,2.5,2.7,+0.5,23,126,8,0,155,1861,42,318,1297,260,23,1861,24,14,58.3,10,41.7,953,4156,1876,14,22,1,28,19,1325,19,1,16,2,12.5,0.68,0.08,0.06,0.50,18.6,0,0,0,0.09,-0.4,-0.4,0,15,44,0,13,22,37,0,0,0,204,14,22,38.9,46,1.95,41,1,0,1,2,1,5,0.21,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020
