rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
11,Francesco Acerbi,it ITA,DF,Sassuolo,it Serie A,29,1988,38,38,3420,38.0,0,0,0,0,0,0,4,0,1.0,1.0,0.7,1.7,35,141,14,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,51,32,26,22,3,22,36,61.1,14,42,21,21,88,139,255,1,,,,,,,,,,,,,,,,1391,1650,84.3,30718,10405,349,387,90.2,782,876,89.3,249,360,69.2,0,0.7,0.8,-0.7,10,106,2,1,141,2124,299,1076,954,135,21,2124,23,17,73.9,6,26.1,918,5957,2979,35,38,0,26,9,1044,14,0,15,2,13.3,0.39,0.05,0.00,0.00,18.0,0,0,0,0.07,-1.0,-1.0,0,31,32,1,12,88,32,0,1,1,260,103,40,72.0,30,0.79,28,0,0,1,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
12,Afriyie Acquah,gh GHA,MF,Torino,it Serie A,25,1992,22,9,951,10.6,1,0,1,1,0,0,4,2,0.4,0.4,0.6,1.0,24,60,24,0.09,0.00,0.09,0.09,0.09,0.04,0.06,0.10,0.04,0.10,8,6,2,6,0,1,7,14.3,6,8,1,7,16,24,10,2,,,,,,,,,,,,,,,,405,478,84.7,6431,1627,204,220,92.7,166,189,87.8,23,40,57.5,0,0.6,0.2,-0.6,6,38,2,0,60,562,8,79,405,92,7,562,24,16,66.7,8,33.3,392,2545,1243,24,18,2,13,14,413,24,1,9,3,33.3,0.85,0.28,0.11,0.33,24.2,0,0,0,0.04,+0.6,+0.6,1,17,14,0,12,16,6,0,0,0,68,12,17,41.4,17,1.63,13,0,1,1,2,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
13,Charlie Adam,sct SCO,MF,Stoke City,eng Premier League,31,1985,11,5,411,4.6,0,0,0,0,0,1,2,1,1.6,0.9,1.2,2.1,6,30,9,0.00,0.00,0.00,0.00,0.00,0.36,0.27,0.63,0.19,0.46,9,5,2,5,2,5,17,29.4,12,2,0,2,9,18,11,2,,,,,,,,,,,,,,,,168,285,58.9,3889,1505,51,66,77.3,72,96,75.0,45,107,42.1,0,1.2,1.4,-1.2,6,28,7,4,30,342,9,58,218,76,5,341,12,12,100.0,0,0.0,206,960,436,6,15,2,7,5,211,9,0,9,2,22.2,1.97,0.44,0.00,0.00,31.5,3,0,1,0.09,-1.6,-0.9,0,8,8,0,30,9,5,0,0,0,40,7,4,63.6,17,3.72,7,2,3,1,4,0,1,0.22,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
14,Antonio Adán,es ESP,GK,Betis,es La Liga,30,1987,30,30,2700,30.0,0,2,2,0,0,0,4,0,0.0,0.0,0.7,0.7,0,0,0,0.00,0.07,0.07,0.00,0.07,0.00,0.02,0.02,0.00,0.02,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,11,2,53,1.77,132,82,62.1,14,4,12,9,30.0,4,3,1,0,25.0,868,1256,69.1,24352,18206,125,125,100.0,444,462,96.1,298,664,44.9,2,0.7,0.0,+1.3,4,8,0,0,0,1327,1084,1324,4,0,0,1327,5,5,100.0,0,0.0,759,4220,3057,0,0,0,6,0,673,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,41,4,1,80.0,5,0.17,4,1,0,0,0,0,2,0.07,1,1,0,0,0,0,53,3,0,5,4,41.8,0.29,-7.2,-0.24,176,490,35.9,1002,130,33.8,32.8,253,59.7,44.4,468,17,3.6,22,0.73,14.6,2017-2018
15,Aday,es ESP,DF,Girona,es La Liga,29,1987,31,20,1835,20.4,2,0,2,1,1,2,10,0,2.8,1.3,1.6,2.9,82,61,156,0.10,0.00,0.10,0.05,0.05,0.14,0.08,0.22,0.06,0.14,17,15,11,4,2,6,17,35.3,11,19,3,16,25,42,52,1,,,,,,,,,,,,,,,,738,1047,70.5,12574,3756,386,450,85.8,261,350,74.6,77,188,41.0,0,1.6,2.2,-1.6,20,36,30,22,61,1259,49,261,504,505,39,1257,42,27,64.3,15,35.7,658,4681,2297,82,47,12,25,23,739,156,2,31,12,38.7,1.52,0.59,0.03,0.08,22.8,5,1,2,0.04,-0.8,-0.3,0,39,15,6,134,25,15,0,0,1,97,37,16,69.8,56,2.75,41,7,0,5,3,0,3,0.15,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
16,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32,1985,34,32,2921,32.5,0,1,1,0,0,0,9,0,0.6,0.6,0.2,0.9,6,51,1,0.00,0.03,0.03,0.00,0.03,0.02,0.01,0.03,0.02,0.03,38,24,26,12,0,15,32,46.9,17,42,26,16,65,103,221,1,,,,,,,,,,,,,,,,960,1157,83.0,19763,8032,309,352,87.8,490,545,89.9,149,223,66.8,1,0.2,0.1,+0.8,2,34,2,0,51,1562,274,941,621,16,10,1562,7,4,57.1,3,42.9,697,3218,1795,6,3,0,12,7,739,1,0,5,1,20.0,0.15,0.03,0.00,0.00,9.1,0,0,0,0.13,-0.6,-0.6,0,50,39,1,0,65,24,0,1,0,195,64,46,58.2,15,0.46,9,4,0,1,1,0,1,0.03,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
17,Claud Adjapong,it ITA,"DF,FW",Sassuolo,it Serie A,19,1998,16,14,1220,13.6,0,0,0,0,0,0,5,1,0.8,0.8,1.1,1.9,31,42,54,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,35,26,24,5,6,11,13,84.6,2,16,3,13,23,58,37,0,,,,,,,,,,,,,,,,363,509,71.3,5921,2319,167,197,84.8,166,227,73.1,21,53,39.6,0,1.1,0.9,-1.1,11,28,5,2,42,691,38,199,296,207,26,691,19,9,47.4,10,52.6,344,2339,1105,31,25,10,23,24,365,54,0,14,4,28.6,1.03,0.30,0.00,0.00,20.7,0,0,0,0.06,-0.8,-0.8,0,24,19,2,27,23,26,0,0,0,80,15,15,50.0,25,1.84,17,0,1,2,3,2,2,0.15,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
18,René Adler,de GER,GK,Mainz 05,de Bundesliga,32,1985,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,1,18,1.29,53,35,67.9,5,3,6,4,28.6,2,1,0,1,0.0,283,442,64.0,9161,7415,28,28,100.0,143,148,96.6,112,263,42.6,0,0.3,0.0,-0.3,1,8,0,0,0,476,363,471,4,1,1,476,0,0,,0,,225,1232,757,0,0,0,4,0,176,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,4,0,0,0,1,0,1,0,33,5,0,100.0,5,0.36,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,18,1,0,5,0,14.0,0.25,-4.0,-0.29,78,216,36.1,322,55,39.1,36.3,117,76.9,54.9,209,19,9.1,22,1.57,15.4,2017-2018
19,Yacine Adli,fr FRA,FW,Paris S-G,fr Ligue 1,17,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,7,7,100.0,163,42,4,4,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,3,7,0,1,5,1,0,7,0,0,,0,,6,55,16,0,0,0,0,0,7,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
20,Ali Adnan Kadhim,iq IRQ,"DF,FW",Udinese,it Serie A,23,1993,23,18,1674,18.6,0,1,1,0,0,0,4,0,0.5,0.5,1.7,2.2,25,58,56,0.00,0.05,0.05,0.00,0.05,0.03,0.09,0.12,0.03,0.12,54,35,35,14,5,29,50,58.0,21,31,6,25,41,95,90,0,,,,,,,,,,,,,,,,585,883,66.3,10724,4935,245,305,80.3,247,358,69.0,79,171,46.2,1,1.7,1.2,-0.7,20,38,14,9,58,1142,94,343,539,269,6,1142,33,25,75.8,8,24.2,472,2327,1139,25,21,2,19,15,538,56,0,12,3,25.0,0.65,0.16,0.00,0.00,27.6,5,0,0,0.04,-0.5,-0.5,0,21,22,1,88,41,35,0,0,1,94,51,34,60.0,38,2.05,31,5,1,0,1,0,4,0.22,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
21,Adrián,es ESP,GK,West Ham,eng Premier League,30,1987,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,2,0,0,1,4,25.0,3,1,0,1,0,2,15,1,29,1.53,96,68,70.8,7,6,6,6,31.6,1,1,0,0,0.0,266,571,46.6,11798,10438,12,12,100.0,51,52,98.1,203,503,40.4,0,0.0,0.1,0.0,0,13,1,0,0,641,541,633,9,0,0,641,0,0,,0,,284,2193,1505,0,0,0,0,0,166,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,3,0,0,0,1,0,0,0,20,2,1,66.7,2,0.11,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,29,1,1,6,1,27.8,0.29,-0.2,-0.01,154,445,34.6,383,47,72.8,47.7,184,90.2,59.3,316,13,4.1,31,1.63,16.0,2017-2018
22,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,36,1981,33,21,2152,23.9,9,1,10,6,3,5,5,0,11.1,7.6,1.5,9.0,27,45,150,0.38,0.04,0.42,0.25,0.29,0.47,0.06,0.53,0.32,0.38,11,8,2,6,3,1,6,16.7,5,6,0,6,3,14,18,0,,,,,,,,,,,,,,,,337,518,65.1,4422,934,218,296,73.6,86,143,60.1,12,30,40.0,1,1.5,1.6,-0.5,11,41,11,0,45,702,20,41,314,350,108,697,24,19,79.2,5,20.8,411,1876,691,27,19,10,43,42,575,150,9,56,23,41.1,2.34,0.96,0.11,0.26,13.5,0,3,5,0.13,-2.1,-1.6,0,42,39,35,20,3,8,0,0,0,45,99,77,56.3,35,1.46,19,0,2,6,7,1,2,0.08,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
23,Ibrahim Afellay,nl NED,MF,Stoke City,eng Premier League,31,1986,6,1,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3,0,3,0,1,2,50.0,1,1,0,1,1,4,1,0,,,,,,,,,,,,,,,,72,82,87.8,1326,256,29,32,90.6,35,39,89.7,6,8,75.0,0,0.0,0.0,0.0,0,6,0,0,4,89,0,18,63,12,0,89,1,1,100.0,0,0.0,61,214,50,0,0,0,1,3,64,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,0,1,3,0,0,0,15,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
24,Benik Afobe,cd COD,FW,Bournemouth,eng Premier League,24,1993,17,5,611,6.8,0,0,0,0,0,0,0,0,1.6,1.6,0.1,1.8,12,9,37,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.30,0.27,0.30,4,3,1,2,1,1,6,16.7,5,4,0,4,0,4,6,0,,,,,,,,,,,,,,,,113,154,73.4,1370,152,77,102,75.5,27,38,71.1,0,1,0.0,0,0.1,0.1,-0.1,2,8,2,0,9,219,8,18,100,105,28,219,9,7,77.8,2,22.2,138,820,317,12,4,9,28,5,171,37,0,8,3,37.5,1.18,0.44,0.00,0.00,8.6,0,0,0,0.21,-1.6,-1.6,0,9,13,4,2,0,3,1,0,0,17,22,38,36.7,11,1.84,6,0,1,2,2,0,1,0.17,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21,1996,21,20,1828,20.3,0,4,4,0,0,0,4,0,0.1,0.1,1.5,1.6,24,48,54,0.00,0.20,0.20,0.00,0.20,0.00,0.08,0.08,0.00,0.08,50,33,31,17,2,32,50,64.0,18,13,7,6,41,91,66,0,,,,,,,,,,,,,,,,634,884,71.7,9706,4749,366,436,83.9,207,288,71.9,47,104,45.2,4,1.5,0.9,+2.5,13,46,12,9,48,1114,81,401,496,234,6,1114,34,16,47.1,18,52.9,476,2344,1290,24,13,6,20,10,483,54,0,3,1,33.3,0.15,0.05,0.00,0.00,36.8,0,0,0,0.02,-0.1,-0.1,0,19,18,0,50,41,33,0,0,0,120,17,13,56.7,25,1.23,20,5,0,0,0,0,5,0.25,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
