rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
300,Mame Biram Diouf,sn SEN,"FW,DF",Stoke City,eng Premier League,29,1987,35,30,2596,28.8,6,2,8,6,0,0,6,0,6.5,6.5,1.9,8.4,38,43,172,0.21,0.07,0.28,0.21,0.28,0.22,0.07,0.29,0.22,0.29,48,36,26,15,7,8,21,38.1,13,22,0,22,14,62,76,1,,,,,,,,,,,,,,,,347,630,55.1,4835,1503,213,320,66.6,108,201,53.7,10,38,26.3,2,1.9,0.9,+0.1,20,26,7,2,43,952,68,183,343,433,90,952,26,11,42.3,15,57.7,448,2468,929,38,20,7,53,33,597,172,6,59,19,32.2,2.05,0.66,0.10,0.32,13.5,0,0,0,0.11,-0.5,-0.5,0,38,39,23,34,14,36,0,0,0,75,142,158,47.3,51,1.77,29,1,2,10,9,0,4,0.14,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2017-2018
301,Davide Biraschi,it ITA,DF,Genoa,it Serie A,23,1994,23,20,1796,20.0,0,1,1,0,0,0,2,0,0.6,0.6,0.8,1.5,28,84,28,0.00,0.05,0.05,0.00,0.05,0.03,0.04,0.07,0.03,0.07,33,25,13,19,1,18,25,72.0,7,19,10,9,38,71,78,0,,,,,,,,,,,,,,,,753,990,76.1,13911,5330,297,340,87.4,377,452,83.4,72,164,43.9,1,0.8,0.7,+0.2,10,79,8,8,84,1194,85,475,604,139,3,1194,30,24,80.0,6,20.0,702,3598,2072,28,27,0,15,13,724,28,0,4,0,0.0,0.20,0.00,0.00,,18.0,0,0,0,0.16,-0.6,-0.6,0,26,21,0,34,38,25,0,0,0,111,26,22,54.2,19,0.95,15,0,3,0,0,1,3,0.15,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
302,Valter Birsa,si SVN,"MF,FW",Chievo,it Serie A,30,1986,35,29,2504,27.8,3,6,9,3,0,0,3,0,2.3,2.3,6.4,8.7,77,157,145,0.11,0.22,0.32,0.11,0.32,0.08,0.23,0.31,0.08,0.31,28,14,7,18,3,7,54,13.0,47,22,2,20,24,52,20,1,,,,,,,,,,,,,,,,1095,1513,72.4,18368,5084,554,649,85.4,376,493,76.3,122,257,47.5,6,6.4,6.0,-0.4,66,133,38,17,157,1767,18,142,884,773,31,1767,60,29,48.3,31,51.7,1041,5627,2693,77,78,5,57,46,1238,145,3,48,17,35.4,1.73,0.61,0.06,0.18,23.7,5,0,0,0.05,+0.7,+0.7,0,24,31,1,222,24,14,0,0,0,138,26,37,41.3,124,4.45,84,31,5,1,1,2,14,0.50,9,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
303,Milan Biševac,rs SRB,DF,Metz,fr Ligue 1,33,1983,10,10,710,7.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,6,26,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,7,5,5,1,1,5,7,71.4,2,2,0,2,5,12,43,0,,,,,,,,,,,,,,,,270,328,82.3,6525,3096,52,59,88.1,138,147,93.9,77,115,67.0,0,0.1,0.3,-0.1,2,31,2,1,26,392,52,196,181,18,5,392,1,1,100.0,0,0.0,218,1251,749,6,2,0,1,1,234,3,0,5,1,20.0,0.63,0.13,0.00,0.00,15.6,0,0,0,0.07,-0.4,-0.4,0,4,4,1,2,5,5,0,1,0,46,4,8,33.3,8,1.01,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
304,Yves Bissouma,ml MLI,"MF,DF",Lille,fr Ligue 1,20,1996,24,15,1561,17.3,2,1,3,2,0,0,3,0,2.1,2.1,0.7,2.8,64,113,51,0.12,0.06,0.17,0.12,0.17,0.12,0.04,0.16,0.12,0.16,67,50,30,32,5,19,39,48.7,20,13,2,11,31,98,31,1,,,,,,,,,,,,,,,,876,1042,84.1,14330,4194,410,459,89.3,333,385,86.5,81,110,73.6,1,0.7,1.1,+0.3,11,91,7,0,113,1271,32,260,774,265,22,1271,75,55,73.3,20,26.7,748,5407,2943,64,43,7,28,18,854,51,2,41,6,14.6,2.36,0.35,0.05,0.33,25.9,2,0,0,0.06,-0.1,-0.1,0,37,11,4,8,31,50,0,0,0,122,22,11,66.7,46,2.65,32,2,6,6,0,0,4,0.23,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
305,Leonardo Bittencourt,de GER,"MF,FW",Köln,de Bundesliga,23,1993,22,17,1613,17.9,5,3,8,5,0,0,4,0,3.2,3.2,2.3,5.5,64,69,170,0.28,0.17,0.45,0.28,0.45,0.18,0.13,0.31,0.18,0.31,49,42,17,21,11,19,43,44.2,24,26,0,26,17,66,11,1,,,,,,,,,,,,,,,,492,689,71.4,6927,1800,278,335,83.0,161,220,73.2,26,66,39.4,3,2.3,2.8,+0.7,26,41,28,7,69,963,12,96,418,467,69,963,83,25,30.1,58,69.9,556,4106,1936,64,53,21,53,17,700,170,5,32,10,31.3,1.79,0.56,0.16,0.50,16.7,0,0,0,0.10,+1.8,+1.8,0,34,41,7,57,17,42,0,0,0,82,5,12,29.4,59,3.29,49,3,4,0,2,1,5,0.28,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
306,Albano Bizzarri,ar ARG,GK,Udinese,it Serie A,39,1977,32,32,2880,32.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,12,4,52,1.62,143,92,65.0,11,4,17,8,25.0,5,2,2,1,50.0,716,1093,65.5,24841,19064,58,58,100.0,261,267,97.8,394,763,51.6,0,0.0,0.0,0.0,1,7,0,0,0,1151,964,1148,4,0,0,1151,1,1,100.0,0,0.0,536,3402,2337,0,0,0,1,0,398,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,3,0,0,1,2,0,0,0,54,7,0,100.0,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,52,2,1,9,4,44.6,0.29,-3.4,-0.11,253,576,43.9,791,141,45.5,38.0,300,72.0,48.8,525,25,4.8,30,0.94,13.1,2017-2018
307,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,22,1995,22,22,1941,21.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0.0,2,1,0,1,3,3,16,1,31,1.44,86,55,67.4,10,4,8,4,18.2,4,3,0,1,0.0,507,819,61.9,16518,11951,22,22,100.0,277,281,98.6,208,507,41.0,0,0.0,0.0,0.0,0,12,0,0,1,878,780,872,6,0,0,878,0,0,,0,,461,2169,1333,0,0,0,1,0,464,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,0,3,0,0,0,0,22,6,0,100.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,31,3,0,4,0,26.2,0.28,-4.8,-0.22,137,415,33.0,660,76,45.6,38.8,151,75.5,55.2,325,6,1.8,20,0.93,13.8,2017-2018
308,Ludovic Blas,fr FRA,MF,Guingamp,fr Ligue 1,19,1997,31,17,1793,19.9,3,2,5,3,0,0,3,1,3.6,3.6,1.5,5.0,50,128,59,0.15,0.10,0.25,0.15,0.25,0.18,0.07,0.25,0.18,0.25,23,14,10,12,1,7,36,19.4,29,15,3,12,19,42,9,1,,,,,,,,,,,,,,,,829,975,85.0,14653,3717,377,413,91.3,316,355,89.0,102,142,71.8,2,1.5,1.2,+0.5,18,80,11,2,128,1162,15,151,737,299,36,1162,57,41,71.9,16,28.1,748,4778,2403,50,40,7,33,41,872,59,3,39,14,35.9,1.96,0.70,0.08,0.21,22.7,0,0,0,0.09,-0.6,-0.6,1,28,33,4,7,19,14,0,0,0,127,19,33,36.5,43,2.16,32,1,5,3,2,0,4,0.20,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
309,Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,de Bundesliga,29,1988,25,20,1652,18.4,5,2,7,2,3,3,2,0,3.7,1.4,2.1,3.5,24,68,132,0.27,0.11,0.38,0.11,0.22,0.20,0.11,0.32,0.07,0.19,39,23,19,11,9,16,33,48.5,17,33,0,33,10,49,34,0,,,,,,,,,,,,,,,,532,733,72.6,8697,2295,284,358,79.3,168,225,74.7,55,83,66.3,2,2.1,2.8,-0.1,29,55,14,3,68,957,30,134,481,359,53,954,36,14,38.9,22,61.1,573,2576,1069,24,21,8,45,37,706,132,5,26,10,38.5,1.42,0.54,0.08,0.20,22.8,1,3,3,0.05,+1.3,+0.6,0,26,23,12,20,10,23,1,0,0,110,25,55,31.3,61,3.33,51,0,2,2,5,1,7,0.38,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
310,Jérémy Blayac,fr FRA,FW,Strasbourg,fr Ligue 1,34,1983,25,7,917,10.2,3,1,4,3,0,0,2,0,4.7,4.7,1.7,6.5,8,25,129,0.29,0.10,0.39,0.29,0.39,0.46,0.17,0.64,0.46,0.64,5,3,0,3,2,2,9,22.2,7,7,2,5,1,6,11,0,,,,,,,,,,,,,,,,228,361,63.2,2896,554,135,204,66.2,65,95,68.4,6,12,50.0,1,1.7,1.4,-0.7,17,18,6,1,25,479,13,25,202,255,78,479,13,10,76.9,3,23.1,297,1214,277,8,4,6,39,20,415,129,3,33,9,27.3,3.24,0.88,0.09,0.33,13.1,0,0,0,0.14,-1.7,-1.7,0,8,23,16,9,1,3,1,0,0,36,93,58,61.6,36,3.53,30,0,0,2,4,0,3,0.29,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
311,Alexis Blin,fr FRA,MF,Toulouse,fr Ligue 1,20,1996,26,20,1886,21.0,1,3,4,1,0,0,5,0,0.8,0.8,1.4,2.1,8,98,28,0.05,0.14,0.19,0.05,0.19,0.04,0.07,0.10,0.04,0.10,57,37,23,30,4,22,69,31.9,47,27,6,21,31,88,31,0,,,,,,,,,,,,,,,,597,774,77.1,9623,3549,317,381,83.2,212,269,78.8,49,88,55.7,3,1.4,1.6,+1.6,7,91,7,4,98,967,39,184,623,171,21,967,13,8,61.5,5,38.5,534,2251,1023,8,21,2,17,21,556,28,1,11,3,27.3,0.52,0.14,0.09,0.33,16.3,0,0,0,0.07,+0.2,+0.2,0,31,37,0,15,31,37,1,1,0,129,33,36,47.8,28,1.34,23,0,0,1,2,2,5,0.24,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
312,Daley Blind,nl NED,"DF,MF",Manchester Utd,eng Premier League,27,1990,7,4,362,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,23,22,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,6,4,3,2,1,2,7,28.6,5,3,0,3,7,13,14,0,,,,,,,,,,,,,,,,220,274,80.3,3520,1332,120,132,90.9,74,92,80.4,22,43,51.2,0,0.2,0.6,-0.2,4,18,7,3,23,316,14,52,170,96,2,316,2,1,50.0,1,50.0,163,698,390,9,5,0,4,3,199,22,0,3,0,0.0,0.75,0.00,0.00,,21.2,0,0,0,0.03,-0.1,-0.1,0,4,4,0,26,7,4,0,0,0,23,8,6,57.1,14,3.48,10,2,0,0,1,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
313,Danny Blum,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,26,1991,2,0,29,0.3,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,1,3.10,0.00,3.10,3.10,3.10,1.65,0.00,1.65,1.65,1.65,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,7,11,63.6,84,16,4,4,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1,20,0,1,9,10,2,20,1,0,0.0,1,100.0,13,42,19,0,1,0,4,0,15,1,1,2,1,50.0,6.21,3.10,0.50,1.00,12.7,0,0,0,0.27,+0.5,+0.5,0,3,0,0,0,1,0,0,0,0,2,0,2,0.0,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
314,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,21,1996,25,10,1276,14.2,6,0,6,6,0,0,5,0,7.1,7.1,1.3,8.4,18,21,64,0.42,0.00,0.42,0.42,0.42,0.50,0.09,0.59,0.50,0.59,4,3,0,0,4,0,6,0.0,6,8,1,7,5,9,17,0,,,,,,,,,,,,,,,,143,228,62.7,1890,358,99,138,71.7,31,58,53.4,7,9,77.8,0,1.3,0.4,-1.3,7,18,7,0,21,384,14,50,165,177,57,384,24,15,62.5,9,37.5,207,1104,455,18,12,8,41,19,282,64,6,42,15,35.7,2.96,1.06,0.14,0.40,13.7,0,0,0,0.17,-1.1,-1.1,0,41,37,9,3,5,3,1,1,0,35,73,64,53.3,37,2.61,16,1,5,4,10,1,7,0.49,2,0,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
315,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,28,1988,19,19,1640,18.2,1,2,3,1,0,0,4,0,1.1,1.1,1.7,2.8,12,127,4,0.05,0.11,0.16,0.05,0.16,0.06,0.09,0.15,0.06,0.15,26,18,18,7,1,19,32,59.4,13,20,12,8,21,47,52,1,,,,,,,,,,,,,,,,1236,1445,85.5,28953,12627,258,274,94.2,711,758,93.8,264,391,67.5,2,1.7,2.9,+0.3,12,171,20,5,127,1585,100,687,807,99,15,1585,2,1,50.0,1,50.0,1051,4513,2841,12,29,1,4,1,1168,4,1,13,3,23.1,0.71,0.16,0.08,0.33,18.4,0,0,0,0.09,-0.1,-0.1,0,14,7,0,19,21,18,0,0,0,106,33,13,71.7,27,1.48,27,0,0,0,0,0,8,0.44,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
316,Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,de Bundesliga,30,1987,31,27,2357,26.2,6,1,7,6,0,0,4,0,4.7,4.7,1.4,6.1,29,143,107,0.23,0.04,0.27,0.23,0.27,0.18,0.05,0.23,0.18,0.23,34,22,10,22,2,11,36,30.6,25,29,6,23,23,57,43,1,,,,,,,,,,,,,,,,849,1119,75.9,14801,3773,400,491,81.5,333,400,83.3,90,149,60.4,1,1.4,1.8,-0.4,17,105,21,3,143,1393,39,166,927,315,64,1393,42,24,57.1,18,42.9,845,3319,1397,29,28,3,50,45,1006,107,6,46,16,34.8,1.76,0.61,0.13,0.38,17.1,1,0,0,0.10,+1.3,+1.3,0,72,95,14,17,23,22,0,1,0,142,62,78,44.3,58,2.21,45,0,2,4,4,3,7,0.27,4,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
317,Raúl Bobadilla,py PAR,"FW,MF",Gladbach,de Bundesliga,30,1987,13,5,449,5.0,0,0,0,0,0,0,2,0,1.9,1.9,0.4,2.3,8,6,54,0.00,0.00,0.00,0.00,0.00,0.39,0.08,0.47,0.39,0.47,7,6,1,3,3,4,8,50.0,4,6,0,6,0,7,1,0,,,,,,,,,,,,,,,,90,123,73.2,1105,167,58,72,80.6,20,24,83.3,3,6,50.0,0,0.4,0.7,-0.4,6,4,4,2,6,185,1,6,81,99,28,185,18,6,33.3,12,66.7,113,528,162,8,5,7,12,15,151,54,0,15,7,46.7,3.01,1.40,0.00,0.00,18.1,0,0,0,0.13,-1.9,-1.9,0,17,12,5,3,0,6,0,0,0,13,5,16,23.8,12,2.41,8,0,2,1,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
318,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,22,1995,7,2,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,3,1,0,3,0,1,6,16.7,5,0,0,0,2,5,3,0,,,,,,,,,,,,,,,,76,114,66.7,1300,369,38,50,76.0,28,40,70.0,8,18,44.4,0,0.1,0.1,-0.1,2,10,1,1,10,134,2,17,93,24,5,134,1,0,0.0,1,100.0,84,338,151,3,1,1,8,1,88,6,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,3,3,0,4,2,1,0,0,0,12,6,5,54.5,2,0.79,1,0,0,0,0,1,1,0.40,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
319,Mathieu Bodmer,fr FRA,"DF,MF",Amiens,fr Ligue 1,34,1982,13,3,396,4.4,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,3,30,3,0.23,0.00,0.23,0.23,0.23,0.16,0.07,0.23,0.16,0.23,6,3,5,1,0,5,6,83.3,1,6,3,3,1,7,15,0,,,,,,,,,,,,,,,,218,274,79.6,3647,1494,114,129,88.4,80,98,81.6,22,36,61.1,0,0.3,0.3,-0.3,6,21,5,0,30,309,17,107,165,40,10,309,0,0,,0,,161,735,446,3,0,1,2,2,225,3,1,7,1,14.3,1.59,0.23,0.14,1.00,17.7,0,0,0,0.10,+0.3,+0.3,0,10,3,0,1,1,3,0,0,0,23,7,11,38.9,9,2.05,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
320,Jeremie Boga,ci CIV,MF,Chelsea,eng Premier League,20,1997,1,1,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,4,100.0,33,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,2,3,0,5,0,0,,0,,4,7,2,0,0,0,1,0,5,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
321,Quentin Boisgard,fr FRA,MF,Toulouse,fr Ligue 1,20,1997,6,1,179,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,11,6,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,2,2,0,2,0,0,3,0.0,3,2,0,2,0,2,1,0,,,,,,,,,,,,,,,,55,87,63.2,732,238,33,43,76.7,13,22,59.1,4,7,57.1,0,0.1,0.1,-0.1,2,9,2,0,11,113,1,6,60,49,7,113,13,7,53.8,6,46.2,79,374,117,2,3,2,5,6,82,6,0,2,1,50.0,1.01,0.50,0.00,0.00,23.5,1,0,0,0.05,-0.1,-0.1,0,4,3,1,9,0,2,0,0,0,8,4,5,44.4,4,2.01,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
322,Yannick Bolasie,cd COD,FW,Everton,eng Premier League,28,1989,16,11,851,9.5,1,0,1,1,0,0,0,0,1.5,1.5,0.7,2.3,39,20,52,0.11,0.00,0.11,0.11,0.11,0.16,0.08,0.24,0.16,0.24,8,7,4,1,3,2,7,28.6,5,5,0,5,4,12,8,0,,,,,,,,,,,,,,,,143,269,53.2,2088,555,84,119,70.6,42,85,49.4,9,34,26.5,0,0.7,0.4,-0.7,4,8,8,5,20,391,5,49,130,221,25,391,36,17,47.2,19,52.8,257,1939,961,39,24,5,30,25,269,52,1,19,7,36.8,2.01,0.74,0.05,0.14,16.8,0,0,0,0.08,-0.5,-0.5,0,12,11,4,53,4,7,0,0,0,55,11,9,55.0,12,1.27,9,0,0,1,2,0,1,0.11,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
323,Deian Boldor,ro ROU,DF,Hellas Verona,it Serie A,22,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,3,2,3,0,0,2,3,66.7,1,5,2,3,3,6,11,0,,,,,,,,,,,,,,,,29,36,80.6,625,265,10,11,90.9,14,14,100.0,5,11,45.5,0,0.1,0.0,-0.1,1,3,0,0,4,58,15,41,17,0,0,58,0,0,,0,,17,99,50,1,0,0,0,0,27,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,0,3,2,0,0,0,3,3,2,60.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
324,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,27,1989,33,30,2541,28.2,8,2,10,8,0,0,3,0,4.1,4.1,3.4,7.5,96,164,186,0.28,0.07,0.35,0.28,0.35,0.14,0.12,0.26,0.14,0.26,31,20,7,19,5,9,45,20.0,36,31,6,25,33,64,17,0,,,,,,,,,,,,,,,,1287,1526,84.3,20705,4429,649,706,91.9,497,567,87.7,97,163,59.5,2,3.4,2.9,-1.4,46,108,29,5,164,1799,38,265,896,654,74,1799,51,34,66.7,17,33.3,1018,5921,3235,96,73,12,41,39,1368,186,8,63,29,46.0,2.23,1.03,0.13,0.28,20.2,1,0,0,0.07,+3.9,+3.9,0,18,47,2,78,33,20,0,0,0,171,28,33,45.9,107,3.79,71,12,8,6,9,1,8,0.28,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
325,Federico Bonazzoli,it ITA,"FW,DF",SPAL,it Serie A,20,1997,11,2,176,2.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,4,2,15,0.00,0.00,0.00,0.00,0.00,0.33,0.06,0.40,0.33,0.40,1,0,0,1,0,0,0,,0,3,0,3,0,1,0,0,,,,,,,,,,,,,,,,31,38,81.6,526,70,15,16,93.8,13,16,81.3,2,3,66.7,0,0.1,0.1,-0.1,1,2,0,0,2,64,0,5,32,28,8,64,6,3,50.0,3,50.0,48,199,71,4,2,4,6,3,55,15,0,9,2,22.2,4.60,1.02,0.00,0.00,20.2,0,0,0,0.07,-0.6,-0.6,0,6,7,0,1,0,0,0,0,0,3,0,6,0.0,6,3.07,1,1,2,0,2,0,1,0.51,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2017-2018
