rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
1,Ismael Aaneba,fr FRA,DF,Strasbourg,fr Ligue 1,21,1999,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,1,1,100.0,38,8,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,3,1,3,0,0,0,3,0,0,,0,,1,3,1,0,0,0,0,0,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
2,Patrick van Aanholt,nl NED,DF,Crystal Palace,eng Premier League,29,1990,22,20,1777,19.7,0,1,1,0,0,0,2,0,1.4,1.4,0.7,2.1,38,103,87,0.00,0.05,0.05,0.00,0.05,0.07,0.04,0.11,0.07,0.11,35,22,18,17,0,19,43,44.2,24,18,6,12,30,65,40,2,,,,,,,,,,,,,,,,906,1164,77.8,13287,5990,545,613,88.9,284,361,78.7,51,105,48.6,1,0.7,1.7,+0.3,11,71,20,4,103,1353,61,420,612,329,37,1353,22,10,45.5,12,54.5,728,3406,1622,38,29,9,24,6,800,87,0,18,5,27.8,0.91,0.25,0.00,0.00,21.1,3,0,0,0.08,-1.4,-1.4,0,11,3,3,40,30,22,0,0,0,136,11,13,45.8,30,1.52,27,2,1,0,0,0,3,0.15,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
3,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,32,1987,33,33,2889,32.1,3,0,3,3,0,0,4,1,1.9,1.9,0.3,2.2,18,99,3,0.09,0.00,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,59,37,36,23,0,26,42,61.9,16,34,15,19,61,120,132,0,,,,,,,,,,,,,,,,1506,1762,85.5,30174,12190,427,483,88.4,909,999,91.0,154,238,64.7,0,0.3,0.3,-0.3,4,76,1,0,99,2103,230,1160,920,38,23,2103,16,7,43.8,9,56.3,1255,6240,3618,18,5,1,14,12,1354,3,3,15,5,33.3,0.47,0.16,0.20,0.60,10.5,0,0,0,0.13,+1.1,+1.1,0,37,22,0,0,61,37,0,1,0,200,92,53,63.4,17,0.53,15,0,0,2,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
4,Sabit Abdulai,gh GHA,MF,Getafe,es La Liga,21,1999,3,0,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,7,14,50.0,140,10,2,5,40.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,1,0,1,19,0,2,11,6,0,19,2,1,50.0,1,50.0,11,21,11,0,1,0,1,0,10,2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,1,0,1,0,0,0,0,0,1,1,3,25.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
5,Mehdi Abeid,dz ALG,MF,Nantes,fr Ligue 1,27,1992,18,15,1320,14.7,0,0,0,0,0,0,5,0,1.0,1.0,0.8,1.8,32,65,16,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,34,19,16,14,4,15,30,50.0,15,9,2,7,20,54,10,0,,,,,,,,,,,,,,,,605,718,84.3,10646,2928,279,298,93.6,239,266,89.8,70,116,60.3,0,0.8,0.7,-0.8,12,64,7,4,65,852,23,184,541,149,10,852,27,19,70.4,8,29.6,532,2865,1352,32,23,3,23,10,561,16,0,20,0,0.0,1.36,0.00,0.00,,23.9,1,0,0,0.05,-1.0,-1.0,0,31,22,1,40,20,19,0,0,0,108,13,18,41.9,31,2.11,18,5,3,1,2,2,1,0.07,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
6,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,27,1993,38,32,2963,32.9,3,1,4,3,0,0,5,0,1.5,1.5,1.7,3.3,32,138,35,0.09,0.03,0.12,0.09,0.12,0.05,0.05,0.10,0.05,0.10,145,84,64,69,12,54,162,33.3,108,64,6,58,46,191,12,0,,,,,,,,,,,,,,,,1288,1564,82.4,22633,6551,591,661,89.4,524,596,87.9,145,224,64.7,1,1.7,1.4,-0.7,20,115,13,4,138,1940,31,486,1210,280,12,1940,37,29,78.4,8,21.6,1075,4705,2140,32,32,4,53,44,1288,35,3,29,10,34.5,0.88,0.30,0.10,0.30,26.8,0,0,0,0.05,+1.5,+1.5,0,44,37,0,26,46,84,1,0,0,231,9,17,34.6,59,1.79,45,0,3,6,4,1,9,0.27,6,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
7,Charles Abi,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,20,2000,24,9,912,10.1,3,2,5,3,0,0,1,0,2.1,2.1,0.3,2.4,13,21,48,0.30,0.20,0.49,0.30,0.49,0.21,0.03,0.24,0.21,0.24,8,2,5,0,3,3,12,25.0,9,6,2,4,4,12,5,0,,,,,,,,,,,,,,,,128,202,63.4,1703,317,81,111,73.0,27,44,61.4,9,17,52.9,2,0.3,0.3,+1.7,6,11,6,0,21,320,9,38,138,146,36,320,24,12,50.0,12,50.0,166,1056,424,13,15,2,33,20,242,48,3,19,4,21.1,1.87,0.39,0.16,0.75,12.5,0,0,0,0.11,+0.9,+0.9,0,18,7,7,3,4,2,0,0,0,26,37,59,38.5,14,1.38,11,0,2,0,1,0,3,0.30,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
8,Matthis Abline,fr FRA,FW,Rennes,fr Ligue 1,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,100.0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
9,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,fr Ligue 1,24,1995,14,14,1260,14.0,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,2,31,1,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,15,13,10,5,0,6,10,60.0,4,7,4,3,27,42,87,0,,,,,,,,,,,,,,,,521,681,76.5,11246,4984,159,187,85.0,262,307,85.3,93,169,55.0,0,0.1,0.1,-0.1,3,31,1,0,31,858,115,504,335,22,16,858,4,2,50.0,2,50.0,440,2357,1307,2,2,1,9,0,463,1,0,13,3,23.1,0.93,0.21,0.00,0.00,13.0,0,0,0,0.11,-1.4,-1.4,0,10,9,1,1,27,13,0,0,0,97,55,15,78.6,9,0.64,5,1,0,2,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
10,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,34,1986,14,14,1222,13.6,1,0,1,1,0,0,5,1,0.6,0.6,0.4,1.0,12,55,21,0.07,0.00,0.07,0.07,0.07,0.04,0.03,0.07,0.04,0.07,18,12,13,3,2,11,17,64.7,6,13,4,9,17,35,34,0,,,,,,,,,,,,,,,,558,678,82.3,10633,3990,214,239,89.5,280,325,86.2,60,95,63.2,0,0.4,0.5,-0.4,2,50,3,1,55,792,50,293,425,83,8,792,5,4,80.0,1,20.0,367,1776,1030,12,8,1,7,1,441,21,1,10,2,20.0,0.74,0.15,0.10,0.50,15.9,0,0,0,0.06,+0.4,+0.4,1,9,6,1,13,17,12,0,0,0,76,31,18,63.3,5,0.37,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
11,Tammy Abraham,eng ENG,FW,Chelsea,eng Premier League,22,1997,22,12,1040,11.6,6,1,7,6,0,0,0,0,5.9,5.9,0.7,6.6,12,11,66,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57,7,5,3,3,1,1,7,14.3,6,6,0,6,5,12,17,0,,,,,,,,,,,,,,,,149,211,70.6,1714,297,85,111,76.6,33,46,71.7,4,8,50.0,1,0.7,0.2,+0.3,9,14,1,0,11,358,20,35,171,154,61,358,18,6,33.3,12,66.7,154,694,266,12,5,8,33,7,239,66,6,32,13,40.6,2.77,1.13,0.19,0.46,10.7,0,0,0,0.18,+0.1,+0.1,0,22,12,4,6,5,5,1,0,0,28,38,28,57.6,17,1.47,9,0,2,4,2,0,2,0.17,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
12,Amir Abrashi,al ALB,"MF,DF",Freiburg,de Bundesliga,30,1990,5,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,0,0,,0,1,1,0,2,3,1,0,,,,,,,,,,,,,,,,18,23,78.3,258,20,11,14,78.6,4,5,80.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,0,30,3,12,14,4,0,30,0,0,,0,,18,102,47,1,2,1,1,1,16,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,4,0,0,0,2,1,0,0,0,6,1,2,33.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
13,Gennaro Acampora,it ITA,"MF,FW",Spezia,it Serie A,26,1994,14,2,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,15,28,19,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.06,0.07,6,4,1,4,1,2,7,28.6,5,4,1,3,4,10,4,0,,,,,,,,,,,,,,,,185,223,83.0,3437,574,79,86,91.9,83,100,83.0,19,27,70.4,0,0.0,0.2,0.0,1,20,2,0,28,282,8,39,147,102,4,282,16,10,62.5,6,37.5,187,1191,444,15,14,1,12,12,206,19,0,9,0,0.0,1.84,0.00,0.00,,25.8,1,0,0,0.03,-0.3,-0.3,0,10,12,1,7,4,4,0,0,0,31,3,5,37.5,8,1.63,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
14,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,32,1988,32,32,2813,31.3,0,1,1,0,0,0,9,1,1.1,1.1,1.0,2.1,41,141,46,0.00,0.03,0.03,0.00,0.03,0.03,0.03,0.07,0.03,0.07,51,32,34,13,4,18,40,45.0,22,24,15,9,76,127,121,2,,,,,,,,,,,,,,,,1854,2097,88.4,35641,11589,703,767,91.7,880,930,94.6,248,352,70.5,1,1.0,1.4,0.0,10,110,21,10,141,2430,309,1122,1136,191,22,2430,8,6,75.0,2,25.0,1410,8649,4938,41,42,2,21,10,1565,46,0,9,0,0.0,0.29,0.00,0.00,,13.1,0,0,0,0.12,-1.1,-1.1,1,31,24,2,32,76,32,0,0,0,227,62,25,71.3,31,0.99,26,1,0,2,0,2,5,0.16,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,de Bundesliga,22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,3,12,0.90,0.00,0.90,0.90,0.90,0.13,0.00,0.13,0.13,0.13,2,0,0,1,1,0,0,,0,1,0,1,1,3,1,0,,,,,,,,,,,,,,,,19,32,59.4,222,43,12,17,70.6,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,53,1,2,27,25,10,53,0,0,,0,,17,109,34,3,4,1,7,2,36,12,1,2,1,50.0,1.80,0.90,0.50,1.00,13.7,0,0,0,0.07,+0.9,+0.9,0,5,1,1,1,1,0,0,0,0,3,9,7,56.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,28,1991,30,26,2330,25.9,1,2,3,1,0,0,5,0,1.0,1.0,2.6,3.6,65,114,133,0.04,0.08,0.12,0.04,0.12,0.04,0.10,0.14,0.04,0.14,62,42,34,20,8,23,41,56.1,18,23,2,21,23,85,30,1,,,,,,,,,,,,,,,,1415,1767,80.1,24839,9704,675,730,92.5,542,639,84.8,159,310,51.3,2,2.6,2.9,-0.6,32,104,35,19,114,2019,61,661,878,502,30,2019,61,41,67.2,20,32.8,1103,5721,3242,65,50,12,40,29,1330,133,1,18,2,11.1,0.70,0.08,0.06,0.50,20.5,0,0,0,0.05,0.0,0.0,0,45,32,2,119,23,42,0,2,0,160,20,33,37.7,68,2.63,47,12,6,2,0,1,8,0.31,5,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
17,Che Adams,sct SCO,FW,Southampton,eng Premier League,24,1996,36,30,2667,29.6,9,5,14,9,0,0,1,0,9.8,9.8,5.0,14.8,32,57,149,0.30,0.17,0.47,0.30,0.47,0.33,0.17,0.50,0.33,0.50,25,16,4,15,6,6,17,35.3,11,20,2,18,4,29,19,1,,,,,,,,,,,,,,,,431,622,69.3,6240,1416,228,308,74.0,125,162,77.2,34,49,69.4,5,5.0,3.0,0.0,37,35,23,1,57,926,24,98,403,439,97,926,50,28,56.0,22,44.0,516,2336,900,32,28,13,88,44,713,149,9,55,31,56.4,1.86,1.05,0.16,0.29,13.8,0,0,0,0.18,-0.8,-0.8,0,30,55,19,6,4,16,0,0,0,84,53,133,28.5,68,2.29,50,0,2,7,9,0,7,0.24,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
18,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,21,1999,27,21,1850,20.6,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,27,113,70,0.05,0.05,0.10,0.05,0.10,0.07,0.04,0.11,0.07,0.11,35,24,12,15,8,17,31,54.8,14,22,5,17,29,64,30,0,,,,,,,,,,,,,,,,1173,1375,85.3,17415,5037,670,730,91.8,394,456,86.4,65,108,60.2,1,0.9,1.5,+0.1,14,97,24,3,113,1591,47,327,964,313,19,1591,26,15,57.7,11,42.3,901,4292,1941,27,31,3,37,14,1056,70,1,7,4,57.1,0.34,0.19,0.14,0.25,17.6,0,0,0,0.19,-0.3,-0.3,0,29,29,2,19,29,24,0,0,0,169,21,13,61.8,37,1.80,31,0,0,0,3,3,3,0.15,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,20,17,58,0.38,0.56,0.94,0.38,0.94,0.40,0.44,0.84,0.40,0.84,9,4,4,3,2,7,14,50.0,7,2,0,2,6,15,1,0,,,,,,,,,,,,,,,,103,156,66.0,1445,379,61,80,76.3,29,41,70.7,7,11,63.6,3,2.3,0.9,+0.7,11,5,7,2,17,226,2,20,63,146,38,226,7,3,42.9,4,57.1,151,1099,514,20,16,3,14,6,176,58,2,23,7,30.4,4.32,1.32,0.09,0.29,15.3,0,0,0,0.10,-0.1,-0.1,0,5,8,3,10,6,4,0,0,0,20,11,11,50.0,22,4.12,15,1,2,2,2,0,6,1.12,4,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
20,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,33,33,2953,32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,5,75,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,37,19,30,6,1,19,40,47.5,21,26,20,6,42,79,197,2,,,,,,,,,,,,,,,,1647,1918,85.9,33255,12650,484,551,87.8,949,1008,94.1,196,318,61.6,0,0.3,0.4,-0.3,5,71,5,0,75,2272,398,1310,900,67,35,2272,14,11,78.6,3,21.4,1337,5844,3132,5,5,0,12,5,1522,3,0,18,5,27.8,0.55,0.15,0.00,0.00,10.5,0,0,0,0.06,-1.1,-1.1,0,16,6,2,2,42,19,0,1,1,143,82,38,68.3,18,0.55,18,0,0,0,0,0,1,0.03,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,0,4,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,0.85,0.85,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,7,10,70.0,99,0,5,5,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,18,1,2,5,11,3,18,1,1,100.0,0,0.0,13,103,68,4,3,0,3,0,11,4,0,1,0,0.0,2.50,0.00,0.00,,17.1,0,0,0,0.34,-0.3,-0.3,0,1,0,0,2,0,0,0,0,0,2,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
22,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,35,25,2418,26.9,2,5,7,2,0,0,6,0,1.9,1.9,4.4,6.3,54,188,48,0.07,0.19,0.26,0.07,0.26,0.07,0.16,0.23,0.07,0.23,74,37,30,33,11,35,92,38.0,57,27,2,25,39,113,17,2,,,,,,,,,,,,,,,,1327,1631,81.4,24310,6907,569,643,88.5,548,642,85.4,167,251,66.5,5,4.4,3.0,+0.6,53,158,20,2,188,1920,40,348,1217,390,25,1920,79,50,63.3,29,36.7,1179,5988,3121,54,50,10,42,41,1422,48,2,24,9,37.5,0.89,0.33,0.08,0.22,20.0,1,0,0,0.08,+0.1,+0.1,0,39,37,0,53,39,37,0,0,0,172,27,27,50.0,104,3.87,78,10,8,2,3,3,10,0.37,7,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
23,Andrea Adorante,it ITA,FW,Parma,it Serie A,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,2,9,0,0,0,0,0,2,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
24,Adrián,es ESP,GK,Liverpool,eng Premier League,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,9,3.00,18,9,50.0,1,1,1,1,33.3,0,0,0,0,,78,100,78.0,1796,1138,24,24,100.0,33,34,97.1,20,40,50.0,0,0.0,0.0,0.0,0,0,0,0,0,110,99,110,0,0,0,110,0,0,,0,,52,259,79,0,0,0,0,0,47,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9,0,0,2,0,6.8,0.38,-2.2,-0.72,11,28,39.3,77,19,31.2,31.3,22,18.2,21.1,35,0,0.0,6,2.00,17.0,2020-2021
25,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,1996,26,16,1558,17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,11,39,36,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,32,18,17,12,3,17,33,51.5,16,9,3,6,27,59,36,0,,,,,,,,,,,,,,,,534,751,71.1,8856,4049,268,318,84.3,204,283,72.1,48,106,45.3,1,0.7,0.7,+0.3,12,39,15,10,39,888,41,314,418,164,9,888,6,2,33.3,4,66.7,380,1426,691,11,11,2,14,4,424,36,0,2,0,0.0,0.12,0.00,0.00,,15.7,0,0,0,0.07,-0.1,-0.1,0,23,23,1,32,27,18,0,0,0,81,19,22,46.3,28,1.62,16,9,0,0,3,0,3,0.17,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2020-2021
26,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,12,9,800,8.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,6,46,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,18,10,11,7,0,6,19,31.6,13,10,5,5,15,33,10,0,,,,,,,,,,,,,,,,434,487,89.1,7835,1942,191,205,93.2,187,205,91.2,47,59,79.7,0,0.1,0.3,-0.1,2,39,3,1,46,563,26,165,338,68,1,563,8,6,75.0,2,25.0,308,1391,569,6,6,1,9,8,368,7,0,2,0,0.0,0.23,0.00,0.00,,19.9,0,0,0,0.04,-0.1,-0.1,0,17,8,0,1,15,10,0,0,0,75,12,2,85.7,7,0.79,7,0,0,0,0,0,2,0.23,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
27,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,7,9,33,0.13,0.00,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14,20,9,10,9,1,10,18,55.6,8,14,3,11,12,32,18,0,,,,,,,,,,,,,,,,210,299,70.2,3068,1068,125,150,83.3,66,101,65.3,11,24,45.8,0,0.5,0.4,-0.5,3,10,3,2,9,409,21,152,180,80,7,409,11,5,45.5,6,54.5,160,841,345,7,4,1,21,7,191,33,1,4,1,25.0,0.51,0.13,0.25,1.00,19.3,0,0,0,0.15,+0.4,+0.4,0,5,26,1,12,12,9,0,0,0,45,13,11,54.2,8,1.03,4,1,1,0,2,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
