rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
235,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,25,1995,18,15,1106,12.3,3,3,6,3,0,0,2,0,1.5,1.5,3.1,4.6,61,22,87,0.24,0.24,0.49,0.24,0.49,0.12,0.25,0.37,0.12,0.37,5,4,2,2,1,3,5,60.0,2,4,0,4,6,11,7,0,,,,,,,,,,,,,,,,202,326,62.0,3200,869,112,146,76.7,66,115,57.4,15,35,42.9,3,3.1,2.5,-0.1,18,8,19,11,22,437,9,64,164,224,46,437,29,15,51.7,14,48.3,260,2179,1337,61,30,23,23,11,290,87,3,31,10,32.3,2.52,0.81,0.10,0.30,22.1,0,0,0,0.05,+1.5,+1.5,0,21,14,4,52,6,4,0,0,0,78,7,22,24.1,38,3.10,29,0,3,3,3,0,8,0.65,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
236,Timo Becker,de GER,DF,Schalke 04,de Bundesliga,23,1997,20,18,1640,18.2,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,21,44,48,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,34,23,28,6,0,16,25,64.0,9,18,4,14,22,56,58,0,,,,,,,,,,,,,,,,593,788,75.3,10248,3492,261,312,83.7,269,327,82.3,51,97,52.6,0,0.4,0.3,-0.4,3,28,8,4,44,991,93,459,405,140,10,991,29,15,51.7,14,48.3,485,2676,1300,21,20,1,26,14,562,48,0,5,1,20.0,0.27,0.05,0.00,0.00,19.7,0,0,0,0.05,-0.3,-0.3,0,9,9,0,23,22,23,0,0,0,93,19,25,43.2,10,0.55,6,1,1,0,2,0,2,0.11,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
237,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,24,1996,36,36,3100,34.4,1,1,2,1,0,0,5,1,0.7,0.7,0.6,1.3,13,76,3,0.03,0.03,0.06,0.03,0.06,0.02,0.02,0.04,0.02,0.04,37,19,25,11,1,25,49,51.0,24,44,27,17,84,121,132,0,,,,,,,,,,,,,,,,1734,2115,82.0,29051,11094,792,885,89.5,795,893,89.0,108,269,40.1,1,0.6,1.0,+0.4,5,77,3,0,76,2480,276,1277,1156,57,16,2480,6,5,83.3,1,16.7,1357,6240,3249,13,8,0,11,5,1516,3,1,10,5,50.0,0.29,0.15,0.10,0.20,10.6,0,0,0,0.07,+0.3,+0.3,0,30,13,0,0,84,19,0,1,1,205,95,53,64.2,21,0.61,16,1,0,4,0,0,2,0.06,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
238,Donny van de Beek,nl NED,"MF,FW",Manchester Utd,eng Premier League,23,1997,19,4,524,5.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,7,16,39,0.17,0.17,0.34,0.17,0.34,0.06,0.16,0.22,0.06,0.22,15,10,2,11,2,7,15,46.7,8,10,1,9,6,21,7,0,,,,,,,,,,,,,,,,237,275,86.2,3308,739,146,163,89.6,74,80,92.5,8,12,66.7,1,0.9,0.8,+0.1,3,12,1,0,16,345,12,58,184,106,24,345,11,8,72.7,3,27.3,183,637,272,7,6,0,11,8,243,39,1,2,1,50.0,0.34,0.17,0.50,1.00,18.4,0,0,0,0.18,+0.6,+0.6,0,5,6,0,0,6,10,1,0,0,38,2,5,28.6,12,2.05,10,0,1,0,1,0,2,0.34,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
239,Valon Behrami,ch SUI,MF,Genoa,it Serie A,35,1985,26,8,892,9.9,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.6,5,23,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,21,9,9,10,2,9,26,34.6,17,13,5,8,9,30,13,0,,,,,,,,,,,,,,,,162,218,74.3,2214,875,90,114,78.9,51,66,77.3,8,14,57.1,0,0.1,0.1,-0.1,2,16,2,1,23,310,20,82,169,63,6,310,3,1,33.3,2,66.7,130,553,270,5,4,2,7,2,148,16,0,4,1,25.0,0.40,0.10,0.00,0.00,14.5,0,0,0,0.12,-0.5,-0.5,1,28,21,0,3,9,9,1,0,0,41,12,18,40.0,7,0.71,5,0,0,1,1,0,1,0.10,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
240,Brian Behrendt,de GER,DF,Arminia,de Bundesliga,28,1991,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,38,58,65.5,794,301,13,17,76.5,19,28,67.9,6,10,60.0,0,0.0,0.0,0.0,0,4,0,0,2,61,2,12,40,9,0,61,0,0,,0,,24,71,36,0,0,0,0,0,32,2,0,2,0,0.0,2.28,0.00,0.00,,30.9,0,0,0,0.02,0.0,0.0,0,1,0,0,1,0,0,0,0,0,6,2,3,40.0,1,1.13,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
241,Maximilian Beier,de GER,"FW,DF",Hoffenheim,de Bundesliga,17,2002,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
242,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,28,1992,14,7,596,6.6,0,1,1,0,0,0,0,0,1.5,1.5,0.9,2.4,9,8,54,0.00,0.15,0.15,0.00,0.15,0.23,0.13,0.36,0.23,0.36,3,2,0,0,3,0,2,0.0,2,1,0,1,1,4,3,0,,,,,,,,,,,,,,,,104,149,69.8,1249,266,62,75,82.7,26,42,61.9,3,5,60.0,1,0.9,1.4,+0.1,7,6,3,0,8,209,5,13,84,116,35,209,26,14,53.8,12,46.2,125,559,218,9,5,4,23,13,167,54,0,12,3,25.0,1.81,0.45,0.00,0.00,12.0,0,0,0,0.13,-1.5,-1.5,0,12,9,5,3,1,2,0,0,0,13,5,9,35.7,20,3.02,15,0,0,2,3,0,1,0.15,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
243,Erwan Belhadji,fr FRA,MF,Dijon,fr Ligue 1,19,2001,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,1,1,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,3,0,3,0,0,3,5,60.0,2,1,0,1,0,3,0,0,,,,,,,,,,,,,,,,7,8,87.5,104,30,5,5,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,1,15,2,9,4,2,1,15,1,1,100.0,0,0.0,10,57,30,2,0,1,1,0,7,1,0,1,0,0.0,3.00,0.00,0.00,,23.7,0,0,0,0.03,0.0,0.0,0,0,1,0,0,0,0,0,0,0,5,0,0,,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
244,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,26,1994,35,33,2727,30.3,0,0,0,0,0,0,7,1,0.2,0.2,0.9,1.1,21,127,32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,69,39,32,28,9,31,66,47.0,35,26,5,21,57,126,34,0,,,,,,,,,,,,,,,,1237,1421,87.1,22256,6504,519,568,91.4,570,631,90.3,126,163,77.3,0,0.9,1.1,-0.9,11,114,9,0,127,1692,91,523,951,234,14,1692,34,23,67.6,11,32.4,1018,4842,2176,21,17,3,36,24,1137,32,0,6,0,0.0,0.20,0.00,0.00,,26.3,0,0,0,0.03,-0.2,-0.2,0,38,33,0,11,57,39,0,1,0,182,23,34,40.4,36,1.19,31,1,1,0,3,0,4,0.13,2,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
245,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,28,1991,16,16,1266,14.1,1,1,2,1,0,0,6,0,0.5,0.5,0.8,1.3,1,25,3,0.07,0.07,0.14,0.07,0.14,0.04,0.06,0.09,0.04,0.09,24,18,15,9,0,14,23,60.9,9,19,11,8,27,51,76,1,,,,,,,,,,,,,,,,438,594,73.7,7986,3489,167,207,80.7,225,273,82.4,42,98,42.9,1,0.8,0.7,+0.2,3,17,3,0,25,756,99,442,291,27,16,756,0,0,,0,,305,1598,884,1,1,0,5,2,315,3,1,8,2,25.0,0.57,0.14,0.13,0.50,14.0,0,0,0,0.07,+0.5,+0.5,0,27,7,2,2,27,18,0,0,0,94,68,23,74.7,10,0.71,8,1,0,0,0,1,2,0.14,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
246,Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,30,1990,22,7,798,8.9,0,0,0,0,0,0,2,0,1.8,1.8,2.6,4.4,42,25,109,0.00,0.00,0.00,0.00,0.00,0.20,0.29,0.50,0.20,0.50,12,10,3,4,5,4,17,23.5,13,12,0,12,12,24,4,0,,,,,,,,,,,,,,,,291,410,71.0,4146,1134,171,203,84.2,87,125,69.6,19,40,47.5,0,2.6,2.4,-2.6,16,17,14,8,25,530,5,68,196,275,51,530,43,26,60.5,17,39.5,327,2034,1062,42,27,18,22,17,397,109,0,28,8,28.6,3.16,0.90,0.00,0.00,17.7,0,0,0,0.06,-1.8,-1.8,0,23,6,9,58,12,10,0,0,0,52,2,3,40.0,35,3.95,25,0,6,4,0,0,1,0.11,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
247,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22,1998,36,25,2086,23.2,1,1,2,1,0,0,3,0,2.1,2.1,2.5,4.6,64,68,97,0.04,0.04,0.09,0.04,0.09,0.09,0.11,0.20,0.09,0.20,56,39,22,25,9,14,23,60.9,9,20,2,18,19,75,16,0,,,,,,,,,,,,,,,,618,806,76.7,11359,2057,267,318,84.0,263,315,83.5,72,110,65.5,1,2.5,3.1,-1.5,19,41,16,7,68,1091,22,161,560,389,54,1091,78,45,57.7,33,42.3,651,4827,2019,64,40,19,72,38,743,97,1,23,5,21.7,0.99,0.22,0.04,0.20,17.9,0,0,0,0.09,-1.1,-1.1,0,32,47,0,68,19,39,3,0,0,110,23,44,34.3,45,1.94,28,4,5,3,5,0,9,0.39,5,0,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
248,Héctor Bellerín,es ESP,"DF,MF",Arsenal,eng Premier League,25,1995,25,24,2089,23.2,1,2,3,1,0,0,8,0,0.8,0.8,2.4,3.2,46,108,142,0.04,0.09,0.13,0.04,0.13,0.03,0.10,0.14,0.03,0.14,29,19,14,12,3,12,41,29.3,29,26,8,18,33,62,33,0,,,,,,,,,,,,,,,,1080,1324,81.6,15904,4280,603,676,89.2,416,497,83.7,31,54,57.4,2,2.4,2.6,-0.4,20,69,26,9,108,1527,55,394,658,482,47,1527,25,12,48.0,13,52.0,810,3777,2176,46,32,9,24,5,961,142,1,15,5,33.3,0.65,0.22,0.07,0.20,20.3,0,0,0,0.05,+0.2,+0.2,0,21,7,1,54,33,19,1,0,0,91,31,30,50.8,46,1.98,43,0,0,2,1,0,7,0.30,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
249,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17,2003,29,19,1697,18.9,1,3,4,1,0,0,6,1,2.5,2.5,3.2,5.8,28,93,80,0.05,0.16,0.21,0.05,0.21,0.13,0.17,0.31,0.13,0.31,49,31,11,29,9,19,46,41.3,27,37,5,32,24,73,13,0,,,,,,,,,,,,,,,,866,1049,82.6,14258,3234,413,478,86.4,338,380,88.9,74,101,73.3,3,3.2,3.4,-0.2,14,74,22,1,93,1299,20,195,730,384,52,1299,47,28,59.6,19,40.4,736,3119,1352,28,35,6,44,31,981,80,1,33,8,24.2,1.75,0.42,0.03,0.13,19.8,0,0,0,0.08,-1.5,-1.5,1,40,52,1,20,24,31,0,1,0,117,26,26,50.0,39,2.07,33,0,1,1,3,1,7,0.37,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
250,Andrea Belotti,it ITA,FW,Torino,it Serie A,26,1993,35,33,2888,32.1,13,6,19,9,4,5,4,0,13.7,9.8,7.0,16.8,81,64,214,0.41,0.19,0.59,0.28,0.47,0.43,0.22,0.65,0.30,0.52,30,18,4,16,10,11,35,31.4,24,27,4,23,12,42,21,0,,,,,,,,,,,,,,,,481,716,67.2,7066,1518,272,347,78.4,137,198,69.2,39,58,67.2,6,7.0,4.2,-1.0,37,36,32,4,64,1142,26,80,542,544,147,1137,81,47,58.0,33,40.7,688,4414,2270,81,71,27,107,41,890,214,13,102,35,34.3,3.18,1.09,0.09,0.26,17.7,8,4,5,0.10,-0.7,-0.8,0,58,135,21,25,12,18,3,1,0,87,81,111,42.2,123,3.83,56,2,14,17,31,3,16,0.50,6,0,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2020-2021
251,Fran Beltrán,es ESP,"MF,FW",Celta Vigo,es La Liga,21,1999,32,13,1399,15.5,3,0,3,3,0,0,3,0,1.2,1.2,0.3,1.4,8,55,21,0.19,0.00,0.19,0.19,0.19,0.08,0.02,0.09,0.08,0.09,30,22,15,12,3,8,24,33.3,16,14,1,13,16,46,24,0,,,,,,,,,,,,,,,,697,773,90.2,11826,2839,317,347,91.4,284,303,93.7,69,80,86.3,0,0.3,0.5,-0.3,4,57,9,1,55,921,40,246,515,162,7,921,11,9,81.8,2,18.2,569,2585,1016,8,16,1,18,13,637,21,3,19,7,36.8,1.22,0.45,0.16,0.43,22.2,0,0,0,0.06,+1.8,+1.8,0,16,10,0,6,16,22,0,0,0,107,4,21,16.0,20,1.29,17,1,1,1,0,0,1,0.06,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
252,Sami Ben Amar,ma MAR,MF,Nîmes,fr Ligue 1,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,2,4,50.0,28,24,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,6,0,0,3,3,0,6,0,0,,0,,3,11,6,0,0,0,1,0,4,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
253,Hatem Ben Arfa,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,33,1987,24,19,1703,18.9,2,4,6,2,0,0,2,0,2.3,2.3,3.8,6.1,81,87,131,0.11,0.21,0.32,0.11,0.32,0.12,0.20,0.32,0.12,0.32,11,7,1,7,3,2,9,22.2,7,3,0,3,2,13,0,0,,,,,,,,,,,,,,,,719,894,80.4,11319,2908,390,438,89.0,222,265,83.8,63,120,52.5,4,3.8,4.0,+0.2,31,60,21,4,87,1086,0,69,574,470,47,1086,120,76,63.3,44,36.7,724,5615,2792,81,72,25,58,58,836,131,2,33,11,33.3,1.74,0.58,0.06,0.18,21.6,5,0,0,0.07,-0.3,-0.3,0,20,35,5,80,2,7,1,0,0,66,4,9,30.8,81,4.28,37,21,13,5,4,1,8,0.42,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
254,Salim Ben Seghir,fr FRA,DF,Nice,fr Ligue 1,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,7,7,100.0,111,54,3,3,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,2,9,0,1,4,4,0,9,1,0,0.0,1,100.0,5,19,6,0,0,0,0,0,6,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
255,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,29,1990,37,32,2607,29.0,20,7,27,10,10,12,3,0,19.6,10.2,6.7,16.9,61,109,226,0.69,0.24,0.93,0.35,0.59,0.68,0.23,0.91,0.35,0.58,18,9,2,10,6,3,13,23.1,10,16,0,16,13,31,3,0,,,,,,,,,,,,,,,,651,893,72.9,9062,1824,377,491,76.8,190,243,78.2,35,53,66.0,7,6.7,5.2,+0.3,41,57,38,3,109,1167,5,61,504,616,169,1155,59,30,50.8,29,49.2,644,3184,1596,61,38,34,70,43,866,226,20,68,21,30.9,2.35,0.72,0.15,0.48,17.7,7,10,12,0.15,+0.4,-0.2,0,12,39,18,17,13,9,2,0,0,87,40,72,35.7,95,3.28,70,0,9,10,5,1,16,0.55,12,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
256,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,28,1992,18,15,1214,13.5,0,1,1,0,0,0,2,0,0.6,0.6,1.2,1.8,24,67,48,0.00,0.07,0.07,0.00,0.07,0.04,0.09,0.13,0.04,0.13,19,11,10,9,0,11,38,28.9,27,15,2,13,6,25,15,0,,,,,,,,,,,,,,,,662,788,84.0,10717,3005,323,363,89.0,267,300,89.0,48,74,64.9,1,1.2,1.3,-0.2,14,55,10,1,67,899,40,241,488,178,28,899,20,9,45.0,11,55.0,512,2501,1091,24,20,5,22,11,638,48,0,10,4,40.0,0.74,0.30,0.00,0.00,17.9,0,0,0,0.06,-0.6,-0.6,0,12,16,1,28,6,11,0,0,0,94,10,4,71.4,31,2.30,22,4,2,0,2,1,1,0.07,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
257,Samy Benchamma,fr FRA,"DF,MF",Montpellier,fr Ligue 1,20,2000,5,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,27,1,8,14,5,0,27,1,0,0.0,1,100.0,13,57,25,0,0,0,0,0,15,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,3,1,0,0,0,1,0,0,0,2,0,0,,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
258,Lars Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,14,12,936,10.4,1,2,3,0,1,1,2,0,1.7,0.9,0.6,1.5,15,55,31,0.10,0.19,0.29,0.00,0.19,0.16,0.06,0.22,0.08,0.14,19,13,12,6,1,9,21,42.9,12,19,5,14,16,35,19,0,,,,,,,,,,,,,,,,600,725,82.8,10319,3425,281,316,88.9,239,280,85.4,65,83,78.3,2,0.6,1.0,+1.4,7,44,12,4,55,837,32,218,476,146,17,836,8,5,62.5,3,37.5,386,1829,835,15,13,0,12,3,508,31,1,8,0,0.0,0.77,0.00,0.00,,17.6,0,1,1,0.11,-0.7,-0.9,0,11,13,0,12,16,13,0,0,0,65,14,13,51.9,17,1.63,17,0,0,0,0,0,4,0.38,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
259,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,18,14,1170,13.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,42,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,17,9,8,8,1,7,20,35.0,13,20,9,11,21,38,41,1,,,,,,,,,,,,,,,,916,1020,89.8,17906,5459,247,274,90.1,576,616,93.5,81,112,72.3,0,0.2,0.5,-0.2,5,27,2,1,42,1140,90,546,575,21,11,1140,4,2,50.0,2,50.0,647,3019,1394,1,1,0,8,3,825,2,0,3,1,33.3,0.23,0.08,0.00,0.00,10.9,0,0,0,0.06,-0.2,-0.2,0,11,6,1,1,21,9,0,0,0,69,33,30,52.4,12,0.92,11,0,0,1,0,0,2,0.15,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
260,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30,1990,32,19,1579,17.5,5,3,8,4,1,1,3,2,7.6,6.8,1.8,8.6,15,22,96,0.28,0.17,0.46,0.23,0.40,0.43,0.10,0.53,0.39,0.49,6,4,1,4,1,5,13,38.5,8,9,2,7,3,9,17,0,,,,,,,,,,,,,,,,240,360,66.7,3372,425,137,178,77.0,57,90,63.3,19,38,50.0,3,1.8,1.7,+1.2,12,16,7,1,22,516,19,43,257,219,60,515,17,11,64.7,6,35.3,303,1235,376,15,10,6,41,22,387,96,5,37,14,37.8,2.11,0.80,0.11,0.29,15.4,0,1,1,0.18,-2.6,-2.8,1,19,19,12,11,3,4,0,0,0,31,25,60,29.4,30,1.71,22,0,2,3,3,0,7,0.40,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
261,László Bénes,sk SVK,MF,Augsburg,de Bundesliga,22,1997,12,9,660,7.3,1,1,2,1,0,0,3,0,0.5,0.5,0.9,1.3,7,19,20,0.14,0.14,0.27,0.14,0.27,0.07,0.12,0.18,0.07,0.18,8,6,4,4,0,2,8,25.0,6,6,2,4,7,15,1,1,,,,,,,,,,,,,,,,166,265,62.6,2556,888,88,113,77.9,50,77,64.9,17,47,36.2,1,0.9,0.7,+0.1,10,13,4,1,19,319,9,59,171,95,8,319,5,2,40.0,3,60.0,148,506,218,7,5,2,14,6,191,20,1,8,3,37.5,1.09,0.41,0.13,0.33,20.8,1,0,0,0.06,+0.5,+0.5,0,12,17,0,34,7,6,0,0,0,37,9,11,45.0,26,3.55,12,8,1,1,4,0,1,0.14,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021
