rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
293,Ludovic Blas,fr FRA,"MF,FW",Guingamp,fr Ligue 1,20,1997,34,27,2372,26.4,1,6,7,0,1,1,5,0,3.3,2.5,3.2,5.7,58,140,81,0.04,0.23,0.27,0.00,0.23,0.13,0.12,0.25,0.10,0.22,62,38,22,32,8,20,43,46.5,23,44,7,37,26,88,14,0,,,,,,,,,,,,,,,,708,930,76.1,13280,3526,307,370,83.0,291,358,81.3,96,146,65.8,6,3.2,2.5,+2.8,22,112,18,2,140,1277,20,183,759,367,47,1276,86,57,66.3,29,33.7,682,4740,2142,58,61,11,59,61,776,81,1,41,8,19.5,1.56,0.30,0.00,0.00,23.2,0,1,1,0.06,-2.3,-2.5,0,38,35,2,20,26,38,0,0,0,158,42,76,35.6,56,2.12,44,0,4,4,2,2,10,0.38,9,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
294,Pablo de Blasis,ar ARG,"DF,MF",Eibar,es La Liga,30,1988,24,16,1520,16.9,2,0,2,2,0,0,2,1,0.9,0.9,2.4,3.3,36,79,86,0.12,0.00,0.12,0.12,0.12,0.05,0.14,0.20,0.05,0.20,32,19,17,8,7,12,32,37.5,20,18,0,18,13,45,20,0,,,,,,,,,,,,,,,,550,803,68.5,8961,3616,287,341,84.2,181,253,71.5,55,146,37.7,0,2.4,1.7,-2.4,22,66,30,15,79,956,27,154,450,365,24,956,18,8,44.4,10,55.6,472,2405,1249,36,26,4,32,16,574,86,2,12,8,66.7,0.71,0.47,0.17,0.25,19.4,0,0,0,0.07,+1.1,+1.1,0,18,11,0,65,13,19,0,0,0,99,27,32,45.8,46,2.72,40,3,1,0,1,1,1,0.06,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
295,Pablo de Blasis,ar ARG,FW,Mainz 05,de Bundesliga,30,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,2,0,0,1,1,2,3,66.7,1,0,0,0,1,3,0,0,,,,,,,,,,,,,,,,18,33,54.5,302,97,12,14,85.7,3,8,37.5,3,5,60.0,0,0.1,0.1,-0.1,1,2,1,1,3,46,0,5,22,19,1,46,5,0,0.0,5,100.0,21,104,49,1,2,0,1,0,32,3,0,1,0,0.0,1.00,0.00,0.00,,9.8,0,0,0,0.05,0.0,0.0,0,1,0,1,4,1,0,0,0,0,4,2,2,50.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
296,Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,21,1996,27,25,1990,22.1,1,1,2,1,0,0,4,0,0.4,0.4,0.3,0.7,8,93,20,0.05,0.05,0.09,0.05,0.09,0.02,0.01,0.03,0.02,0.03,77,45,33,36,8,35,89,39.3,54,39,14,25,33,110,48,1,,,,,,,,,,,,,,,,759,941,80.7,11825,3854,396,455,87.0,281,338,83.1,48,75,64.0,1,0.3,0.6,+0.7,7,81,6,2,93,1214,55,276,811,136,9,1214,9,5,55.6,4,44.4,508,2090,934,8,8,0,30,18,659,20,1,7,1,14.3,0.32,0.05,0.14,1.00,19.4,0,0,0,0.06,+0.6,+0.6,0,30,33,1,4,33,45,0,1,0,162,48,49,49.5,25,1.13,22,0,0,0,1,2,2,0.09,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
297,Danny Blum,de GER,MF,Eint Frankfurt,de Bundesliga,27,1991,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,1,1,100.0,15,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,6,4,5,0,1,0,6,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
298,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,22,1996,16,7,699,7.8,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.2,9,3,38,0.13,0.00,0.13,0.13,0.13,0.15,0.01,0.16,0.15,0.16,4,3,0,0,4,0,3,0.0,3,5,0,5,1,5,7,0,,,,,,,,,,,,,,,,66,105,62.9,797,114,48,67,71.6,9,21,42.9,3,6,50.0,0,0.1,0.1,-0.1,2,5,0,0,3,171,8,11,62,98,31,171,7,4,57.1,3,42.9,104,498,188,9,1,6,16,12,143,38,1,18,3,16.7,2.32,0.39,0.06,0.33,14.5,0,0,0,0.06,-0.2,-0.2,0,14,19,9,3,1,3,0,0,0,12,28,24,53.8,18,2.32,8,0,1,3,5,1,3,0.39,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
299,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,20,19,1693,18.8,0,2,2,0,0,0,1,0,0.6,0.6,1.0,1.7,10,168,2,0.00,0.11,0.11,0.00,0.11,0.03,0.05,0.09,0.03,0.09,21,15,12,9,0,10,22,45.5,12,8,3,5,25,46,49,0,,,,,,,,,,,,,,,,1426,1616,88.2,31298,10937,361,389,92.8,818,874,93.6,240,328,73.2,2,1.0,2.0,+1.0,11,166,16,1,168,1749,87,572,1098,91,11,1749,1,1,100.0,0,0.0,1106,5105,3021,10,18,0,5,0,1363,2,0,14,3,21.4,0.74,0.16,0.00,0.00,21.7,0,0,0,0.04,-0.6,-0.6,0,15,9,0,7,25,15,0,2,0,132,30,6,83.3,30,1.59,27,0,1,2,0,0,5,0.27,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
300,Kevin-Prince Boateng,gh GHA,FW,Sassuolo,it Serie A,31,1987,13,11,938,10.4,4,1,5,2,2,2,1,0,3.8,2.3,0.8,3.1,7,24,62,0.38,0.10,0.48,0.19,0.29,0.37,0.08,0.45,0.22,0.30,5,4,0,4,1,1,4,25.0,3,7,3,4,3,8,13,0,,,,,,,,,,,,,,,,249,315,79.0,3728,480,146,172,84.9,75,90,83.3,15,23,65.2,1,0.8,0.7,+0.2,16,16,5,0,24,418,13,26,214,178,38,416,4,0,0.0,4,100.0,237,778,249,7,4,2,26,14,333,62,4,27,10,37.0,2.59,0.96,0.07,0.20,20.4,0,2,2,0.08,+0.2,-0.3,0,25,27,8,4,3,4,0,0,0,24,20,36,35.7,29,2.78,26,0,0,1,2,0,4,0.38,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2018-2019
301,Kevin-Prince Boateng,gh GHA,FW,Barcelona,es La Liga,31,1987,3,3,239,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,0,2,17,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,3,2,0,1,2,0,1,0.0,1,1,0,1,1,4,4,0,,,,,,,,,,,,,,,,46,61,75.4,563,63,32,39,82.1,8,11,72.7,2,3,66.7,0,0.1,0.1,-0.1,2,1,0,0,2,86,3,5,41,40,7,86,1,0,0.0,1,100.0,62,175,36,0,0,0,9,10,72,17,0,3,1,33.3,1.13,0.38,0.00,0.00,20.0,0,0,0,0.05,-0.2,-0.2,0,3,9,3,0,1,2,0,0,0,5,3,6,33.3,3,1.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
302,Antonin Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,30,24,2153,23.9,7,2,9,7,0,0,2,0,1.9,1.9,2.4,4.3,41,94,45,0.29,0.08,0.38,0.29,0.38,0.08,0.10,0.18,0.08,0.18,34,16,17,12,5,16,58,27.6,42,15,3,12,15,49,13,0,,,,,,,,,,,,,,,,705,879,80.2,11418,3390,369,418,88.3,227,269,84.4,74,127,58.3,2,2.4,2.3,-0.4,27,78,7,1,94,1081,20,184,605,306,23,1081,33,17,51.5,16,48.5,587,3396,1756,41,31,10,29,25,676,45,7,36,11,30.6,1.50,0.46,0.19,0.64,23.3,5,0,0,0.05,+5.1,+5.1,0,35,11,0,49,15,16,0,0,0,128,17,38,30.9,65,2.72,43,10,3,7,1,1,4,0.17,0,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
303,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,23,1995,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,13,69.2,114,37,6,7,85.7,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,4,0,0,2,13,0,0,13,0,0,13,0,0,,0,,9,9,3,0,0,0,0,0,7,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
304,Mathieu Bodmer,fr FRA,"MF,FW",Amiens,fr Ligue 1,35,1982,26,10,1073,11.9,1,0,1,1,0,0,1,0,0.9,0.9,1.0,1.9,7,76,50,0.08,0.00,0.08,0.08,0.08,0.08,0.09,0.16,0.08,0.16,15,11,3,11,1,3,10,30.0,7,3,0,3,2,17,10,0,,,,,,,,,,,,,,,,441,638,69.1,7047,2096,245,323,75.9,144,210,68.6,39,58,67.2,0,1.0,1.2,-1.0,15,63,10,1,76,724,13,83,476,175,29,724,7,4,57.1,3,42.9,373,1507,776,7,11,2,24,15,593,50,1,13,5,38.5,1.09,0.42,0.08,0.20,18.3,0,0,0,0.07,+0.1,+0.1,0,12,13,1,3,2,11,0,0,0,42,40,44,47.6,28,2.35,24,0,0,1,2,1,2,0.17,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
305,Adam Bodzek,de GER,"MF,DF",Düsseldorf,de Bundesliga,32,1985,21,20,1596,17.7,0,1,1,0,0,0,5,1,0.1,0.1,1.1,1.2,4,57,3,0.00,0.06,0.06,0.00,0.06,0.00,0.06,0.07,0.00,0.07,44,27,27,16,1,17,43,39.5,26,15,6,9,26,70,39,0,,,,,,,,,,,,,,,,579,690,83.9,11314,4028,222,252,88.1,230,258,89.1,100,135,74.1,1,1.1,0.7,-0.1,8,43,4,0,57,840,71,343,469,33,4,840,3,2,66.7,1,33.3,375,1536,768,4,2,2,7,7,515,3,0,2,0,0.0,0.11,0.00,0.00,,25.0,0,0,0,0.04,-0.1,-0.1,0,32,41,0,0,26,27,0,2,0,63,34,21,61.8,26,1.47,19,2,0,0,3,2,3,0.17,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
306,Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,24,1994,30,25,2127,23.6,4,7,11,4,0,0,8,0,2.6,2.6,4.9,7.5,45,117,126,0.17,0.30,0.47,0.17,0.47,0.11,0.21,0.32,0.11,0.32,51,32,21,25,5,16,44,36.4,28,59,2,57,37,88,13,0,,,,,,,,,,,,,,,,652,869,75.0,10884,2879,344,421,81.7,214,281,76.2,75,103,72.8,7,4.9,3.6,+2.1,31,71,27,2,117,1210,16,172,579,466,52,1210,56,32,57.1,24,42.9,673,3169,1496,45,29,12,57,38,747,126,4,46,12,26.1,1.95,0.51,0.09,0.33,21.9,1,0,0,0.06,+1.4,+1.4,0,52,47,3,22,37,32,0,0,0,131,23,32,41.8,83,3.51,63,0,6,4,8,2,11,0.47,10,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
307,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,17,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,4,25.0,8,8,1,2,50.0,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,,0,,1,0,0,0,0,0,0,0,2,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
308,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,it Serie A,21,1997,25,14,1443,16.0,3,1,4,3,0,0,0,0,3.4,3.4,0.8,4.2,79,29,105,0.19,0.06,0.25,0.19,0.25,0.21,0.05,0.26,0.21,0.26,7,4,5,1,1,4,14,28.6,10,19,0,19,2,9,4,0,,,,,,,,,,,,,,,,402,479,83.9,5012,777,282,310,91.0,87,109,79.8,11,16,68.8,1,0.8,0.8,+0.2,15,20,12,0,29,679,6,87,286,325,60,679,124,82,66.1,42,33.9,533,4548,2469,79,47,34,37,24,536,105,3,27,8,29.6,1.68,0.50,0.11,0.38,17.5,1,0,0,0.13,-0.4,-0.4,0,8,29,7,16,2,4,0,0,0,70,2,11,15.4,41,2.56,24,0,9,3,5,0,4,0.25,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
309,Willy Boly,ci CIV,DF,Wolves,eng Premier League,27,1991,36,36,3167,35.2,4,0,4,4,0,0,2,1,3.6,3.6,2.1,5.6,29,136,12,0.11,0.00,0.11,0.11,0.11,0.10,0.06,0.16,0.10,0.16,85,52,49,34,2,34,56,60.7,22,55,32,23,72,157,177,6,,,,,,,,,,,,,,,,1392,1725,80.7,23974,9658,645,713,90.5,589,679,86.7,127,257,49.4,0,2.1,0.7,-2.1,11,107,5,0,136,2168,212,912,1206,67,33,2168,16,13,81.3,3,18.8,1090,5841,3475,29,18,2,11,15,1269,12,4,24,6,25.0,0.68,0.17,0.17,0.67,11.0,0,0,0,0.15,+0.4,+0.4,0,29,14,3,0,72,52,0,0,0,213,136,62,68.7,29,0.82,25,0,0,3,0,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
310,Léo Bonatini,br BRA,FW,Wolves,eng Premier League,24,1994,7,0,135,1.5,0,1,1,0,0,0,0,0,1.3,1.3,0.1,1.4,1,8,15,0.00,0.67,0.67,0.00,0.67,0.85,0.09,0.94,0.85,0.94,1,1,0,0,1,1,5,20.0,4,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,45,61,73.8,665,140,25,27,92.6,12,16,75.0,5,7,71.4,1,0.1,0.1,+0.9,2,4,2,0,8,78,1,3,38,38,13,78,3,1,33.3,2,66.7,58,213,67,1,1,1,4,4,64,15,0,9,1,11.1,6.00,0.67,0.00,0.00,13.8,0,0,0,0.14,-1.3,-1.3,0,0,0,0,4,0,1,0,0,0,11,1,3,25.0,8,5.33,7,0,0,1,0,0,3,2.00,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
311,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,28,1989,8,8,646,7.2,3,1,4,3,0,0,0,0,2.9,2.9,0.8,3.6,32,40,26,0.42,0.14,0.56,0.42,0.56,0.40,0.10,0.50,0.40,0.50,6,2,2,4,0,2,7,28.6,5,3,0,3,7,13,8,0,,,,,,,,,,,,,,,,327,377,86.7,4854,1141,199,211,94.3,95,110,86.4,21,35,60.0,1,0.8,1.0,+0.2,10,20,9,1,40,452,14,83,223,151,31,452,13,10,76.9,3,23.1,311,2096,1178,32,23,6,12,10,368,26,3,27,9,33.3,3.76,1.25,0.11,0.33,16.0,0,0,0,0.11,+0.1,+0.1,0,5,8,1,8,7,2,0,0,0,39,9,7,56.3,36,5.01,28,1,2,4,1,0,3,0.42,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
312,Daniele Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,5,4,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,2,0,0,1,1,100.0,0,5,5,0,4,6,10,0,,,,,,,,,,,,,,,,84,93,90.3,1842,687,19,20,95.0,48,50,96.0,17,22,77.3,0,0.0,0.0,0.0,0,5,0,0,3,115,17,58,60,0,0,115,0,0,,0,,69,390,212,1,0,0,1,0,74,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,0,0,0,4,2,0,0,1,9,1,3,25.0,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
313,Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,22,19,1808,20.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,36,66,40,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.03,16,10,7,6,3,6,10,60.0,4,16,6,10,25,41,57,2,,,,,,,,,,,,,,,,603,888,67.9,9894,5036,291,338,86.1,259,378,68.5,39,117,33.3,0,0.5,0.6,-0.5,9,48,16,8,66,1071,87,378,470,228,3,1071,23,11,47.8,12,52.2,452,2730,1485,36,31,1,18,16,467,40,0,2,0,0.0,0.10,0.00,0.00,,27.1,0,0,0,0.05,-0.1,-0.1,0,11,4,0,57,25,10,0,2,0,112,24,31,43.6,18,0.90,13,3,2,0,0,0,1,0.05,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
314,Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,27,26,2301,25.6,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,42,92,8,0.08,0.04,0.12,0.08,0.12,0.02,0.01,0.03,0.02,0.03,40,24,31,8,1,15,33,45.5,18,38,21,17,36,76,79,0,,,,,,,,,,,,,,,,1075,1231,87.3,18340,6527,498,519,96.0,481,533,90.2,84,146,57.5,1,0.3,0.4,+0.7,7,78,8,1,92,1498,188,743,662,109,12,1498,29,23,79.3,6,20.7,899,5550,3420,42,36,0,23,19,919,8,2,11,3,27.3,0.43,0.12,0.18,0.67,19.5,0,0,0,0.06,+1.4,+1.4,0,20,19,0,6,36,24,0,0,0,170,43,34,55.8,25,0.98,22,0,1,1,1,0,1,0.04,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
315,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,29,27,2472,27.5,3,0,3,3,0,0,2,0,2.1,2.1,0.8,2.9,6,101,4,0.11,0.00,0.11,0.11,0.11,0.08,0.03,0.10,0.08,0.10,18,9,11,6,1,10,13,76.9,3,32,21,11,38,56,88,3,,,,,,,,,,,,,,,,1403,1628,86.2,30689,12766,373,393,94.9,774,839,92.3,245,365,67.1,0,0.8,1.1,-0.8,8,125,15,2,101,1854,174,755,1056,50,18,1854,3,3,100.0,0,0.0,1125,4808,2901,6,8,2,9,2,1296,4,3,15,4,26.7,0.55,0.15,0.20,0.75,16.6,0,0,0,0.14,+0.9,+0.9,0,14,23,2,5,38,9,0,0,0,118,43,53,44.8,24,0.87,22,0,1,1,0,0,2,0.07,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
316,Fabio Borini,it ITA,"FW,DF",Milan,it Serie A,27,1991,20,10,1054,11.7,2,2,4,2,0,0,3,0,2.5,2.5,1.2,3.6,13,26,96,0.17,0.17,0.34,0.17,0.34,0.21,0.10,0.31,0.21,0.31,14,10,7,7,0,3,9,33.3,6,17,0,17,12,26,28,0,,,,,,,,,,,,,,,,262,384,68.2,4187,1107,152,179,84.9,89,126,70.6,19,55,34.5,2,1.2,0.4,+0.8,13,14,7,0,26,534,30,119,219,199,34,534,11,8,72.7,3,27.3,342,1510,552,13,11,5,27,20,364,96,2,30,7,23.3,2.56,0.60,0.07,0.29,18.5,0,0,0,0.08,-0.5,-0.5,0,14,34,3,15,12,10,0,0,0,50,22,18,55.0,37,3.16,25,0,5,3,3,1,3,0.26,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
317,Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,10,6,616,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,19,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,4,7,0,0,5,10,50.0,5,6,4,2,10,17,49,1,,,,,,,,,,,,,,,,218,273,79.9,4562,1418,67,72,93.1,118,136,86.8,32,57,56.1,0,0.0,0.0,0.0,1,14,0,0,19,353,59,220,127,8,4,353,2,2,100.0,0,0.0,184,894,376,2,1,0,3,0,207,2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,5,3,1,1,10,4,0,0,0,24,14,11,56.0,3,0.44,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
318,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,18,1.50,56,38,73.2,4,3,5,4,33.3,3,3,0,0,0.0,225,350,64.3,6974,5566,25,25,100.0,118,119,99.2,82,204,40.2,0,0.0,0.0,0.0,0,5,0,0,0,378,330,376,3,0,0,378,0,0,,0,,164,1028,692,0,0,0,0,0,100,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,2,0,100.0,4,0.33,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,18,3,2,1,0,15.9,0.24,-2.1,-0.17,57,167,34.1,236,62,39.8,36.6,112,65.2,48.2,213,4,1.9,9,0.75,14.3,2018-2019
319,Olivier Boscagli,fr FRA,DF,Nice,fr Ligue 1,20,1997,14,10,863,9.6,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,15,55,35,0.00,0.10,0.10,0.00,0.10,0.03,0.10,0.12,0.03,0.12,20,12,14,4,2,9,20,45.0,11,12,1,11,17,37,37,0,,,,,,,,,,,,,,,,520,667,78.0,9636,3175,218,251,86.9,238,288,82.6,58,108,53.7,1,0.9,0.9,+0.1,11,35,4,2,55,782,37,237,429,124,3,782,10,6,60.0,4,40.0,377,1829,1220,15,14,0,10,4,481,35,0,4,0,0.0,0.42,0.00,0.00,,25.0,0,0,0,0.07,-0.3,-0.3,0,6,22,0,32,17,12,0,0,0,63,19,18,51.4,22,2.29,18,3,0,0,0,1,1,0.10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
