rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
11,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,19,1999,10,8,721,8.0,0,2,2,0,0,0,0,0,0.1,0.1,1.0,1.1,19,64,12,0.00,0.25,0.25,0.00,0.25,0.01,0.13,0.13,0.01,0.13,29,17,12,16,1,11,26,42.3,15,17,1,16,16,45,8,0,,,,,,,,,,,,,,,,424,530,80.0,6109,2131,227,272,83.5,146,173,84.4,22,35,62.9,2,1.0,0.8,+1.0,5,53,5,0,64,641,16,87,443,119,6,641,19,14,73.7,5,26.3,292,1928,1164,19,19,0,18,6,405,12,0,2,1,50.0,0.25,0.12,0.00,0.00,26.9,0,0,0,0.03,-0.1,-0.1,0,13,11,0,2,16,17,0,0,0,60,17,14,54.8,12,1.50,10,0,1,0,1,0,3,0.37,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
12,Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,31,1987,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2.00,7,5,71.4,0,1,0,0,0.0,0,0,0,0,,13,24,54.2,389,295,3,3,100.0,3,3,100.0,7,18,38.9,0,0.0,0.0,0.0,0,0,0,0,0,28,25,28,0,0,0,28,0,0,,0,,10,70,57,0,0,0,0,0,8,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,0,1,0,3.0,0.43,+1.0,+1.03,5,16,31.3,13,2,53.8,33.3,11,81.8,52.5,18,0,0.0,0,0.00,,2018-2019
13,Aday,es ESP,"DF,MF",Girona,es La Liga,30,1987,10,8,645,7.2,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,35,11,40,0.00,0.28,0.28,0.00,0.28,0.04,0.21,0.25,0.04,0.25,9,8,2,5,2,6,7,85.7,1,1,0,1,7,16,17,1,,,,,,,,,,,,,,,,227,320,70.9,4254,1386,105,117,89.7,86,123,69.9,30,63,47.6,2,1.5,0.9,+0.5,13,5,11,10,11,380,21,87,161,136,6,380,9,6,66.7,3,33.3,204,1587,836,35,24,5,8,4,227,40,0,9,3,33.3,1.26,0.42,0.00,0.00,27.1,2,0,0,0.03,-0.3,-0.3,0,6,8,0,50,7,8,0,1,0,24,2,5,28.6,28,3.91,18,6,1,2,1,0,2,0.28,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
14,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,33,1985,23,22,1994,22.2,0,0,0,0,0,0,7,1,0.7,0.7,0.1,0.9,13,63,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,31,22,20,11,0,16,28,57.1,12,26,11,15,31,62,101,0,,,,,,,,,,,,,,,,837,973,86.0,17115,6832,237,258,91.9,476,518,91.9,109,168,64.9,0,0.1,0.2,-0.1,5,53,3,0,63,1203,127,587,598,24,16,1203,1,1,100.0,0,0.0,687,3746,2202,13,4,0,5,7,701,1,0,8,0,0.0,0.36,0.00,0.00,,10.8,0,0,0,0.09,-0.7,-0.7,1,32,20,2,0,31,22,0,0,1,107,51,58,46.8,11,0.50,8,0,0,1,2,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
15,Claud Adjapong,it ITA,"MF,FW",Sassuolo,it Serie A,20,1998,5,3,270,3.0,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,4,19,0.33,0.00,0.33,0.33,0.33,0.24,0.02,0.26,0.24,0.26,4,2,1,3,0,1,2,50.0,1,3,1,2,1,5,4,0,,,,,,,,,,,,,,,,74,101,73.3,1068,286,41,52,78.8,25,30,83.3,3,4,75.0,0,0.1,0.0,-0.1,2,1,2,0,4,147,5,29,62,59,8,147,14,6,42.9,8,57.1,71,399,168,6,4,4,12,6,79,19,1,2,1,50.0,0.67,0.33,0.50,1.00,18.0,0,0,0,0.36,+0.3,+0.3,0,3,6,2,5,1,2,0,0,0,12,2,4,33.3,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
16,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,7,2,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,13,17,17,0.00,0.00,0.00,0.00,0.00,0.01,0.34,0.34,0.01,0.34,7,2,2,3,2,3,9,33.3,6,3,0,3,2,9,0,0,,,,,,,,,,,,,,,,111,151,73.5,1783,526,54,69,78.3,45,59,76.3,9,16,56.3,0,0.8,0.9,-0.8,6,17,2,1,17,184,0,12,107,68,6,184,15,9,60.0,6,40.0,112,838,341,13,12,2,11,5,147,17,0,1,0,0.0,0.42,0.00,0.00,,46.4,0,0,0,0.02,0.0,0.0,0,4,1,0,9,2,2,0,0,0,16,2,1,66.7,10,4.17,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
17,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,it Serie A,24,1993,3,2,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,7,8,11,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.20,0.13,0.20,1,1,1,0,0,1,2,50.0,1,1,1,0,3,4,6,0,,,,,,,,,,,,,,,,77,117,65.8,1301,457,45,54,83.3,23,35,65.7,7,19,36.8,0,0.1,0.1,-0.1,3,5,1,1,8,137,7,34,56,50,4,137,7,5,71.4,2,28.6,73,419,252,7,2,0,0,1,79,11,0,3,0,0.0,1.63,0.00,0.00,,17.0,0,0,0,0.08,-0.2,-0.2,0,2,2,0,14,3,1,0,0,0,8,6,3,66.7,8,4.34,4,2,1,1,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
18,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,37,1981,20,10,943,10.5,2,0,2,0,2,2,5,0,3.3,1.8,0.7,2.5,8,15,57,0.19,0.00,0.19,0.00,0.00,0.32,0.07,0.38,0.17,0.23,4,2,1,1,2,1,7,14.3,6,2,1,1,0,4,4,0,,,,,,,,,,,,,,,,146,238,61.3,1751,325,90,139,64.7,38,66,57.6,3,7,42.9,0,0.7,0.8,-0.7,8,9,4,1,15,313,4,18,149,148,37,311,9,2,22.2,7,77.8,142,520,170,8,5,1,23,6,256,57,2,17,9,52.9,1.62,0.86,0.00,0.00,15.0,0,2,2,0.10,-1.3,-1.8,0,28,8,12,6,0,2,0,1,0,17,52,57,47.7,19,1.81,14,0,0,3,2,0,1,0.10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
19,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,28,27,2389,26.5,1,3,4,1,0,0,6,2,1.1,1.1,2.4,3.5,51,90,136,0.04,0.11,0.15,0.04,0.15,0.04,0.09,0.13,0.04,0.13,52,38,38,12,2,21,31,67.7,10,22,2,20,19,71,60,1,,,,,,,,,,,,,,,,957,1197,79.9,15766,5283,506,557,90.8,343,422,81.3,76,144,52.8,3,2.4,2.9,+0.6,16,60,23,11,90,1462,84,439,671,370,25,1462,53,39,73.6,14,26.4,824,4387,2172,51,32,7,41,33,865,136,1,17,5,29.4,0.64,0.19,0.06,0.20,21.8,0,0,0,0.06,-0.1,-0.1,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1,50,1.88,33,4,5,1,7,0,11,0.41,6,0,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
20,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,27,23,2032,22.6,0,0,0,0,0,0,4,0,0.0,0.0,0.5,0.5,36,89,56,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,45,29,32,10,3,28,46,60.9,18,33,11,22,27,72,65,1,,,,,,,,,,,,,,,,653,964,67.7,10341,4920,340,413,82.3,246,343,71.7,47,137,34.3,0,0.5,0.9,-0.5,8,54,14,6,89,1200,89,403,595,218,9,1200,39,26,66.7,13,33.3,478,2887,1656,36,21,4,20,11,567,56,0,1,0,0.0,0.04,0.00,0.00,,23.8,0,0,0,0.03,0.0,0.0,0,24,28,0,42,27,29,0,0,0,116,19,27,41.3,22,0.97,21,0,1,0,0,0,1,0.04,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
21,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,13,12,1050,11.7,3,0,3,3,0,0,4,1,1.5,1.5,0.1,1.6,11,32,3,0.26,0.00,0.26,0.26,0.26,0.13,0.01,0.14,0.13,0.14,17,12,8,9,0,8,19,42.1,11,20,11,9,14,31,59,1,,,,,,,,,,,,,,,,465,604,77.0,9427,4171,153,167,91.6,223,264,84.5,80,148,54.1,0,0.1,0.1,-0.1,2,39,3,2,32,747,68,336,383,36,9,747,7,6,85.7,1,14.3,376,1848,1032,11,6,0,8,5,460,3,3,10,4,40.0,0.86,0.34,0.30,0.75,14.0,0,0,0,0.15,+1.5,+1.5,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1,8,0.69,5,1,1,0,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
22,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,33,31,2459,27.3,21,8,29,19,2,2,4,0,18.1,16.5,5.0,21.5,81,76,253,0.77,0.29,1.06,0.70,0.99,0.66,0.18,0.85,0.60,0.79,17,9,1,10,6,5,9,55.6,4,15,1,14,9,26,3,0,,,,,,,,,,,,,,,,661,796,83.0,7735,1420,415,466,89.1,151,176,85.8,12,24,50.0,8,5.0,4.3,+3.0,34,40,40,0,76,1119,4,22,384,724,200,1117,73,45,61.6,28,38.4,824,4572,1987,81,60,35,74,54,896,253,21,116,41,35.3,4.25,1.50,0.16,0.46,15.0,3,2,2,0.14,+2.9,+2.5,0,21,25,26,13,9,9,0,0,0,70,17,22,43.6,91,3.33,60,1,11,10,7,2,19,0.70,14,0,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
23,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,29,29,2528,28.1,1,4,5,1,0,0,8,0,0.9,0.9,2.5,3.4,85,128,155,0.04,0.14,0.18,0.04,0.18,0.03,0.09,0.12,0.03,0.12,88,51,40,33,15,39,69,56.5,30,23,3,20,37,125,50,1,,,,,,,,,,,,,,,,1315,1640,80.2,20563,7554,730,806,90.6,468,573,81.7,86,159,54.1,4,2.5,2.7,+1.5,44,82,46,25,128,1970,63,417,953,614,35,1970,71,36,50.7,35,49.3,921,5482,3172,85,60,9,47,26,1172,155,1,13,4,30.8,0.46,0.14,0.08,0.25,20.1,0,0,0,0.07,+0.1,+0.1,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7,103,3.67,80,8,6,2,7,0,7,0.25,6,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
24,Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,6,4,344,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,8,21,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,2,2,0,1,1,1,4,25.0,3,4,2,2,4,6,2,0,,,,,,,,,,,,,,,,166,189,87.8,2706,846,90,93,96.8,58,68,85.3,14,19,73.7,0,0.0,0.2,0.0,0,16,3,2,21,217,5,35,154,30,4,217,1,1,100.0,0,0.0,130,614,365,8,2,1,4,2,150,2,0,3,1,33.3,0.78,0.26,0.00,0.00,19.0,0,0,0,0.17,-0.5,-0.5,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0,6,1.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
25,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,4,2,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,5,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,4,0,1,2,1,1,1,100.0,0,2,0,2,1,5,2,0,,,,,,,,,,,,,,,,27,35,77.1,429,42,19,22,86.4,4,5,80.0,4,4,100.0,0,0.0,0.0,0.0,1,0,0,0,1,53,4,10,31,12,2,53,2,0,0.0,2,100.0,25,106,25,2,2,0,4,2,32,5,0,2,0,0.0,1.12,0.00,0.00,,13.0,0,0,0,0.05,-0.1,-0.1,0,2,4,0,2,1,0,0,0,0,6,4,4,50.0,2,1.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019
