rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
11,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,23,1998,13,1,259,2.9,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.9,8,2,29,0.00,0.35,0.35,0.00,0.35,0.14,0.16,0.30,0.14,0.30,2,0,0,1,1,1,4,25.0,3,3,0,3,0,2,1,0,,,,,,,,,,,,,,,,37,64,57.8,481,117,22,32,68.8,10,18,55.6,1,3,33.3,1,0.4,0.3,+0.6,3,3,3,2,2,117,1,7,46,65,17,117,11,6,54.5,5,45.5,72,450,176,8,5,3,16,9,97,29,0,10,2,20.0,3.47,0.69,0.00,0.00,16.1,0,0,0,0.04,-0.4,-0.4,0,5,8,6,6,0,0,0,0,0,7,18,10,64.3,8,2.78,4,0,1,2,1,0,1,0.35,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
12,Mohamed Achi,fr FRA,MF,Nantes,fr Ligue 1,19,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,9,66.7,102,10,1,1,100.0,3,6,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,9,0,2,5,2,0,9,0,0,,0,,9,34,12,0,0,0,0,0,8,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
13,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,29,1991,31,26,2260,25.1,1,3,4,1,0,0,10,0,1.2,1.2,2.9,4.1,73,131,153,0.04,0.12,0.16,0.04,0.16,0.05,0.11,0.16,0.05,0.16,50,29,27,14,9,30,46,65.2,16,22,5,17,14,64,25,1,,,,,,,,,,,,,,,,1543,1963,78.6,29328,10206,662,722,91.7,640,767,83.4,219,392,55.9,3,2.9,4.1,+0.1,43,115,43,27,131,2184,54,637,959,618,19,2184,66,44,66.7,22,33.3,1256,6253,3799,73,58,2,38,27,1467,153,1,16,5,31.3,0.64,0.20,0.06,0.20,21.7,1,0,0,0.08,-0.2,-0.2,0,38,48,0,178,14,29,0,1,0,173,22,32,40.7,75,2.99,48,19,2,3,3,0,3,0.12,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
14,Che Adams,sct SCO,FW,Southampton,eng Premier League,25,1996,30,23,2039,22.7,7,3,10,7,0,0,0,0,7.1,7.1,3.0,10.1,19,33,153,0.31,0.13,0.44,0.31,0.44,0.31,0.13,0.45,0.31,0.45,13,6,5,5,3,2,16,12.5,14,18,2,16,8,21,18,0,,,,,,,,,,,,,,,,304,472,64.4,4188,1017,188,256,73.4,73,106,68.9,18,34,52.9,3,3.0,1.7,0.0,26,24,10,0,33,712,22,81,293,344,94,712,35,20,57.1,15,42.9,394,1804,651,19,13,13,59,34,537,153,7,49,24,49.0,2.16,1.06,0.14,0.29,13.3,0,0,0,0.15,-0.1,-0.1,0,29,40,7,8,8,6,0,0,0,70,61,91,40.1,51,2.25,32,0,2,4,11,2,5,0.22,3,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
15,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,22,1999,24,12,1351,15.0,0,1,1,0,0,0,5,0,0.2,0.2,0.9,1.0,20,96,23,0.00,0.07,0.07,0.00,0.07,0.01,0.06,0.07,0.01,0.07,23,7,5,16,2,7,25,28.0,18,24,1,23,16,39,19,2,,,,,,,,,,,,,,,,794,918,86.5,11903,3451,424,460,92.2,278,307,90.6,49,71,69.0,1,0.9,1.4,+0.1,7,85,8,0,96,1062,28,184,739,150,10,1062,23,13,56.5,10,43.5,607,2825,1319,20,21,3,20,9,750,23,0,2,0,0.0,0.13,0.00,0.00,,21.6,0,0,0,0.08,-0.2,-0.2,0,19,15,0,2,16,7,0,0,0,85,20,10,66.7,26,1.73,23,1,1,1,0,0,4,0.27,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
16,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,28,1993,13,2,331,3.7,1,0,1,1,0,0,0,0,0.7,0.7,0.5,1.2,9,9,26,0.27,0.00,0.27,0.27,0.27,0.18,0.14,0.31,0.18,0.31,8,6,3,4,1,3,11,27.3,8,4,0,4,1,9,2,0,,,,,,,,,,,,,,,,73,101,72.3,991,255,44,57,77.2,28,35,80.0,0,3,0.0,0,0.5,0.5,-0.5,4,5,4,2,9,149,2,17,72,63,9,149,12,6,50.0,6,50.0,89,547,224,9,3,0,12,5,95,26,1,3,2,66.7,0.82,0.54,0.33,0.50,17.2,0,0,0,0.22,+0.3,+0.3,0,5,8,4,5,1,6,0,0,0,24,3,14,17.6,11,2.98,8,0,2,0,0,1,1,0.27,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
17,Martin Adeline,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2003,8,2,352,3.9,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.8,5,16,13,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,15,11,5,8,2,8,16,50.0,8,0,0,0,11,26,6,0,,,,,,,,,,,,,,,,107,147,72.8,1681,608,51,63,81.0,39,47,83.0,9,14,64.3,0,0.5,0.2,-0.5,3,8,3,0,16,193,8,42,91,64,7,193,9,6,66.7,3,33.3,108,528,247,5,5,1,8,6,101,13,0,4,1,25.0,1.02,0.26,0.00,0.00,11.8,0,0,0,0.09,-0.4,-0.4,0,16,2,0,11,11,11,0,0,0,35,3,5,37.5,10,2.56,8,0,1,0,0,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
18,Amine Adli,ma MAR,"FW,MF",Leverkusen,de Bundesliga,21,2000,25,13,1256,14.0,3,2,5,3,0,0,3,0,4.3,4.3,2.1,6.4,51,56,105,0.21,0.14,0.36,0.21,0.36,0.31,0.15,0.46,0.31,0.46,27,14,10,14,3,8,15,53.3,7,26,2,24,11,38,12,0,,,,,,,,,,,,,,,,376,516,72.9,5007,1529,219,272,80.5,125,166,75.3,9,18,50.0,2,2.1,1.5,-0.1,14,27,19,4,56,729,9,116,347,282,57,729,37,21,56.8,16,43.2,456,2836,1731,51,29,15,47,18,531,105,3,37,19,51.4,2.65,1.36,0.08,0.16,15.1,0,0,0,0.12,-1.3,-1.3,0,27,28,8,21,11,14,0,0,0,62,12,29,29.3,49,3.51,39,1,3,4,2,0,6,0.43,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
19,Yacine Adli,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,21,2000,36,25,2260,25.1,1,7,8,1,0,0,5,0,2.0,2.0,5.7,7.7,66,164,99,0.04,0.28,0.32,0.04,0.32,0.08,0.23,0.31,0.08,0.31,43,27,22,14,7,19,68,27.9,49,33,3,30,37,80,11,2,,,,,,,,,,,,,,,,906,1251,72.4,17505,6047,410,480,85.4,310,407,76.2,157,279,56.3,7,5.7,4.3,+1.3,59,122,36,4,164,1531,16,266,793,491,45,1531,80,46,57.5,34,42.5,996,5781,2665,66,50,17,59,47,1050,99,1,32,15,46.9,1.27,0.60,0.03,0.07,21.2,4,0,0,0.06,-1.0,-1.0,0,21,27,4,114,37,27,0,0,0,150,12,19,38.7,121,4.82,81,22,6,3,5,4,18,0.72,13,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
20,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,24,1997,12,4,443,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,19,9,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,14,5,5,8,1,6,11,54.5,5,4,1,3,6,20,3,0,,,,,,,,,,,,,,,,205,239,85.8,3121,883,105,113,92.9,78,84,92.9,12,22,54.5,0,0.4,0.3,-0.4,6,14,4,1,19,292,12,68,171,56,8,292,4,1,25.0,3,75.0,143,635,297,2,2,2,9,5,196,9,0,2,2,100.0,0.41,0.41,0.00,0.00,22.7,0,0,0,0.05,-0.1,-0.1,0,13,4,0,7,6,5,0,0,0,27,5,4,55.6,10,2.05,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
21,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,it Serie A,18,2003,17,6,668,7.4,2,0,2,2,0,0,5,1,1.7,1.7,0.6,2.2,19,7,77,0.27,0.00,0.27,0.27,0.27,0.22,0.08,0.30,0.22,0.30,10,3,1,6,3,4,7,57.1,3,4,0,4,3,13,0,0,,,,,,,,,,,,,,,,114,152,75.0,1530,229,67,81,82.7,34,45,75.6,6,7,85.7,0,0.6,0.2,-0.6,6,4,4,1,7,278,0,17,91,175,39,278,20,5,25.0,15,75.0,193,1367,519,19,16,9,42,21,212,77,2,17,7,41.2,2.29,0.94,0.12,0.29,16.1,0,0,0,0.10,+0.3,+0.3,1,15,24,4,8,3,3,0,0,0,31,11,15,42.3,23,3.10,14,0,2,2,5,0,2,0.27,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,25,1996,24,17,1616,18.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,15,57,40,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,34,22,17,11,6,18,37,48.6,19,20,3,17,25,59,38,0,,,,,,,,,,,,,,,,547,792,69.1,9008,4537,279,349,79.9,216,294,73.5,44,110,40.0,1,0.7,0.7,+0.3,14,51,20,12,57,966,43,298,448,227,12,966,19,14,73.7,5,26.3,429,1647,869,15,19,1,22,8,465,40,0,4,0,0.0,0.22,0.00,0.00,,19.1,0,0,0,0.04,-0.2,-0.2,0,24,22,1,45,25,22,0,1,0,79,31,27,53.4,32,1.78,25,3,2,0,2,0,3,0.17,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
23,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,20,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,5,1.25,20,15,75.0,1,2,1,1,25.0,0,0,0,0,,62,82,75.6,1721,1232,11,11,100.0,34,34,100.0,17,37,45.9,0,0.0,0.0,0.0,0,1,0,0,0,92,73,92,0,0,0,92,0,0,,0,,41,198,115,0,0,0,0,0,23,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,0,0,0,0,5.0,0.27,0.0,0.00,13,31,41.9,56,12,33.9,33.1,26,46.2,36.0,48,1,2.1,6,1.50,17.5,2021-2022
24,Lucien Agoume,fr FRA,MF,Brest,fr Ligue 1,19,2002,27,21,1868,20.8,0,0,0,0,0,0,6,0,1.2,1.1,0.7,1.7,16,116,28,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.05,0.08,51,31,24,20,7,23,45,51.1,22,30,9,21,52,103,27,1,,,,,,,,,,,,,,,,836,996,83.9,15009,4513,371,417,89.0,328,377,87.0,112,141,79.4,0,0.7,0.6,-0.7,13,86,8,0,116,1210,55,354,666,206,30,1210,32,22,68.8,10,31.3,705,3509,1564,16,19,6,19,17,741,28,0,15,1,6.7,0.72,0.05,0.00,0.00,11.9,0,0,0,0.07,-1.2,-1.1,0,31,14,0,5,52,31,0,1,0,148,26,29,47.3,35,1.69,28,1,1,4,1,0,2,0.10,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
25,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,22,1998,23,12,1237,13.7,3,1,4,3,0,0,2,1,2.6,2.6,0.9,3.5,41,46,56,0.22,0.07,0.29,0.22,0.29,0.19,0.06,0.25,0.19,0.25,44,26,13,26,5,7,20,35.0,13,22,0,22,8,52,6,0,,,,,,,,,,,,,,,,280,389,72.0,3788,1163,165,211,78.2,90,108,83.3,7,20,35.0,1,0.9,0.7,+0.1,10,33,11,1,46,583,10,72,266,262,32,583,51,28,54.9,23,45.1,323,2163,1155,41,35,15,40,37,374,56,3,21,11,52.4,1.53,0.80,0.14,0.27,17.2,0,0,0,0.12,+0.4,+0.4,0,36,24,0,22,8,26,0,0,0,67,15,14,51.7,39,2.84,21,0,6,4,4,4,3,0.22,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
