rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
711,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,16,16,1269,14.1,0,4,4,0,0,0,2,0,0.5,0.5,2.2,2.7,34,48,121,0.00,0.28,0.28,0.00,0.28,0.04,0.16,0.19,0.04,0.19,13,10,8,3,2,9,19,47.4,10,15,8,7,23,36,40,0,,,,,,,,,,,,,,,,629,838,75.1,9033,3799,389,436,89.2,189,251,75.3,35,104,33.7,4,2.2,1.7,+1.8,30,33,24,14,48,978,63,285,332,369,21,978,13,3,23.1,10,76.9,495,2252,1148,34,28,3,13,13,544,121,0,9,2,22.2,0.64,0.14,0.00,0.00,18.0,1,0,0,0.06,-0.5,-0.5,0,18,16,3,101,23,10,0,0,0,77,23,20,53.5,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
712,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13,13,1170,13.0,0,0,0,0,0,0,4,0,0.3,0.3,1.4,1.8,25,49,47,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,33,19,26,4,3,21,28,75.0,7,16,5,11,14,47,30,0,,,,,,,,,,,,,,,,497,702,70.8,7850,3856,271,312,86.9,171,235,72.8,40,97,41.2,0,1.4,1.2,-1.4,22,41,9,4,49,829,44,277,305,258,15,829,17,8,47.1,9,52.9,356,2006,936,25,16,1,9,6,389,47,0,9,1,11.1,0.69,0.08,0.00,0.00,22.9,3,0,0,0.04,-0.3,-0.3,0,15,9,0,71,14,19,0,0,1,83,24,16,60.0,35,2.69,23,9,2,0,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
713,Mitchell Dijks,nl NED,"DF,FW",Bologna,it Serie A,28,1993,16,7,694,7.7,0,2,2,0,0,0,2,0,0.7,0.7,1.1,1.8,21,15,24,0.00,0.26,0.26,0.00,0.26,0.09,0.15,0.23,0.09,0.23,15,6,6,6,3,5,12,41.7,7,11,2,9,3,18,10,1,,,,,,,,,,,,,,,,247,338,73.1,3523,1620,147,169,87.0,78,114,68.4,14,27,51.9,2,1.1,0.3,+0.9,7,12,4,4,15,427,18,147,156,131,13,427,28,12,42.9,16,57.1,228,1373,762,21,13,4,12,4,254,24,0,4,0,0.0,0.52,0.00,0.00,,13.7,0,0,0,0.16,-0.7,-0.7,0,10,10,0,28,3,6,0,0,0,44,9,4,69.2,12,1.56,8,3,0,0,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
714,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,32,19,1732,19.2,2,6,8,2,0,0,3,0,2.6,2.6,3.2,5.8,72,76,107,0.10,0.31,0.42,0.10,0.42,0.14,0.17,0.30,0.14,0.30,13,4,2,8,3,7,24,29.2,17,14,1,13,11,24,5,0,,,,,,,,,,,,,,,,445,602,73.9,7039,2176,231,276,83.7,139,186,74.7,46,80,57.5,6,3.2,2.9,+2.8,31,43,18,4,76,799,6,63,373,375,43,799,71,46,64.8,25,35.2,549,4359,2101,72,44,20,38,24,560,107,2,40,10,25.0,2.08,0.52,0.05,0.20,22.4,5,0,0,0.07,-0.6,-0.6,0,13,30,1,69,11,4,0,0,0,68,6,14,30.0,83,4.31,47,15,11,6,4,0,12,0.62,6,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
715,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,3,1,1,2,0,1,1,100.0,0,1,0,1,0,3,0,0,,,,,,,,,,,,,,,,26,33,78.8,364,122,19,22,86.4,5,7,71.4,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,4,51,1,14,28,11,0,51,4,2,50.0,2,50.0,32,258,111,3,4,0,3,3,34,4,0,1,0,0.0,0.65,0.00,0.00,,22.6,0,0,0,0.03,0.0,0.0,0,3,2,0,1,0,1,0,0,0,14,0,2,0.0,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
716,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,32,13,1430,15.9,2,3,5,2,0,1,1,0,3.5,2.7,5.2,7.9,54,94,116,0.13,0.19,0.31,0.13,0.31,0.22,0.33,0.55,0.17,0.50,28,15,10,15,3,13,24,54.2,11,6,1,5,19,47,19,0,,,,,,,,,,,,,,,,1000,1216,82.2,17832,6312,477,504,94.6,377,432,87.3,118,215,54.9,3,5.2,5.4,-2.2,48,84,32,18,94,1365,61,357,583,442,41,1364,16,10,62.5,6,37.5,789,3964,2350,54,31,10,14,10,928,116,2,38,18,47.4,2.39,1.13,0.05,0.11,20.1,3,0,1,0.07,-1.5,-0.7,0,15,14,2,151,19,15,0,0,0,103,8,8,50.0,88,5.53,42,30,4,10,1,1,8,0.50,3,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
717,Landry Dimata,be BEL,"FW,MF",Espanyol,es La Liga,23,1997,17,4,541,6.0,0,0,0,0,0,0,0,0,1.6,1.6,0.3,2.0,6,7,34,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.33,0.27,0.33,2,2,1,1,0,1,4,25.0,3,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,67,92,72.8,949,133,32,42,76.2,25,32,78.1,4,4,100.0,0,0.3,0.2,-0.3,5,8,1,0,7,164,8,13,80,72,20,164,10,6,60.0,4,40.0,100,468,175,6,7,4,24,10,132,34,0,8,0,0.0,1.33,0.00,0.00,,11.7,0,0,0,0.21,-1.6,-1.6,0,14,20,3,0,1,2,0,0,0,14,17,24,41.5,19,3.15,13,0,2,1,3,0,1,0.17,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,31,30,2772,30.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,3,37,1.20,126,88,76.2,11,8,11,9,30.0,9,7,2,0,22.2,545,947,57.6,18378,15120,70,71,98.6,222,227,97.8,249,639,39.0,0,0.0,0.0,0.0,0,21,0,0,0,1015,869,1008,7,0,0,1015,0,0,,0,,489,3171,2173,0,0,0,0,0,367,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,6,0,0,1,0,0,0,0,24,11,2,84.6,7,0.23,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,37,7,0,3,1,37.7,0.23,+1.7,+0.05,182,554,32.9,711,151,54.3,42.1,230,73.0,53.5,405,35,8.6,35,1.14,13.9,2021-2022
719,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,10,4,316,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,21,12,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,9,4,3,4,2,2,3,66.7,1,5,3,2,2,11,1,0,,,,,,,,,,,,,,,,192,215,89.3,3250,740,92,102,90.2,76,80,95.0,17,20,85.0,0,0.1,0.1,-0.1,1,21,1,0,21,254,3,46,169,41,3,254,10,6,60.0,4,40.0,186,745,292,7,7,0,7,6,212,12,0,4,1,25.0,1.14,0.28,0.00,0.00,25.3,0,0,0,0.03,-0.1,-0.1,0,11,4,0,2,2,4,0,0,0,12,1,1,50.0,4,1.14,4,0,0,0,0,0,1,0.28,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
720,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,25,12,1077,12.0,2,4,6,2,0,0,3,0,0.8,0.8,2.4,3.3,5,61,74,0.17,0.33,0.50,0.17,0.50,0.07,0.20,0.27,0.07,0.27,23,11,10,12,1,10,18,55.6,8,7,1,6,9,32,3,0,,,,,,,,,,,,,,,,413,552,74.8,6577,2162,208,247,84.2,137,180,76.1,39,71,54.9,4,2.4,2.0,+1.6,24,39,14,5,61,639,8,85,326,235,24,639,14,11,78.6,3,21.4,393,1329,547,5,11,0,15,16,452,74,2,20,4,20.0,1.67,0.33,0.10,0.50,22.8,1,0,0,0.04,+1.2,+1.2,0,12,14,1,43,9,11,1,0,0,53,4,7,36.4,40,3.35,24,10,3,1,2,0,6,0.50,3,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,11,5,579,6.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,29,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,6,3,4,2,0,5,6,83.3,1,6,6,0,12,18,26,0,,,,,,,,,,,,,,,,436,477,91.4,9306,3418,105,116,90.5,271,286,94.8,59,74,79.7,0,0.0,0.1,0.0,1,12,0,0,29,538,55,251,275,13,5,538,2,1,50.0,1,50.0,354,1518,762,0,1,0,5,0,417,0,0,3,0,0.0,0.47,0.00,0.00,,10.3,0,0,0,0.08,-0.2,-0.2,0,5,3,0,0,12,3,0,0,1,34,16,5,76.2,4,0.62,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
722,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,13,10,963,10.7,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,4,14,1,0.00,0.09,0.09,0.00,0.09,0.01,0.04,0.05,0.01,0.05,10,8,5,5,0,4,11,36.4,7,14,13,1,7,17,44,0,,,,,,,,,,,,,,,,407,478,85.1,6741,2822,166,181,91.7,203,225,90.2,21,49,42.9,1,0.4,0.6,+0.6,1,15,0,0,14,572,81,312,254,11,7,572,0,0,,0,,311,1630,859,4,0,0,2,1,353,1,0,2,2,100.0,0.19,0.19,0.00,0.00,9.9,0,0,0,0.05,-0.1,-0.1,0,5,5,1,0,7,8,0,0,0,55,16,17,48.5,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
723,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2000,30,24,1948,21.6,6,4,10,6,0,0,6,0,5.6,5.6,3.6,9.2,75,130,202,0.28,0.18,0.46,0.28,0.46,0.26,0.17,0.42,0.26,0.42,38,20,12,19,7,15,47,31.9,32,10,0,10,23,61,4,0,,,,,,,,,,,,,,,,708,977,72.5,11934,3228,355,452,78.5,233,294,79.3,84,151,55.6,4,3.6,3.9,+0.4,38,68,37,5,130,1246,8,116,531,617,85,1246,83,46,55.4,37,44.6,766,4747,2114,75,54,26,71,34,890,202,6,37,13,35.1,1.71,0.60,0.16,0.46,17.2,2,0,0,0.15,+0.4,+0.4,0,28,41,4,95,23,20,1,1,0,134,12,28,30.0,78,3.60,50,16,3,2,6,1,11,0.51,9,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
724,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,5,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.97,1.97,0.00,1.97,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,7,10,70.0,115,8,4,6,66.7,3,4,75.0,0,0,,0,0.3,0.3,-0.3,1,0,0,0,0,14,0,7,6,2,1,14,0,0,,0,,7,61,28,0,0,0,1,1,7,2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,1,0,0,0,1,0,0,0,2,0,1,0.0,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
725,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,4,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,33,35,94.3,599,139,15,15,100.0,12,12,100.0,4,6,66.7,0,0.0,0.0,0.0,0,4,0,0,2,35,0,11,24,1,0,35,0,0,,0,,17,128,78,1,1,0,1,0,26,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,1,0,1,0,1,0,0,0,5,1,0,100.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2021-2022
726,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,32,30,2721,30.2,1,0,1,1,0,0,5,0,2.1,2.1,1.0,3.1,27,120,4,0.03,0.00,0.03,0.03,0.03,0.07,0.03,0.10,0.07,0.10,42,27,20,21,1,23,39,59.0,16,40,30,10,26,68,75,0,,,,,,,,,,,,,,,,1542,1773,87.0,31409,12168,433,480,90.2,910,977,93.1,185,283,65.4,0,1.0,1.1,-1.0,7,113,5,1,120,2008,202,855,1111,56,32,2008,10,9,90.0,1,10.0,1316,7236,4448,27,13,0,8,5,1373,4,1,20,2,10.0,0.66,0.07,0.05,0.50,10.9,0,0,0,0.11,-1.1,-1.1,0,43,13,3,1,26,27,0,1,0,183,71,43,62.3,13,0.43,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
727,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,1,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
728,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,5,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,50.0,926,1465,63.2,31107,24452,93,95,97.9,396,408,97.1,436,952,45.8,0,0.1,0.1,-0.1,1,23,1,0,2,1529,1306,1516,11,2,0,1529,0,0,,0,,814,4088,2700,0,0,0,2,0,719,0,0,1,0,0.0,0.03,0.00,0.00,,20.2,0,0,0,0.02,0.0,0.0,0,1,3,0,0,0,0,0,0,0,51,8,0,100.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,43,4,0,1,2,43.3,0.27,+2.3,+0.06,303,804,37.7,1176,131,51.3,40.3,283,71.0,52.4,452,36,8.0,37,0.97,14.3,2021-2022
729,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,28,26,2329,25.9,1,1,2,1,0,0,4,0,1.4,1.4,0.4,1.8,32,84,24,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,60,39,39,19,2,26,39,66.7,13,26,10,16,24,84,71,0,,,,,,,,,,,,,,,,1312,1519,86.4,22396,7986,594,643,92.4,574,653,87.9,108,145,74.5,1,0.4,0.6,+0.6,6,65,5,2,84,1769,146,755,874,162,23,1769,20,14,70.0,6,30.0,1117,6023,3079,32,20,4,28,9,1121,24,1,12,5,41.7,0.46,0.19,0.08,0.20,12.6,0,0,0,0.12,-0.4,-0.4,0,23,22,1,11,24,39,0,0,2,190,23,31,42.6,24,0.93,17,3,2,0,0,2,3,0.12,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
730,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,35,35,3115,34.6,0,1,1,0,0,0,11,1,0.1,0.1,0.4,0.6,24,89,9,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.02,0.00,0.02,44,26,24,16,4,23,34,67.6,11,24,5,19,59,103,109,2,,,,,,,,,,,,,,,,1031,1348,76.5,19481,7885,404,442,91.4,491,597,82.2,119,259,45.9,1,0.4,1.1,+0.6,10,74,8,4,89,1653,187,779,782,101,12,1653,18,18,100.0,0,0.0,918,4227,2118,24,21,0,32,9,879,9,0,4,1,25.0,0.12,0.03,0.00,0.00,19.0,0,0,0,0.04,-0.1,-0.1,0,47,36,1,22,59,26,0,2,0,222,52,31,62.7,29,0.84,21,1,2,1,2,2,3,0.09,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
731,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,12,5,457,5.1,0,0,0,0,0,0,3,0,1.5,1.5,0.3,1.8,20,18,30,0.00,0.00,0.00,0.00,0.00,0.29,0.06,0.35,0.29,0.35,9,3,3,5,1,3,11,27.3,8,6,1,5,2,11,6,1,,,,,,,,,,,,,,,,109,147,74.1,1480,513,58,68,85.3,39,51,76.5,4,10,40.0,0,0.3,0.5,-0.3,6,10,9,2,18,246,7,32,93,123,26,246,29,12,41.4,17,58.6,155,1221,522,20,8,13,23,9,150,30,0,11,1,9.1,2.17,0.20,0.00,0.00,16.3,0,0,0,0.13,-1.5,-1.5,0,9,10,0,6,2,3,0,0,0,28,1,9,10.0,18,3.54,15,0,1,1,1,0,1,0.20,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
732,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,25,21,1735,19.3,0,0,0,0,0,0,6,1,0.6,0.6,0.0,0.6,18,57,11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,48,29,21,23,4,14,18,77.8,4,20,9,11,34,82,60,0,,,,,,,,,,,,,,,,690,836,82.5,12554,3859,287,324,88.6,337,366,92.1,59,117,50.4,0,0.0,0.2,0.0,3,57,8,4,57,1073,79,416,541,120,10,1073,13,8,61.5,5,38.5,565,2395,1169,18,16,2,15,9,591,11,0,10,3,30.0,0.52,0.16,0.00,0.00,17.8,0,0,0,0.06,-0.6,-0.6,1,25,7,1,17,34,29,0,3,0,113,45,41,52.3,15,0.78,15,0,0,0,0,0,2,0.10,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
733,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,31,30,2694,29.9,1,0,1,1,0,0,10,1,2.1,2.1,0.6,2.8,15,156,3,0.03,0.00,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90,2,,,,,,,,,,,,,,,,1357,1650,82.2,28085,11345,427,492,86.8,681,771,88.3,229,339,67.6,0,0.6,1.7,-0.6,9,149,18,5,156,1945,175,783,1044,136,25,1945,16,7,43.8,9,56.3,1188,6184,3325,15,25,0,17,7,1247,3,1,15,7,46.7,0.50,0.23,0.07,0.14,11.3,0,0,0,0.14,-1.1,-1.1,1,44,28,2,15,61,37,0,2,0,142,71,29,71.0,34,1.14,31,1,0,2,0,0,5,0.17,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
734,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2,0,,,,,,,,,,,,,,,,21,29,72.4,367,61,10,11,90.9,8,11,72.7,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,1,40,2,16,16,8,0,40,0,0,,0,,19,82,46,1,0,0,1,1,19,2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,1,0,1,1,3,0,0,0,3,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,31,25,2256,25.1,1,1,2,1,0,0,6,0,1.9,1.9,1.6,3.5,19,100,31,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.14,0.07,0.14,43,24,21,20,2,29,46,63.0,17,21,11,10,31,74,56,0,,,,,,,,,,,,,,,,1192,1435,83.1,19624,7246,589,660,89.2,471,530,88.9,97,169,57.4,1,1.6,1.1,-0.6,13,99,18,7,100,1663,112,645,839,188,24,1663,6,4,66.7,2,33.3,909,3938,2025,19,19,0,18,3,1042,31,1,18,3,16.7,0.72,0.12,0.06,0.33,13.6,0,0,0,0.10,-0.9,-0.9,0,21,14,1,11,31,24,0,1,1,144,57,27,67.9,23,0.92,16,0,1,5,0,1,2,0.08,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022
736,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,24,23,2116,23.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,2,36,1.53,99,65,65.7,6,4,13,5,21.7,2,2,0,0,0.0,498,738,67.5,13010,9504,113,113,100.0,216,225,96.0,148,378,39.2,0,0.0,0.0,0.0,0,3,0,0,0,788,650,785,3,0,0,788,0,0,,0,,476,2740,1588,0,0,0,1,0,310,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,1,4,0,0,1,0,0,1,0,35,2,2,50.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,36,2,0,7,2,28.2,0.27,-5.8,-0.24,92,302,30.5,584,107,36.6,33.7,154,57.1,40.5,304,23,7.6,28,1.19,14.2,2021-2022
