rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
11,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,23,2000,13,9,754,8.4,3,0,3,2,1,1,2,0,2.8,2.0,0.2,2.2,23,20,75,0.36,0.00,0.36,0.24,0.24,0.33,0.02,0.36,0.24,0.26,9,8,1,5,3,3,12,25.0,9,9,1,8,1,10,2,0,,,,,,,,,,,,,,,,140,196,71.4,2025,599,70,95,73.7,53,66,80.3,6,8,75.0,0,0.2,1.1,-0.2,5,10,9,1,20,305,1,27,123,161,38,304,31,8,25.8,22,71.0,233,1651,745,23,13,8,22,12,229,75,3,27,7,25.9,3.22,0.84,0.07,0.29,18.7,0,1,1,0.07,+0.2,0.0,0,17,15,8,5,1,8,1,0,0,21,6,7,46.2,20,2.39,10,0,2,3,3,2,2,0.24,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
12,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,35,19,28,5,2,21,35,60.0,14,31,26,5,23,58,115,0,,,,,,,,,,,,,,,,553,762,72.6,12370,4872,141,164,86.0,302,339,89.1,99,225,44.0,0,0.2,0.2,-0.2,3,61,2,0,49,1032,191,570,422,42,21,1032,5,3,60.0,1,20.0,492,2460,1418,7,6,0,15,1,499,1,0,10,3,30.0,0.39,0.12,0.00,0.00,12.1,0,0,0,0.05,-0.5,-0.5,0,33,23,1,2,23,19,0,2,1,109,39,36,52.0,12,0.47,9,0,0,2,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
13,Tammy Abraham,eng ENG,FW,Roma,it Serie A,25,1997,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6,4,15,0.37,0.00,0.37,0.37,0.37,0.22,0.05,0.27,0.22,0.27,3,1,0,1,2,0,0,,0,1,0,1,0,3,4,0,,,,,,,,,,,,,,,,19,40,47.5,231,75,14,25,56.0,4,9,44.4,0,1,0.0,0,0.1,0.0,-0.1,3,1,1,0,4,69,4,4,31,34,9,69,6,2,33.3,4,66.7,37,208,111,6,2,2,9,2,53,15,1,4,2,50.0,1.49,0.74,0.25,0.50,11.9,0,0,0,0.15,+0.4,+0.4,0,6,5,2,2,0,1,1,0,0,1,6,5,54.5,3,1.12,1,0,0,0,1,1,1,0.37,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
14,Francesco Acerbi,it ITA,DF,Inter,it Serie A,35,1988,29,26,2388,26.5,3,1,4,3,0,0,1,0,1.6,1.6,1.8,3.4,21,87,24,0.11,0.04,0.15,0.11,0.15,0.06,0.07,0.13,0.06,0.13,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,,,,,,,,,,,,,,,,1615,1781,90.7,29326,9174,601,650,92.5,856,908,94.3,132,179,73.7,1,1.8,1.3,-0.8,7,58,5,2,87,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24,3,15,6,40.0,0.57,0.23,0.20,0.50,12.0,0,0,0,0.11,+1.4,+1.4,0,19,24,3,9,32,13,0,0,0,102,70,37,65.4,22,0.83,19,0,0,3,0,0,1,0.04,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
15,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,17,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,1,2,50.0,18,7,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,6,5,5,0,1,0,6,0,0,,0,,1,18,12,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,15.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31,1991,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,23,59,42,0.07,0.14,0.21,0.07,0.21,0.02,0.11,0.13,0.02,0.13,33,21,20,12,1,9,14,64.3,5,12,2,10,4,37,25,0,,,,,,,,,,,,,,,,628,847,74.1,12126,4928,260,297,87.5,262,328,79.9,94,183,51.4,2,1.5,2.1,+0.5,23,52,19,12,59,984,33,270,476,253,10,984,21,10,47.6,8,38.1,473,2266,1224,23,20,4,20,16,546,42,1,9,4,44.4,0.63,0.28,0.11,0.25,27.9,0,0,0,0.03,+0.7,+0.7,0,18,17,1,82,4,21,0,0,0,99,13,11,54.2,49,3.42,28,15,3,0,2,1,4,0.28,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
17,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,32,27,2252,25.0,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40,17,127,0.32,0.04,0.36,0.32,0.36,0.50,0.07,0.57,0.50,0.57,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,,,,,,,,,,,,,,,,250,385,64.9,3676,786,125,185,67.6,89,126,70.6,14,29,48.3,1,1.9,1.4,-0.9,17,14,4,2,17,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,8,79,32,40.5,3.16,1.28,0.10,0.25,14.5,0,0,0,0.16,-4.4,-4.4,0,39,22,26,12,5,4,0,0,0,55,54,69,43.9,43,1.72,29,0,5,8,1,0,3,0.12,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
18,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,4,3,1,3,0,2,3,66.7,1,2,0,2,4,8,2,0,,,,,,,,,,,,,,,,59,71,83.1,973,262,35,39,89.7,18,24,75.0,6,8,75.0,0,0.1,0.0,-0.1,1,9,0,0,5,91,3,23,54,14,4,91,3,2,66.7,0,0.0,44,193,116,4,1,2,3,0,52,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,3,0,1,4,3,0,0,0,7,2,3,40.0,3,2.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
19,Junior Adamu,at AUT,"FW,MF",Freiburg,de Bundesliga,22,2001,15,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,1,5,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.16,0.05,0.16,5,1,1,2,2,1,2,50.0,1,1,0,1,0,5,2,0,,,,,,,,,,,,,,,,18,30,60.0,181,36,15,17,88.2,1,9,11.1,0,1,0.0,0,0.1,0.0,-0.1,1,0,1,0,1,54,2,7,32,18,6,54,3,0,0.0,2,66.7,29,141,48,1,1,0,5,5,33,5,0,2,1,50.0,1.71,0.86,0.00,0.00,12.1,0,0,0,0.03,-0.1,-0.1,0,7,4,2,1,0,1,0,0,0,10,5,6,45.5,2,1.73,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
20,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30,1993,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,15,18,42,0.11,0.22,0.34,0.11,0.34,0.46,0.23,0.69,0.46,0.69,14,9,2,9,3,6,11,54.5,5,16,1,15,5,19,7,0,,,,,,,,,,,,,,,,132,189,69.8,1883,483,73,94,77.7,44,64,68.8,5,9,55.6,2,2.0,1.1,0.0,12,16,3,0,18,312,8,30,151,136,52,312,18,7,38.9,10,55.6,162,814,344,15,9,5,27,17,183,42,1,31,13,41.9,3.48,1.46,0.03,0.08,12.4,0,0,0,0.13,-3.1,-3.1,0,18,13,8,4,5,9,1,0,0,30,14,37,27.5,31,3.48,22,0,1,1,6,1,3,0.34,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
21,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25,1997,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10,62,5,0.11,0.00,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,21,11,16,5,0,12,21,57.1,9,16,11,5,25,46,80,0,,,,,,,,,,,,,,,,1028,1216,84.5,21010,7956,277,307,90.2,627,699,89.7,115,177,65.0,0,0.1,0.3,-0.1,2,47,2,0,62,1390,181,713,631,48,29,1390,3,1,33.3,0,0.0,817,4560,2661,10,12,1,4,4,1009,5,2,14,5,35.7,0.78,0.28,0.14,0.40,14.2,0,0,0,0.05,+1.3,+1.3,0,10,5,0,1,25,11,0,0,0,43,56,28,66.7,10,0.56,6,0,0,4,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
22,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0.00,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,4,1,1,0,3,1,12,8.3,11,13,2,11,6,10,25,0,,,,,,,,,,,,,,,,144,204,70.6,1847,385,94,122,77.0,41,60,68.3,3,6,50.0,0,0.7,0.4,-0.7,14,9,4,0,23,462,27,52,172,243,82,462,67,18,26.9,46,68.7,265,1516,425,16,15,13,62,34,337,110,10,31,14,45.2,1.97,0.89,0.32,0.71,9.6,0,0,0,0.19,+4.1,+4.1,0,27,16,13,5,6,1,0,0,0,34,43,43,50.0,31,1.97,19,0,5,5,2,0,5,0.32,2,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
23,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,21,10,913,10.1,3,1,4,3,0,0,6,1,3.5,3.5,2.0,5.5,52,26,96,0.30,0.10,0.39,0.30,0.39,0.34,0.20,0.54,0.34,0.54,16,14,9,4,3,8,20,40.0,12,11,0,11,3,19,5,0,,,,,,,,,,,,,,,,218,299,72.9,2929,719,135,162,83.3,61,83,73.5,8,18,44.4,1,2.0,1.6,-1.0,9,9,10,1,26,458,10,69,170,227,63,458,60,18,30.0,32,53.3,310,2413,1171,52,22,27,29,25,318,96,3,23,10,43.5,2.27,0.99,0.13,0.30,14.6,0,0,0,0.15,-0.5,-0.5,1,20,19,1,25,3,14,0,0,0,60,14,9,60.9,25,2.46,13,1,3,2,6,0,2,0.20,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
24,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111,50,278,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32,45,20,23,11,11,19,42,45.2,23,31,1,30,19,64,22,0,,,,,,,,,,,,,,,,634,840,75.5,8828,1713,412,491,83.9,185,245,75.5,20,38,52.6,1,3.7,3.5,-2.7,33,17,33,11,50,1159,36,187,364,627,153,1159,123,50,40.7,64,52.0,773,5063,2996,111,48,63,48,28,795,278,6,52,22,42.3,2.11,0.89,0.12,0.27,15.9,0,0,0,0.08,+1.7,+1.7,0,29,19,17,76,19,20,1,0,0,118,8,12,40.0,77,3.12,51,1,13,7,3,2,4,0.16,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
25,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,20,2002,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,10,34,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,,,,,,,,,,,,,,,,578,669,86.4,10635,4097,216,246,87.8,294,323,91.0,52,73,71.2,0,0.1,0.5,-0.1,3,38,1,0,34,811,94,374,397,46,10,811,5,4,80.0,1,20.0,554,3506,1609,10,12,0,12,5,511,4,0,4,0,0.0,0.29,0.00,0.00,,8.3,0,0,0,0.09,-0.4,-0.4,0,10,12,2,2,18,9,0,0,0,60,30,22,57.7,11,0.80,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
