rk,player,nation,pos,squad,comp,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl%,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save%,performance_w,performance_d,performance_l,performance_cs,performance_cs%,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save%,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,prgp,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg/sh,expected_g-xg,expected_np:g-xg,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp%,passes_att_(gk),passes_thr,passes_launch%,passes_avglen,goal_kicks_att,goal_kicks_launch%,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,season
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2023-2024
626,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22,2000,33,28,2510,27.9,14,2,16,13,1,3,6,0,14.1,11.8,1.2,13.0,32,38,164,0.50,0.07,0.57,0.47,0.54,0.51,0.04,0.55,0.42,0.47,29,15,6,11,12,9,15,60.0,6,11,4,7,3,32,35,0,,,,,,,,,,,,,,,,416,621,67.0,5875,1080,245,343,71.4,117,174,67.2,22,38,57.9,2,1.2,1.8,+0.8,17,19,15,2,38,878,40,81,409,398,124,875,38,20,52.6,14,36.8,663,3515,1132,32,24,9,46,29,687,164,14,81,32,39.5,2.90,1.15,0.16,0.41,13.3,1,1,3,0.15,-0.1,+1.2,0,37,45,20,14,3,15,1,0,0,68,59,43,57.8,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
627,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24,1999,36,35,3174,35.3,2,3,5,2,0,0,6,1,1.7,1.7,2.9,4.6,52,124,111,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13,81,51,58,12,11,51,74,68.9,23,44,16,28,37,118,111,0,,,,,,,,,,,,,,,,1486,1830,81.2,24927,8066,729,817,89.2,574,701,81.9,139,213,65.3,3,2.9,2.4,+0.1,37,107,31,16,124,2196,185,752,873,587,48,2196,52,31,59.6,18,34.6,1150,5414,2901,52,43,10,24,11,1256,111,2,30,7,23.3,0.85,0.20,0.07,0.29,21.0,0,0,0,0.06,+0.3,+0.3,1,45,14,2,80,37,51,0,1,0,195,32,25,56.1,78,2.21,67,4,2,3,1,1,7,0.20,6,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
628,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23,2000,23,7,842,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.4,2.4,16,61,32,0.00,0.21,0.21,0.00,0.21,0.10,0.16,0.25,0.10,0.25,29,17,13,9,7,14,40,35.0,26,23,1,22,11,40,10,1,,,,,,,,,,,,,,,,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,+0.6,10,50,11,1,61,555,15,108,260,195,20,555,20,9,45.0,11,55.0,316,1578,846,16,11,3,18,8,346,32,0,9,4,44.4,0.96,0.43,0.00,0.00,18.0,1,0,0,0.10,-0.9,-0.9,0,14,8,3,29,11,17,0,0,0,57,12,11,52.2,26,2.78,18,3,0,3,1,1,5,0.54,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
629,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,8,37,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,19,11,12,5,2,9,19,47.4,10,13,4,9,8,27,15,0,,,,,,,,,,,,,,,,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,486,44,208,218,63,7,486,5,1,20.0,4,80.0,235,1145,561,8,7,0,7,4,282,2,0,2,0,0.0,0.24,0.00,0.00,,15.4,0,0,0,0.12,-0.2,-0.2,0,14,4,0,1,8,11,0,0,0,52,20,15,57.1,10,1.21,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
630,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,22,2001,29,20,1792,19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22,82,28,0.10,0.10,0.20,0.10,0.20,0.09,0.08,0.17,0.09,0.17,36,18,22,12,2,21,46,45.7,25,34,8,26,35,71,42,0,,,,,,,,,,,,,,,,588,757,77.7,10476,3222,255,297,85.9,246,285,86.3,70,123,56.9,2,1.5,0.7,+0.5,20,74,14,0,82,977,79,281,521,191,16,977,26,17,65.4,9,34.6,514,2532,1167,22,20,3,24,13,591,28,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,0.08,+0.2,+0.2,0,13,9,2,26,35,18,0,1,0,118,14,10,58.3,48,2.41,34,5,4,4,1,0,4,0.20,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
631,Danilo,br BRA,DF,Juventus,it Serie A,32,1991,29,27,2452,27.2,1,1,2,1,0,0,7,0,1.3,1.3,0.9,2.2,18,161,21,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08,60,36,38,18,4,32,48,66.7,16,34,15,19,37,97,94,0,,,,,,,,,,,,,,,,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,+0.1,21,148,14,4,161,2118,255,815,1113,200,20,2118,12,8,66.7,1,8.3,1060,4741,2503,18,14,2,13,3,1345,21,1,17,2,11.8,0.62,0.07,0.06,0.50,19.1,0,0,0,0.08,-0.3,-0.3,0,26,14,1,18,37,36,0,0,0,142,37,27,57.8,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
632,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26,1997,14,5,595,6.6,1,0,1,1,0,0,0,0,2.6,2.6,1.1,3.7,24,9,44,0.15,0.00,0.15,0.15,0.15,0.40,0.17,0.57,0.40,0.57,6,4,2,3,1,1,4,25.0,3,4,0,4,3,9,0,0,,,,,,,,,,,,,,,,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,223,4,23,77,127,32,223,21,8,38.1,11,52.4,147,1182,599,24,15,11,10,7,147,44,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,0.10,-1.6,-1.6,0,7,5,3,10,3,4,0,0,0,25,3,5,37.5,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
633,Jayden Danns,eng ENG,FW,Liverpool,eng Premier League,17,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,7,71.4,73,16,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,7,0,0,3,4,0,7,0,0,,0,,3,11,5,0,1,0,0,0,4,2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
634,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24,1998,30,30,2655,29.5,1,0,1,1,0,0,6,0,1.8,1.8,0.4,2.2,27,133,3,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,24,14,12,11,1,15,30,50.0,15,43,30,13,23,47,115,1,,,,,,,,,,,,,,,,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133,2010,248,836,1093,98,22,2010,16,11,68.8,2,12.5,1411,8880,5038,27,29,0,24,8,1236,3,1,21,5,23.8,0.71,0.17,0.05,0.20,14.2,0,0,0,0.09,-0.8,-0.8,0,23,48,2,3,23,14,0,0,0,216,55,27,67.1,32,1.08,27,0,0,3,1,1,3,0.10,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
635,Dante,br BRA,DF,Nice,fr Ligue 1,39,1983,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.9,0.9,1.0,2.0,13,185,6,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06,62,30,44,16,2,38,52,73.1,14,43,22,21,37,99,77,2,,,,,,,,,,,,,,,,2540,2803,90.6,43573,17293,1157,1213,95.4,1141,1202,94.9,183,303,60.4,1,1.0,1.2,0.0,13,170,7,1,185,3067,325,1402,1592,87,20,3067,5,4,80.0,1,20.0,2477,12006,6060,13,20,1,14,5,2315,6,1,15,5,33.3,0.47,0.16,0.07,0.20,13.9,0,0,0,0.06,+0.1,+0.1,0,42,17,0,10,37,30,0,1,0,219,55,31,64.0,51,1.61,49,0,0,2,0,0,6,0.19,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
636,Raimane Daou,km COM,"DF,MF",Marseille,fr Ligue 1,18,2004,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,,,,,,,,,,,,,,,,11,13,84.6,120,30,11,11,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,17,2,8,8,1,0,17,1,0,0.0,1,100.0,12,85,7,0,0,0,0,0,11,1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,0,0,0,0,1,0,0,0,2,0,0,,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
637,Mohammed Daramy,dk DEN,"FW,MF",Reims,fr Ligue 1,21,2002,25,19,1648,18.3,4,5,9,3,1,1,0,0,4.6,3.8,2.4,6.2,72,69,162,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34,10,9,4,4,2,6,16,37.5,10,5,1,4,4,14,4,0,,,,,,,,,,,,,,,,401,527,76.1,5848,1542,222,276,80.4,139,171,81.3,17,29,58.6,5,2.4,2.9,+2.6,23,22,30,3,69,718,7,67,255,410,84,717,94,52,55.3,37,39.4,589,4642,2276,72,46,32,46,19,559,162,4,30,10,33.3,1.64,0.55,0.10,0.30,14.8,0,1,1,0.13,-0.6,-0.8,0,7,28,9,15,4,9,0,0,0,71,5,11,31.3,59,3.22,43,0,9,3,4,0,8,0.44,7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
638,Sergi Darder,es ESP,MF,Mallorca,es La Liga,29,1993,36,21,2157,24.0,2,5,7,2,0,0,4,0,2.2,2.2,6.4,8.6,56,132,75,0.08,0.21,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36,39,26,13,21,5,12,31,38.7,19,20,4,16,16,55,16,0,,,,,,,,,,,,,,,,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5.0,-1.4,51,120,32,14,132,1229,10,141,709,409,30,1229,62,34,54.8,21,33.9,729,4660,2351,56,51,4,48,24,791,75,2,32,12,37.5,1.34,0.50,0.06,0.17,22.4,1,0,0,0.07,-0.2,-0.2,0,19,35,1,149,16,26,0,0,0,124,8,14,36.4,91,3.80,53,29,1,3,4,1,7,0.29,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
639,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24,1999,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,1,1,1,0,0,0,2,0.0,2,2,0,2,5,6,9,1,,,,,,,,,,,,,,,,73,85,85.9,1773,564,11,14,78.6,45,47,95.7,17,23,73.9,0,0.0,0.0,0.0,0,4,0,0,8,103,12,54,46,3,1,103,0,0,,0,,71,330,155,0,0,0,2,0,63,0,0,1,1,100.0,0.74,0.74,0.00,0.00,14.4,0,0,0,0.05,0.0,0.0,0,2,1,0,0,5,1,0,0,0,9,4,0,100.0,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
640,Matteo Darmian,it ITA,DF,Inter,it Serie A,33,1989,33,27,2404,26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,18,72,82,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,48,22,23,15,10,20,53,37.7,33,27,11,16,13,61,55,0,,,,,,,,,,,,,,,,1181,1389,85.0,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,-0.8,22,64,14,6,72,1586,109,540,766,286,27,1586,15,5,33.3,10,66.7,832,3149,1584,18,15,2,18,1,1082,82,2,10,5,50.0,0.37,0.19,0.20,0.40,15.7,0,0,0,0.12,+0.8,+0.8,0,27,11,1,21,13,22,1,2,0,74,20,17,54.1,55,2.06,45,6,0,2,2,0,3,0.11,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
641,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,24,1998,20,3,536,6.0,1,1,2,1,0,0,2,0,2.3,2.3,1.0,3.3,11,17,37,0.17,0.17,0.34,0.17,0.34,0.39,0.16,0.55,0.39,0.55,9,4,2,3,4,4,9,44.4,5,7,0,7,2,11,2,0,,,,,,,,,,,,,,,,107,179,59.8,1382,483,64,90,71.1,30,49,61.2,3,17,17.6,1,1.0,1.2,0.0,10,8,7,2,17,251,2,23,97,136,24,251,22,12,54.5,8,36.4,140,741,318,11,11,3,15,8,164,37,1,13,5,38.5,2.18,0.84,0.08,0.20,16.7,0,0,0,0.18,-1.3,-1.3,0,4,9,0,20,2,4,0,0,0,24,5,12,29.4,20,3.35,15,1,1,1,2,0,2,0.33,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
642,Josh Dasilva,eng ENG,"DF,FW",Brentford,eng Premier League,24,1998,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.00,0.72,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0.0,0,0.2,0.2,-0.2,1,0,0,0,2,26,1,1,6,19,6,26,4,2,50.0,2,50.0,17,153,69,2,0,2,2,4,17,5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,2,0,0,6,0,1,0,0,0,2,0,0,,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
643,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20,2002,15,10,879,9.8,4,1,5,4,0,0,1,0,4.5,4.5,1.8,6.4,21,15,39,0.41,0.10,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65,10,5,3,5,2,3,6,50.0,3,9,3,6,1,11,2,0,,,,,,,,,,,,,,,,117,173,67.6,1574,343,67,94,71.3,36,49,73.5,5,6,83.3,1,1.8,0.3,-0.8,8,9,5,1,15,307,10,36,130,147,45,307,41,15,36.6,22,53.7,187,1226,527,21,9,11,37,20,222,39,4,19,10,52.6,1.95,1.02,0.21,0.40,14.0,0,0,0,0.24,-0.5,-0.5,0,17,10,9,3,1,5,0,0,0,22,13,33,28.3,18,1.84,8,0,4,4,1,1,2,0.20,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
644,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,2.8,2.8,0.3,3.1,20,14,66,0.13,0.00,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41,10,7,3,5,2,4,9,44.4,5,4,0,4,0,10,5,0,,,,,,,,,,,,,,,,106,152,69.7,1536,346,65,83,78.3,25,39,64.1,9,10,90.0,0,0.3,0.3,-0.3,5,5,8,2,14,288,6,21,98,176,42,288,49,19,38.8,26,53.1,180,1265,523,20,16,13,31,26,207,66,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,0.11,-1.8,-1.8,0,8,12,4,11,0,7,0,0,0,25,10,17,37.0,28,3.70,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
645,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22,2001,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.5,0.5,0.4,0.9,26,70,48,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,36,27,19,14,3,18,29,62.1,11,30,9,21,26,62,55,2,,,,,,,,,,,,,,,,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70,1005,61,314,506,202,16,1005,24,12,50.0,9,37.5,412,1922,1152,26,17,1,22,11,467,48,0,12,3,25.0,0.72,0.18,0.00,0.00,17.2,0,0,0,0.04,-0.5,-0.5,0,27,16,1,33,26,27,0,0,0,68,58,21,73.4,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
646,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23,2000,34,30,2629,29.2,19,4,23,17,2,3,4,0,17.5,15.0,3.3,18.3,47,79,198,0.65,0.14,0.79,0.58,0.72,0.60,0.11,0.71,0.51,0.63,26,15,6,13,7,8,26,30.8,18,16,0,16,9,35,4,0,,,,,,,,,,,,,,,,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,+0.7,32,53,26,1,79,908,6,60,454,404,128,905,39,15,38.5,19,48.7,712,3779,1494,47,33,22,55,44,693,198,19,76,43,56.6,2.60,1.47,0.22,0.40,14.1,0,2,3,0.20,+1.5,+2.0,0,29,56,13,2,9,15,2,0,0,83,21,67,23.9,77,2.64,58,1,3,9,6,0,9,0.31,3,0,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
647,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22,2000,29,24,2065,22.9,2,5,7,2,0,0,0,0,1.0,1.0,2.9,3.8,121,117,139,0.09,0.22,0.31,0.09,0.31,0.04,0.12,0.17,0.04,0.17,47,24,29,13,5,30,53,56.6,23,30,4,26,26,73,49,1,,,,,,,,,,,,,,,,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,+2.1,37,88,31,7,117,1934,60,547,871,558,64,1934,122,70,57.4,47,38.5,1225,7683,4482,121,93,35,40,24,1339,139,2,13,4,30.8,0.57,0.17,0.15,0.50,22.2,0,0,0,0.08,+1.0,+1.0,0,16,20,0,31,26,24,0,1,0,179,14,9,60.9,76,3.31,63,1,7,1,2,2,14,0.61,10,1,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
648,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30,1993,17,12,1090,12.1,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,13,71,20,0.08,0.00,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23,24,17,13,8,3,16,21,76.2,5,17,15,2,10,34,35,0,,,,,,,,,,,,,,,,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,-0.4,4,80,4,0,71,972,97,406,473,96,23,972,10,4,40.0,6,60.0,593,3265,2044,13,13,1,2,3,685,20,1,12,2,16.7,0.99,0.17,0.08,0.50,11.8,0,0,0,0.19,-1.3,-1.3,0,8,19,0,10,10,17,1,0,0,53,29,21,58.0,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
649,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25,1998,9,2,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3,8,3,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.14,0.17,10,5,4,3,3,3,9,33.3,6,2,1,1,3,13,6,1,,,,,,,,,,,,,,,,68,99,68.7,901,310,41,50,82.0,20,27,74.1,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,0,8,142,9,44,65,34,5,142,8,2,25.0,5,62.5,67,381,167,3,2,1,3,4,76,3,0,4,1,25.0,1.63,0.41,0.00,0.00,15.4,0,0,0,0.09,-0.4,-0.4,0,7,2,0,4,3,5,0,1,0,21,3,3,50.0,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
650,Keinan Davis,eng ENG,"FW,MF",Udinese,it Serie A,25,1998,8,0,186,2.1,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,2,6,15,0.48,0.00,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,-0.1,3,3,2,0,6,76,3,8,20,50,9,76,5,3,60.0,1,20.0,41,334,74,2,1,3,9,3,61,15,1,6,3,50.0,2.90,1.45,0.17,0.33,14.9,0,0,0,0.08,+0.5,+0.5,0,5,3,3,0,0,0,0,0,0,5,9,5,64.3,11,5.32,8,0,0,3,0,0,1,0.48,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,2023-2024
