player,season,nation,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves,prev_1_rating,prev_2_rating,rating_change_1yr,rolling_avg_3yr,Goals_per_90,Assists_per_90,Expected Goals_per_90,Progressive Passes_per_90,Tackles Won_per_90,Interceptions_per_90,Saves_per_90,age_squared,pos_DF,pos_FW,pos_GK,pos_MF,next_season_rating
Aaron Connolly,2019,Ireland,19,24,1258.0,6.680000000000001,3,1,4.0,10,6,0,0,,,,6.680000000000001,0.2146263910969793,0.07154213036565978,0.2861685214626391,0.7154213036565977,0.4292527821939586,0.0,0.0,361,False,True,False,False,6.62
Aaron Connolly,2020,Ireland,20,17,791.0,6.62,2,1,4.0,4,3,0,0,6.680000000000001,,,6.65,0.22756005056890014,0.11378002528445007,0.45512010113780027,0.45512010113780027,0.3413400758533502,0.0,0.0,400,False,True,False,False,6.633504863982215
Aaron Cresswell,2017,England,27,36,3069.0,6.86,1,3,0.8,128,21,44,0,,,,6.86,0.02932551319648094,0.08797653958944282,0.02346041055718475,3.7536656891495603,0.6158357771260997,1.2903225806451613,0.0,729,True,False,False,False,6.8100000000000005
Aaron Cresswell,2018,England,28,20,1589.0,6.8100000000000005,0,1,0.5,94,16,23,0,6.86,,,6.835000000000001,0.0,0.056639395846444306,0.028319697923222153,5.324103209565765,0.9062303335431089,1.302706104468219,0.0,784,True,False,False,False,6.709999999999999
Aaron Cresswell,2019,England,29,31,2727.0,6.709999999999999,3,0,1.4,166,26,35,0,6.8100000000000005,6.86,-0.04999999999999982,6.793333333333333,0.099009900990099,0.0,0.046204620462046195,5.478547854785479,0.8580858085808581,1.155115511551155,0.0,841,True,False,False,False,7.1
Aaron Cresswell,2020,England,30,36,3170.0,7.1,0,8,1.0,162,13,32,0,6.709999999999999,6.8100000000000005,-0.10000000000000142,6.873333333333334,0.0,0.22712933753943218,0.028391167192429023,4.599369085173501,0.3690851735015773,0.9085173501577287,0.0,900,True,False,False,False,7.01
Aaron Cresswell,2021,England,31,31,2726.0,7.01,2,3,1.1,186,18,35,0,7.1,6.709999999999999,0.39000000000000057,6.939999999999999,0.06603081438004402,0.09904622157006603,0.03631694790902422,6.140865737344094,0.5942773294203962,1.1555392516507703,0.0,961,True,False,False,False,6.88
Aaron Cresswell,2022,England,32,28,2235.0,6.88,0,1,0.3,145,11,27,0,7.01,7.1,-0.08999999999999986,6.996666666666667,0.0,0.04026845637583893,0.012080536912751677,5.838926174496644,0.4429530201342282,1.087248322147651,0.0,1024,True,False,False,False,6.676941991539909
Aaron Lennon,2017,England,30,29,955.5,6.5,0,2,0.8,47,24,19,0,,,,6.5,0.0,0.18838304552590268,0.07535321821036108,4.427001569858713,2.260596546310832,1.7896389324960755,0.0,900,False,False,False,True,6.61
Aaron Lennon,2018,England,31,16,1215.0,6.61,1,1,0.8,18,16,10,0,6.5,,,6.555,0.07407407407407407,0.07407407407407407,0.05925925925925926,1.3333333333333335,1.1851851851851851,0.7407407407407408,0.0,961,False,False,False,True,6.48
Aaron Lennon,2019,England,32,16,496.0,6.48,0,0,0.0,7,8,8,0,6.61,6.5,0.11000000000000032,6.53,0.0,0.0,0.0,1.2701612903225805,1.4516129032258065,1.4516129032258065,0.0,1024,False,False,False,True,6.58
Aaron Leya Iseka,2018,Belgium,20,28,1444.0,6.6,4,0,3.9,20,4,1,0,,,,6.6,0.24930747922437674,0.0,0.24307479224376732,1.2465373961218835,0.24930747922437674,0.062326869806094184,0.0,400,False,True,False,False,6.52
Aaron Leya Iseka,2019,Belgium,21,22,777.0,6.52,2,0,5.0,12,0,1,0,6.6,,,6.56,0.23166023166023164,0.0,0.5791505791505791,1.38996138996139,0.0,0.11583011583011582,0.0,441,False,True,False,False,6.64
Aaron Mooy,2017,Australia,26,36,3067.0,7.0200000000000005,4,3,3.0,239,60,38,0,,,,7.0200000000000005,0.11737854581023802,0.0880339093576785,0.0880339093576785,7.0133681121617215,1.7606781871535702,1.1150961851972612,0.0,676,False,False,False,True,6.96
Aaron Mooy,2018,Australia,27,29,2330.0,6.96,3,1,2.8,154,42,14,0,7.0200000000000005,,,6.99,0.11587982832618027,0.03862660944206008,0.10815450643776824,5.948497854077253,1.6223175965665235,0.5407725321888412,0.0,729,False,False,False,True,6.85
Aaron Ramsdale,2019,England,21,37,3330.0,6.9,0,1,0.0,0,3,0,124,,,,6.9,0.0,0.027027027027027025,0.0,0.0,0.08108108108108109,0.0,3.3513513513513513,441,False,False,True,False,6.87
Aaron Ramsdale,2020,England,22,38,3420.0,6.87,0,0,0.0,0,1,2,145,6.9,,,6.885,0.0,0.0,0.0,0.0,0.026315789473684213,0.052631578947368425,3.81578947368421,484,False,False,True,False,6.92
Aaron Ramsdale,2021,England,23,34,3060.0,6.92,0,0,0.0,1,1,0,90,6.87,6.9,-0.03000000000000025,6.896666666666667,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,2.6470588235294117,529,False,False,True,False,6.86
Aaron Ramsdale,2022,England,24,38,3420.0,6.86,0,0,0.0,8,1,0,94,6.92,6.87,0.04999999999999982,6.883333333333333,0.0,0.0,0.0,0.2105263157894737,0.026315789473684213,0.0,2.473684210526316,576,False,False,True,False,6.665919464564591
Aaron Ramsey,2017,Wales,26,24,1846.0,7.28,7,8,6.1,134,27,24,0,,,,7.28,0.3412784398699892,0.39003250270855905,0.2973997833152762,6.533044420368364,1.3163596966413869,1.1700975081256773,0.0,676,False,False,False,True,6.86
Aaron Ramsey,2018,Wales,27,28,1331.0,6.86,4,6,3.4,88,18,9,0,7.28,,,7.07,0.270473328324568,0.40570999248685197,0.22990232907588282,5.950413223140496,1.217129977460556,0.608564988730278,0.0,729,False,False,False,True,6.8
Aaron Ramsey,2019,Wales,28,24,1051.0,6.8,3,1,2.5,58,15,11,0,6.86,7.28,-0.41999999999999993,6.98,0.25689819219790677,0.0856327307326356,0.21408182683158897,4.966698382492864,1.2844909609895339,0.9419600380589914,0.0,784,False,False,False,True,6.97
Aaron Ramsey,2020,Wales,29,22,1089.0,6.97,2,4,4.2,72,14,7,0,6.8,6.86,-0.0600000000000005,6.876666666666666,0.1652892561983471,0.3305785123966942,0.34710743801652894,5.950413223140496,1.1570247933884297,0.5785123966942148,0.0,841,False,False,False,True,6.6451091526400345
Aaron Ramsey,2021,Wales,30,3,99.0,6.6451091526400345,0,0,0.0,4,0,1,0,6.97,6.8,0.16999999999999993,6.805036384213345,0.0,0.0,0.0,3.6363636363636367,0.0,0.9090909090909092,0.0,900,False,False,False,True,6.920000000000001
Aaron Ramsey,2022,Wales,31,27,1584.0,6.920000000000001,1,1,2.5,126,25,17,0,6.6451091526400345,6.97,-0.3248908473599652,6.845036384213344,0.05681818181818182,0.05681818181818182,0.14204545454545453,7.159090909090909,1.4204545454545456,0.9659090909090908,0.0,961,False,False,False,True,6.52
Aaron Wan-Bissaka,2017,England,19,7,627.0,6.677287430419026,0,0,0.0,23,19,15,0,,,,6.677287430419026,0.0,0.0,0.0,3.3014354066985647,2.7272727272727275,2.15311004784689,0.0,361,True,False,False,False,7.03
Aaron Wan-Bissaka,2018,England,20,35,3134.0,7.03,0,3,0.5,159,90,84,0,6.677287430419026,,,6.853643715209513,0.0,0.08615188257817485,0.014358647096362477,4.5660497766432675,2.5845564773452456,2.412252712188896,0.0,400,True,False,False,False,7.079999999999999
Aaron Wan-Bissaka,2019,England,21,35,3070.0,7.079999999999999,0,4,0.7,134,80,66,0,7.03,6.677287430419026,0.35271256958097386,6.929095810139676,0.0,0.11726384364820848,0.02052117263843648,3.9283387622149837,2.3452768729641695,1.9348534201954397,0.0,441,True,False,False,False,7.14
Aaron Wan-Bissaka,2020,England,22,34,3060.0,7.14,2,4,0.9,145,54,62,0,7.079999999999999,7.03,0.049999999999998934,7.083333333333333,0.058823529411764705,0.11764705882352941,0.02647058823529412,4.264705882352941,1.588235294117647,1.823529411764706,0.0,484,True,False,False,False,6.91
Aaron Wan-Bissaka,2021,England,23,20,1793.0,6.91,0,0,0.3,61,36,34,0,7.14,7.079999999999999,0.0600000000000005,7.043333333333333,0.0,0.0,0.015058561070831008,3.0619074177356382,1.807027328499721,1.7066369213608479,0.0,529,True,False,False,False,6.98
Aaron Wan-Bissaka,2022,England,24,19,1435.0,6.98,0,0,1.2,55,25,22,0,6.91,7.14,-0.22999999999999954,7.010000000000001,0.0,0.0,0.07526132404181185,3.449477351916376,1.5679442508710801,1.3797909407665505,0.0,576,True,False,False,False,6.95
Aarón Martín,2017,Spain,20,32,2815.0,6.81,0,0,0.1,86,36,49,0,,,,6.81,0.0,0.0,0.0031971580817051507,2.74955595026643,1.1509769094138544,1.566607460035524,0.0,400,True,False,False,False,7.09
Aarón Martín,2018,Spain,21,33,2878.0,7.09,0,3,0.8,106,30,38,0,6.81,,,6.949999999999999,0.0,0.09381514940931202,0.025017373175816537,3.3148019457956917,0.9381514940931202,1.1883252258512855,0.0,441,True,False,False,False,6.71
Aarón Martín,2019,Spain,22,22,1792.0,6.71,0,0,0.3,44,15,30,0,7.09,6.81,0.28000000000000025,6.87,0.0,0.0,0.015066964285714286,2.2098214285714284,0.7533482142857143,1.5066964285714286,0.0,484,True,False,False,False,6.63
Aarón Martín,2020,Spain,23,24,901.0,6.63,0,3,0.2,51,22,15,0,6.71,7.09,-0.3799999999999999,6.81,0.0,0.2996670366259711,0.01997780244173141,5.09433962264151,2.197558268590455,1.498335183129856,0.0,529,True,False,False,False,7.03
Aarón Martín,2021,Spain,24,28,2292.0,7.03,1,1,1.0,69,33,20,0,6.63,6.71,-0.08000000000000007,6.79,0.03926701570680628,0.03926701570680628,0.03926701570680628,2.7094240837696337,1.2958115183246073,0.7853403141361257,0.0,576,True,False,False,False,6.87
Aarón Martín,2022,Spain,25,28,1847.0,6.87,5,3,2.2,86,27,15,0,7.03,6.63,0.40000000000000036,6.843333333333334,0.24363833243096913,0.1461829994585815,0.10720086626962642,4.190579317812669,1.3156469951272334,0.7309149972929074,0.0,625,True,False,False,False,6.67
Abdelhamid Sabiri,2017,Morocco,20,5,220.0,6.672346784660107,0,1,0.3,13,4,1,0,,,,6.672346784660107,0.0,0.40909090909090906,0.12272727272727271,5.318181818181818,1.6363636363636362,0.40909090909090906,0.0,400,False,False,False,True,6.68
Abdelhamid Sabiri,2019,Morocco,22,24,1048.0,6.68,4,1,3.1,42,16,8,0,6.672346784660107,,,6.676173392330053,0.34351145038167935,0.08587786259541984,0.26622137404580154,3.6068702290076335,1.3740458015267174,0.6870229007633587,0.0,484,False,False,False,True,7.080000000000001
Abdelhamid Sabiri,2021,Morocco,24,14,893.0,7.080000000000001,3,2,1.4,35,18,7,0,6.68,6.672346784660107,0.007653215339892938,6.81078226155337,0.3023516237402015,0.20156774916013437,0.14109742441209405,3.5274356103023514,1.8141097424412094,0.7054871220604704,0.0,576,False,False,False,True,6.7
Abdou Harroui,2021,Netherlands,23,22,452.0,6.62,0,0,0.5,29,4,4,0,,,,6.62,0.0,0.0,0.09955752212389381,5.774336283185841,0.7964601769911505,0.7964601769911505,0.0,529,False,False,False,True,6.660000000000001
Abdou Harroui,2022,Netherlands,24,23,647.0,6.660000000000001,2,0,1.5,36,6,2,0,6.62,,,6.640000000000001,0.2782071097372488,0.0,0.20865533230293662,5.0077279752704795,0.8346213292117465,0.2782071097372488,0.0,576,False,False,False,True,6.89
Abdoul Kader Bamba,2019,France,25,27,1468.0,6.87,1,3,2.0,58,15,16,0,,,,6.87,0.061307901907356945,0.18392370572207084,0.12261580381471389,3.555858310626703,0.9196185286103542,0.9809264305177111,0.0,625,False,True,False,False,6.78
Abdoul Kader Bamba,2020,France,26,29,917.0,6.78,3,1,2.4,43,3,7,0,6.87,,,6.825,0.29443838604143946,0.09814612868047982,0.23555070883315157,4.220283533260632,0.29443838604143946,0.6870229007633587,0.0,676,False,True,False,False,6.640393587371822
Abdoul Kader Bamba,2022,France,28,4,78.0,6.640393587371822,0,0,0.1,3,0,0,0,6.78,6.87,-0.08999999999999986,6.763464529123941,0.0,0.0,0.11538461538461539,3.4615384615384617,0.0,0.0,0.0,784,False,True,False,False,6.84
Abdoulaye Doucouré,2017,Mali,24,37,3324.0,7.02,7,3,3.5,222,52,54,0,,,,7.02,0.1895306859205776,0.0812274368231047,0.0947653429602888,6.0108303249097474,1.407942238267148,1.4620938628158844,0.0,576,False,False,False,True,6.81
Abdoulaye Doucouré,2018,Mali,25,35,3062.0,6.81,5,6,6.2,202,38,34,0,7.02,,,6.914999999999999,0.14696276943174397,0.17635532331809275,0.1822338340953625,5.937295885042455,1.116917047681254,0.999346832135859,0.0,625,False,False,False,True,6.8
Abdoulaye Doucouré,2019,Mali,26,37,3156.0,6.8,4,2,5.2,161,30,31,0,6.81,7.02,-0.20999999999999996,6.876666666666666,0.11406844106463877,0.05703422053231939,0.1482889733840304,4.591254752851711,0.8555133079847909,0.8840304182509505,0.0,676,False,False,False,True,6.9
Abdoulaye Doucouré,2020,Mali,27,29,2443.0,6.9,2,3,2.3,104,32,39,0,6.8,6.81,-0.009999999999999787,6.836666666666666,0.07367990176013099,0.11051985264019647,0.08473188702415063,3.831354891526811,1.1788784281620959,1.4367580843225543,0.0,729,False,False,False,True,6.8500000000000005
Abdoulaye Doucouré,2021,Mali,28,30,2537.0,6.8500000000000005,2,4,2.2,113,43,28,0,6.9,6.8,0.10000000000000053,6.8500000000000005,0.07094994087504927,0.14189988175009854,0.0780449349625542,4.008671659440283,1.5254237288135593,0.9932991722506899,0.0,784,False,False,False,True,6.74
Abdoulaye Doucouré,2022,Mali,29,25,1533.0,6.74,5,2,2.4,38,20,13,0,6.8500000000000005,6.9,-0.04999999999999982,6.830000000000001,0.29354207436399216,0.11741682974559686,0.14090019569471623,2.23091976516634,1.1741682974559686,0.7632093933463796,0.0,841,False,False,False,True,6.91
Abdoulaye Touré,2017,Guinea,23,36,2810.0,6.9,1,1,1.5,184,52,62,0,,,,6.9,0.03202846975088968,0.03202846975088968,0.048042704626334524,5.893238434163702,1.6654804270462633,1.9857651245551602,0.0,529,False,False,False,True,6.85
Abdoulaye Touré,2018,Guinea,24,34,2749.0,6.85,3,1,2.2,146,31,47,0,6.9,,,6.875,0.09821753364859948,0.032739177882866496,0.0720261913423063,4.779919970898509,1.0149145143688614,1.5387413604947253,0.0,576,False,False,False,True,6.93
Abdoulaye Touré,2019,Guinea,25,27,2221.0,6.93,3,0,3.1,130,21,29,0,6.85,6.9,-0.05000000000000071,6.8933333333333335,0.12156686177397569,0.0,0.12561909049977488,5.267897343538946,0.8509680324178298,1.1751463304817649,0.0,625,False,False,False,True,6.8
Abdoulaye Touré,2020,Guinea,26,29,1681.0,6.8,2,2,2.6,101,12,22,0,6.93,6.85,0.08000000000000007,6.859999999999999,0.10707911957168352,0.10707911957168352,0.13920285544318858,5.407495538370018,0.6424747174301011,1.1778703152885188,0.0,676,False,False,False,True,6.6629400857078025
Abdoulaye Touré,2021,Guinea,27,8,430.0,6.6629400857078025,0,0,0.1,17,4,4,0,6.8,6.93,-0.1299999999999999,6.797646695235934,0.0,0.0,0.020930232558139535,3.558139534883721,0.8372093023255813,0.8372093023255813,0.0,729,False,False,False,True,6.89
Abdu Conté,2021,Portugal,23,17,1347.0,6.59,0,1,0.2,37,12,4,0,,,,6.59,0.0,0.06681514476614699,0.013363028953229399,2.472160356347439,0.8017817371937639,0.26726057906458794,0.0,529,True,False,False,False,6.669999999999999
Abdul Mumin,2022,Ghana,24,16,922.0,6.510000000000001,0,0,0.4,19,9,9,0,,,,6.510000000000001,0.0,0.0,0.039045553145336226,1.8546637744034709,0.8785249457700651,0.8785249457700651,0.0,576,True,False,False,False,6.87
Abdón Prats,2019,Spain,26,20,279.0,6.46,0,0,1.5,5,1,0,0,,,,6.46,0.0,0.0,0.4838709677419355,1.6129032258064515,0.3225806451612903,0.0,0.0,676,False,True,False,False,6.709999999999999
Abdón Prats,2021,Spain,28,23,641.0,6.709999999999999,3,0,1.5,17,2,1,0,6.46,,,6.584999999999999,0.421216848673947,0.0,0.2106084243369735,2.386895475819033,0.28081123244929795,0.14040561622464898,0.0,784,False,True,False,False,6.549999999999999
Abdón Prats,2022,Spain,29,26,416.0,6.549999999999999,1,1,0.7,8,0,0,0,6.709999999999999,6.46,0.2499999999999991,6.573333333333333,0.21634615384615385,0.21634615384615385,0.15144230769230768,1.7307692307692308,0.0,0.0,0.0,841,False,True,False,False,6.819999999999999
Ablie Jallow,2017,Gambia,18,2,129.0,6.6437872237693,0,0,0.1,2,1,3,0,,,,6.6437872237693,0.0,0.0,0.06976744186046512,1.3953488372093024,0.6976744186046512,2.0930232558139537,0.0,324,False,True,False,False,6.81
Aboubakar Kamara,2018,Mauritania,23,13,693.0,6.72,3,0,3.7,6,4,1,0,,,,6.72,0.38961038961038963,0.0,0.48051948051948057,0.7792207792207793,0.5194805194805194,0.12987012987012986,0.0,529,False,True,False,False,6.662503621912885
Achraf Dari,2022,Morocco,23,18,1317.0,6.68,1,0,0.4,33,14,19,0,,,,6.68,0.0683371298405467,0.0,0.02733485193621868,2.2551252847380407,0.9567198177676537,1.2984054669703873,0.0,529,True,False,False,False,6.657318429981331
Achraf Hakimi,2017,Morocco,18,9,757.0,6.742645257016993,2,0,0.3,31,15,10,0,,,,6.742645257016993,0.23778071334214002,0.0,0.035667107001321,3.6856010568031707,1.7833553500660502,1.1889035667107002,0.0,324,True,False,False,False,6.94
Achraf Hakimi,2018,Morocco,19,21,1740.0,6.94,2,4,1.7,107,19,29,0,6.742645257016993,,,6.841322628508497,0.10344827586206896,0.20689655172413793,0.08793103448275862,5.5344827586206895,0.9827586206896551,1.5,0.0,361,True,False,False,False,7.069999999999999
Achraf Hakimi,2019,Morocco,20,33,2715.0,7.069999999999999,5,10,4.9,168,41,30,0,6.94,6.742645257016993,0.19735474298300737,6.917548419005665,0.16574585635359115,0.3314917127071823,0.16243093922651936,5.569060773480663,1.3591160220994476,0.9944751381215469,0.0,400,True,False,False,False,7.05
Achraf Hakimi,2020,Morocco,21,37,2665.0,7.05,7,8,4.7,98,32,22,0,7.069999999999999,6.94,0.129999999999999,7.0200000000000005,0.23639774859287055,0.2701688555347092,0.15872420262664166,3.3095684803001877,1.0806754221388368,0.7429643527204502,0.0,441,True,False,False,False,6.929999999999999
Achraf Hakimi,2021,Morocco,22,32,2479.0,6.929999999999999,4,6,2.5,99,51,28,0,7.05,7.069999999999999,-0.019999999999999574,7.016666666666666,0.14521984671238403,0.217829770068576,0.09076240419524001,3.594191206131505,1.8515530455828964,1.0165389269866882,0.0,484,True,False,False,False,6.92
Achraf Hakimi,2022,Morocco,23,28,2053.0,6.92,5,3,3.8,99,34,16,0,6.929999999999999,7.05,-0.120000000000001,6.966666666666666,0.21919142717973697,0.13151485630784218,0.16658548465660009,4.3399902581587915,1.4905017048222113,0.7014125669751583,0.0,529,True,False,False,False,7.34
Adam Armstrong,2021,England,24,23,1413.0,6.71,2,2,4.5,30,4,3,0,,,,6.71,0.12738853503184713,0.12738853503184713,0.28662420382165604,1.9108280254777068,0.25477707006369427,0.19108280254777069,0.0,576,False,True,False,False,6.57
Adam Bodzek,2018,Germany,32,21,1596.0,6.7,0,1,0.1,57,27,26,0,,,,6.7,0.0,0.05639097744360902,0.005639097744360902,3.214285714285714,1.5225563909774436,1.4661654135338344,0.0,1024,False,False,False,True,6.61
Adam Forshaw,2021,England,29,22,1530.0,6.730000000000001,0,1,0.5,80,23,19,0,,,,6.730000000000001,0.0,0.058823529411764705,0.029411764705882353,4.705882352941177,1.3529411764705883,1.1176470588235294,0.0,841,False,False,False,True,6.680637509408201
Adam Hložek,2022,Czech Republic,20,29,1286.0,6.8,5,3,2.7,32,4,6,0,,,,6.8,0.3499222395023328,0.2099533437013997,0.18895800933125972,2.23950233281493,0.27993779160186627,0.4199066874027994,0.0,400,False,True,False,False,6.87
Adam Idah,2019,Ireland,18,12,228.0,6.624334499007024,0,0,1.0,2,2,0,0,,,,6.624334499007024,0.0,0.0,0.39473684210526316,0.7894736842105263,0.7894736842105263,0.0,0.0,324,False,True,False,False,6.78
Adam Lallana,2017,England,29,12,308.0,6.66299741160826,0,0,1.5,33,1,1,0,,,,6.66299741160826,0.0,0.0,0.4383116883116883,9.642857142857142,0.29220779220779225,0.29220779220779225,0.0,841,False,False,False,True,6.73
Adam Lallana,2018,England,30,13,468.0,6.73,0,0,0.3,30,9,5,0,6.66299741160826,,,6.69649870580413,0.0,0.0,0.057692307692307696,5.769230769230768,1.7307692307692308,0.9615384615384616,0.0,900,False,False,False,True,6.63
Adam Lallana,2019,England,31,15,382.0,6.63,1,1,0.8,23,9,5,0,6.73,6.66299741160826,0.06700258839174023,6.674332470536086,0.23560209424083772,0.23560209424083772,0.1884816753926702,5.4188481675392675,2.1204188481675392,1.1780104712041886,0.0,961,False,False,False,True,6.78
Adam Lallana,2020,England,32,30,1596.0,6.78,1,1,1.6,109,13,15,0,6.63,6.73,-0.10000000000000053,6.713333333333334,0.05639097744360902,0.05639097744360902,0.09022556390977443,6.146616541353383,0.7330827067669172,0.8458646616541353,0.0,1024,False,False,False,True,6.740000000000001
Adam Lallana,2021,England,33,24,1561.0,6.740000000000001,0,1,1.1,76,17,16,0,6.78,6.63,0.15000000000000036,6.716666666666668,0.0,0.05765534913516976,0.06342088404868675,4.381806534272902,0.9801409352978859,0.9224855861627161,0.0,1089,False,False,False,True,6.779999999999999
Adam Lallana,2022,England,34,16,722.0,6.779999999999999,2,1,0.9,33,4,2,0,6.740000000000001,6.78,-0.03999999999999915,6.766666666666667,0.24930747922437674,0.12465373961218837,0.11218836565096953,4.1135734072022165,0.4986149584487535,0.24930747922437674,0.0,1156,False,False,False,True,6.68
Adam Marušić,2017,Montenegro,24,32,2523.0,6.780000000000001,3,4,3.1,67,21,31,0,,,,6.780000000000001,0.1070154577883472,0.1426872770511296,0.11058263971462545,2.390011890606421,0.7491082045184304,1.1058263971462545,0.0,576,True,False,False,False,6.72
Adam Marušić,2018,Montenegro,25,26,2111.0,6.72,1,1,1.0,59,15,24,0,6.780000000000001,,,6.75,0.04263382283278067,0.04263382283278067,0.04263382283278067,2.5153955471340597,0.63950734249171,1.0232117479867362,0.0,625,True,False,False,False,6.74
Adam Marušić,2019,Montenegro,26,15,942.0,6.74,2,1,1.9,9,6,14,0,6.72,6.780000000000001,-0.060000000000001386,6.746666666666667,0.19108280254777069,0.09554140127388534,0.18152866242038215,0.8598726114649681,0.5732484076433121,1.3375796178343948,0.0,676,True,False,False,False,6.77
Adam Marušić,2020,Montenegro,27,36,2966.0,6.77,2,3,2.2,92,22,40,0,6.74,6.72,0.020000000000000462,6.743333333333333,0.060687795010114634,0.09103169251517196,0.0667565745111261,2.791638570465273,0.6675657451112609,1.2137559002022926,0.0,729,True,False,False,False,6.69
Adam Marušić,2021,Montenegro,28,33,2721.0,6.69,1,0,0.2,111,18,41,0,6.77,6.74,0.02999999999999936,6.733333333333334,0.03307607497243661,0.0,0.006615214994487322,3.671444321940463,0.5953693495038589,1.3561190738699007,0.0,784,True,False,False,False,6.85
Adam Marušić,2022,Montenegro,29,33,2760.0,6.85,0,2,0.7,116,30,38,0,6.69,6.77,-0.07999999999999918,6.77,0.0,0.06521739130434782,0.022826086956521736,3.782608695652174,0.9782608695652174,1.2391304347826086,0.0,841,True,False,False,False,6.77
Adam Masina,2017,Morocco,23,34,2830.0,6.69,0,1,1.9,162,57,51,0,,,,6.69,0.0,0.03180212014134275,0.060424028268551234,5.151943462897527,1.8127208480565373,1.6219081272084803,0.0,529,True,False,False,False,6.81
Adam Masina,2018,Morocco,24,14,1004.0,6.81,0,1,0.1,39,17,17,0,6.69,,,6.75,0.0,0.08964143426294821,0.008964143426294821,3.49601593625498,1.5239043824701195,1.5239043824701195,0.0,576,True,False,False,False,6.73
Adam Masina,2019,Morocco,25,26,1821.0,6.73,1,0,0.9,73,22,28,0,6.81,6.69,0.11999999999999922,6.743333333333333,0.04942339373970346,0.0,0.044481054365733116,3.6079077429983526,1.087314662273476,1.383855024711697,0.0,625,True,False,False,False,6.65
Adam Masina,2021,Morocco,27,15,1077.0,6.65,0,1,0.3,37,13,18,0,6.73,6.81,-0.07999999999999918,6.7299999999999995,0.0,0.08356545961002786,0.025069637883008356,3.0919220055710306,1.0863509749303621,1.5041782729805016,0.0,729,True,False,False,False,6.69
Adam Masina,2022,Morocco,28,14,789.0,6.69,2,0,0.1,24,7,10,0,6.65,6.73,-0.08000000000000007,6.69,0.22813688212927755,0.0,0.01140684410646388,2.7376425855513307,0.7984790874524715,1.1406844106463878,0.0,784,True,False,False,False,6.71
Adam Obert,2021,Slovakia,18,6,274.0,6.646751838121891,0,0,0.0,5,5,4,0,,,,6.646751838121891,0.0,0.0,0.0,1.6423357664233575,1.6423357664233575,1.313868613138686,0.0,324,True,False,False,False,6.56
Adam Ounas,2017,Algeria,20,7,96.0,6.637012572941146,0,0,0.2,4,3,0,0,,,,6.637012572941146,0.0,0.0,0.1875,3.75,2.8125,0.0,0.0,400,False,True,False,False,6.86
Adam Ounas,2018,Algeria,21,18,538.0,6.86,3,0,1.4,30,2,2,0,6.637012572941146,,,6.748506286470573,0.5018587360594795,0.0,0.23420074349442377,5.018587360594795,0.33457249070631967,0.33457249070631967,0.0,441,False,False,False,True,7.16
Adam Ounas,2019,Algeria,22,16,1123.0,7.16,2,4,2.0,52,5,11,0,6.86,6.637012572941146,0.22298742705885388,6.88567085764705,0.16028495102404275,0.3205699020480855,0.16028495102404275,4.167408726625111,0.40071237756010686,0.8815672306322351,0.0,484,False,True,False,False,7.26
Adam Ounas,2020,Algeria,23,22,753.5,7.26,4,4,3.2,84,6,6,0,7.16,6.86,0.2999999999999998,7.093333333333334,0.47777040477770405,0.47777040477770405,0.3822163238221632,10.033178500331784,0.7166556071665562,0.7166556071665562,0.0,529,False,True,False,False,6.82
Adam Ounas,2021,Algeria,24,15,326.0,6.82,0,0,0.7,31,1,2,0,7.26,7.16,0.09999999999999964,7.080000000000001,0.0,0.0,0.19325153374233126,8.558282208588958,0.27607361963190186,0.5521472392638037,0.0,576,False,False,False,True,6.959999999999999
Adam Ounas,2022,Algeria,25,23,539.5,6.959999999999999,1,1,2.3,70,11,8,0,6.82,7.26,-0.4399999999999995,7.013333333333333,0.16682113067655235,0.16682113067655235,0.3836886005560704,11.677479147358664,1.835032437442076,1.3345690454124188,0.0,625,False,True,False,False,6.869999999999999
Adam Smith,2017,England,26,27,2071.0,6.75,1,3,0.5,90,36,31,0,,,,6.75,0.04345726702076291,0.13037180106228874,0.021728633510381457,3.911154031868662,1.5644616127474649,1.3471752776436505,0.0,676,True,False,False,False,6.63
Adam Smith,2018,England,27,25,2066.0,6.63,1,1,0.5,98,32,31,0,6.75,,,6.6899999999999995,0.04356243949661181,0.04356243949661181,0.021781219748305904,4.269119070667958,1.3939980638915779,1.350435624394966,0.0,729,True,False,False,False,6.5
Adam Smith,2019,England,28,24,2055.0,6.5,0,1,0.8,93,32,25,0,6.63,6.75,-0.1200000000000001,6.626666666666666,0.0,0.043795620437956206,0.035036496350364967,4.072992700729928,1.4014598540145986,1.094890510948905,0.0,784,True,False,False,False,6.53
Adam Smith,2022,England,31,37,2943.0,6.53,0,1,0.5,83,29,25,0,6.5,6.63,-0.1299999999999999,6.553333333333334,0.0,0.030581039755351685,0.015290519877675842,2.53822629969419,0.8868501529051988,0.764525993883792,0.0,961,True,False,False,False,6.69
Adam Webster,2019,England,24,31,2668.0,6.91,3,1,1.3,119,17,45,0,,,,6.91,0.10119940029985007,0.03373313343328336,0.04385307346326837,4.01424287856072,0.5734632683658171,1.5179910044977512,0.0,576,True,False,False,False,6.93
