Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Possession Lost,Team Name,League,Season
Lionel Messi,8.48,185,71.98,18,30,693,Barcelona,La Liga,2017-2018
Cristiano Ronaldo,7.9,31,60.78,22,8,270,Real Madrid,La Liga,2017-2018
Toni Kroos,7.73,24,75.0,1,11,295,Real Madrid,La Liga,2017-2018
Iago Aspas,7.6,58,63.04,12,15,488,Celta Vigo,La Liga,2017-2018
Dani Parejo,7.59,46,76.67,0,9,568,Valencia,La Liga,2017-2018
Gareth Bale,7.52,31,59.62,9,8,258,Real Madrid,La Liga,2017-2018
Luis Suárez,7.51,39,37.86,24,19,458,Barcelona,La Liga,2017-2018
Antoine Griezmann,7.49,28,60.87,11,13,373,Atlético Madrid,La Liga,2017-2018
Philippe Coutinho,7.47,46,59.74,2,5,266,Barcelona,La Liga,2017-2018
Filipe Luís,7.45,26,59.09,0,4,274,Atlético Madrid,La Liga,2017-2018
Casemiro,7.35,11,64.71,2,5,277,Real Madrid,La Liga,2017-2018
Marc Bartra,7.34,22,91.67,1,1,187,Real Betis,La Liga,2017-2018
Luka Modrić,7.34,48,76.19,1,8,242,Real Madrid,La Liga,2017-2018
Asier Illarramendi,7.33,30,76.92,1,5,424,Real Sociedad,La Liga,2017-2018
Sergio Ramos,7.3,9,81.82,4,3,221,Real Madrid,La Liga,2017-2018
Jonathan Viera,7.3,65,65.66,4,9,429,Las Palmas,La Liga,2017-2018
Gerard Moreno,7.26,63,55.75,11,8,641,Espanyol,La Liga,2017-2018
Alex Granell,7.24,48,85.71,2,12,537,Girona FC,La Liga,2017-2018
Lucas Hernández,7.23,30,78.95,0,0,254,Atlético Madrid,La Liga,2017-2018
Sergio Canales,7.22,46,68.66,0,7,371,Real Sociedad,La Liga,2017-2018
Isco,7.22,58,69.88,5,10,392,Real Madrid,La Liga,2017-2018
Iker Muniain,7.21,22,61.11,1,4,138,Athletic Club,La Liga,2017-2018
Marco Asensio,7.21,31,68.89,4,12,279,Real Madrid,La Liga,2017-2018
Aymeric Laporte,7.21,4,66.67,1,2,180,Athletic Club,La Liga,2017-2018
Jordi Alba,7.2,23,69.7,4,9,404,Barcelona,La Liga,2017-2018
Ivan Rakitić,7.2,26,76.47,2,5,358,Barcelona,La Liga,2017-2018
Éver Banega,7.2,83,68.6,1,9,556,Sevilla,La Liga,2017-2018
Sergio Busquets,7.19,18,78.26,0,2,263,Barcelona,La Liga,2017-2018
Gerard Piqué,7.17,13,81.25,4,2,225,Barcelona,La Liga,2017-2018
Rodri,7.17,26,89.66,1,3,308,Villarreal,La Liga,2017-2018
Daniel Carvajal,7.16,32,69.57,2,8,371,Real Madrid,La Liga,2017-2018
