Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Possession Lost,Team Name,League,Season
Domenico Berardi,7.59,30,44.12,5,13,557,Sassuolo,Serie A,2021-2022
Hakan Çalhanoğlu,7.53,13,46.43,3,13,420,Inter,Serie A,2021-2022
Lorenzo Pellegrini,7.42,43,47.25,7,12,472,Roma,Serie A,2021-2022
Luis Muriel,7.41,62,59.62,2,7,369,Atalanta,Serie A,2021-2022
Paulo Dybala,7.41,47,59.49,5,11,364,Juventus,Serie A,2021-2022
Juan Cuadrado,7.35,46,62.16,2,9,386,Juventus,Serie A,2021-2022
Antonio Candreva,7.32,21,41.18,5,16,780,U.C Sampdoria,Serie A,2021-2022
Gianluca Caprari,7.31,65,54.62,1,9,533,Hellas Verona,Serie A,2021-2022
Lorenzo Insigne,7.3,41,51.25,9,8,429,Napoli,Serie A,2021-2022
Ivan Perišić,7.3,26,57.78,2,14,513,Inter,Serie A,2021-2022
Nicolò Barella,7.29,37,57.81,2,15,447,Inter,Serie A,2021-2022
Luis Alberto,7.29,27,61.36,0,14,416,Lazio,Serie A,2021-2022
Sergej Milinković-Savić,7.28,45,58.44,7,11,659,Lazio,Serie A,2021-2022
Ciro Immobile,7.27,19,47.5,16,2,345,Lazio,Serie A,2021-2022
Marcelo Brozović,7.25,28,75.68,0,1,276,Inter,Serie A,2021-2022
Theo Hernández,7.24,49,57.65,4,8,460,Milan,Serie A,2021-2022
Dušan Vlahović,7.23,31,48.44,6,5,444,Juventus,Serie A,2021-2022
Ruslan Malinovskyi,7.22,47,72.31,2,13,399,Atalanta,Serie A,2021-2022
Kalidou Koulibaly,7.22,20,90.91,1,2,244,Napoli,Serie A,2021-2022
Fabián Ruiz,7.22,12,54.55,0,4,278,Napoli,Serie A,2021-2022
Sandro Tonali,7.2,30,66.67,1,8,347,Milan,Serie A,2021-2022
Rafael Leão,7.19,98,60.12,4,6,440,Milan,Serie A,2021-2022
Mattia Zaccagni,7.18,52,53.06,4,7,278,Lazio,Serie A,2021-2022
Gerard Deulofeu,7.18,50,42.74,7,9,553,Udinese,Serie A,2021-2022
Henrikh Mkhitaryan,7.16,34,60.71,0,6,324,Roma,Serie A,2021-2022
Fikayo Tomori,7.15,8,66.67,3,0,238,Milan,Serie A,2021-2022
Zlatan Ibrahimović,7.15,5,55.56,4,2,160,Milan,Serie A,2021-2022
Mike Maignan,7.15,0,0.0,0,1,244,Milan,Serie A,2021-2022
Jordan Veretout,7.14,14,73.68,2,9,267,Roma,Serie A,2021-2022
Sergio Romero,7.14,0,0.0,0,1,171,Venezia,Serie A,2021-2022
Victor Osimhen,7.13,30,55.56,6,3,243,Napoli,Serie A,2021-2022
Bremer,7.13,17,73.91,6,0,313,Torino,Serie A,2021-2022
Pierre Kalulu,7.13,6,54.55,1,2,175,Milan,Serie A,2021-2022
Nicolás González,7.13,57,49.57,4,7,449,Fiorentina,Serie A,2021-2022
Josip Iličić,7.13,27,67.5,1,4,196,Atalanta,Serie A,2021-2022
Lautaro Martínez,7.12,21,38.89,21,5,262,Inter,Serie A,2021-2022
Edin Džeko,7.11,17,41.46,14,6,376,Inter,Serie A,2021-2022
Federico Dimarco,7.11,10,62.5,4,8,247,Inter,Serie A,2021-2022
Giovanni Di Lorenzo,7.1,20,43.48,0,4,361,Napoli,Serie A,2021-2022
Alessandro Bastoni,7.1,11,57.89,0,4,248,Inter,Serie A,2021-2022
Josip Brekalo,7.09,40,57.14,5,9,457,Torino,Serie A,2021-2022
Mário Rui,7.09,14,58.33,1,6,437,Napoli,Serie A,2021-2022
Andrea Belotti,7.08,15,60.0,3,0,214,Torino,Serie A,2021-2022
Danilo,7.08,4,44.44,0,1,228,Juventus,Serie A,2021-2022
Olivier Giroud,7.08,4,50.0,7,3,233,Milan,Serie A,2021-2022
Daniele Verde,7.08,15,39.47,2,9,303,Spezia,Serie A,2021-2022
Abdelhamid Sabiri,7.08,17,56.67,0,3,153,U.C Sampdoria,Serie A,2021-2022
Mario Pašalić,7.08,15,48.39,6,6,298,Atalanta,Serie A,2021-2022
Mattia Aramu,7.08,17,44.74,1,8,360,Venezia,Serie A,2021-2022
Leonardo Bonucci,7.08,4,57.14,3,0,196,Juventus,Serie A,2021-2022
Franck Kessié,7.07,33,73.33,1,2,249,Milan,Serie A,2021-2022
Matthijs de Ligt,7.07,4,66.67,4,3,211,Juventus,Serie A,2021-2022
Dries Mertens,7.07,17,58.62,4,3,193,Napoli,Serie A,2021-2022
Felipe Anderson,7.07,58,53.7,4,10,514,Lazio,Serie A,2021-2022
Guglielmo Vicario,7.06,0,0.0,0,0,284,Empoli,Serie A,2021-2022
Bryan Cristante,7.06,23,76.67,0,4,376,Roma,Serie A,2021-2022
David Ospina,7.06,1,100.0,0,0,163,Napoli,Serie A,2021-2022
Alessio Romagnoli,7.06,2,100.0,1,0,109,Milan,Serie A,2021-2022
Amir Rrahmani,7.06,5,83.33,1,0,198,Napoli,Serie A,2021-2022
Tammy Abraham,7.06,38,49.35,19,5,378,Roma,Serie A,2021-2022
José Luis Palomino,7.06,6,75.0,1,0,338,Atalanta,Serie A,2021-2022
Pedro,7.05,31,54.39,1,6,263,Lazio,Serie A,2021-2022
Milan Škriniar,7.05,12,92.31,3,1,176,Inter,Serie A,2021-2022
Antonín Barák,7.05,31,56.36,6,3,354,Hellas Verona,Serie A,2021-2022
Álvaro Morata,7.04,23,48.94,7,11,321,Juventus,Serie A,2021-2022
Cristiano Biraghi,7.04,12,46.15,3,7,570,Fiorentina,Serie A,2021-2022
