Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Appearances,Team Name,League,Season
Heiko Westermann,7.01,8,80.0,1,0,20,Real Betis,La Liga,2015-2016
Claudio Bravo,7.0,1,100.0,0,0,32,Barcelona,La Liga,2015-2016
Kiko Casilla,7.0,0,0.0,0,0,4,Real Madrid,La Liga,2015-2016
Antolín Alcaraz,7.0,2,100.0,0,0,6,Las Palmas,La Liga,2015-2016
Rodri,7.0,0,0.0,0,0,3,Villarreal,La Liga,2015-2016
Rúben Vezo,7.0,4,40.0,0,1,15,Valencia,La Liga,2015-2016
Rubén Pérez,7.0,22,73.33,1,2,31,Granada,La Liga,2015-2016
Rubén Castro,7.0,13,27.66,16,4,38,Real Betis,La Liga,2015-2016
Aythami Artiles,7.0,4,66.67,2,1,31,Las Palmas,La Liga,2015-2016
Raúl Albentosa,7.0,4,80.0,2,0,29,Málaga,La Liga,2015-2016
Jaume Costa,6.99,2,33.33,0,1,18,Villarreal,La Liga,2015-2016
Paco Alcácer,6.99,9,47.37,10,12,34,Valencia,La Liga,2015-2016
Aymeric Laporte,6.99,11,61.11,2,2,26,Athletic Club,La Liga,2015-2016
Adrián Marín,6.98,9,60.0,0,1,11,Villarreal,La Liga,2015-2016
Joan Jordán,6.98,7,53.85,0,0,9,Espanyol,La Liga,2015-2016
Miku Fedor,6.98,7,29.17,14,6,22,Rayo Vallecano,La Liga,2015-2016
Jan Oblak,6.97,1,100.0,0,0,38,Atlético Madrid,La Liga,2015-2016
Fernando Torres,6.97,36,44.44,6,8,30,Atlético Madrid,La Liga,2015-2016
Verza,6.97,6,54.55,1,3,29,Levante UD,La Liga,2015-2016
Yuri Berchiche,6.97,21,56.76,0,2,21,Real Sociedad,La Liga,2015-2016
Marco Asensio,6.97,55,51.89,6,14,34,Espanyol,La Liga,2015-2016
Augusto Fernández,6.97,20,86.96,0,0,28,Atlético Madrid,La Liga,2015-2016
Sergio Álvarez,6.97,14,70.0,0,1,27,Sporting Gijón,La Liga,2015-2016
Hugo Mallo,6.97,11,50.0,0,5,34,Celta Vigo,La Liga,2015-2016
Dani Alves,6.97,24,61.54,1,5,29,Barcelona,La Liga,2015-2016
Eric Bailly,6.96,15,93.75,0,1,25,Villarreal,La Liga,2015-2016
Yevhen Konoplyanka,6.96,50,58.82,2,13,32,Sevilla,La Liga,2015-2016
Egor Filipenko,6.96,0,0.0,0,0,8,Málaga,La Liga,2015-2016
Sergi Enrich,6.96,12,50.0,8,9,38,Eibar,La Liga,2015-2016
Federico Cartabia,6.96,41,55.41,0,3,26,Deportivo La Coruña,La Liga,2015-2016
Roberto Rosales,6.96,24,60.0,0,5,35,Málaga,La Liga,2015-2016
Dani García,6.95,12,85.71,1,0,35,Eibar,La Liga,2015-2016
Isco,6.95,57,53.77,3,8,31,Real Madrid,La Liga,2015-2016
Deyverson,6.95,11,37.93,10,1,33,Levante UD,La Liga,2015-2016
Nicolás Pareja,6.95,0,0.0,0,0,2,Sevilla,La Liga,2015-2016
Fabián Orellana,6.95,74,45.12,6,11,33,Celta Vigo,La Liga,2015-2016
Esteban Granero,6.95,12,63.16,0,0,15,Real Sociedad,La Liga,2015-2016
Steven​ N'Zonzi,6.95,13,81.25,0,1,28,Sevilla,La Liga,2015-2016
Mario Gaspar,6.95,6,35.29,0,2,33,Villarreal,La Liga,2015-2016
Juan Cala,6.95,9,75.0,0,1,22,Getafe,La Liga,2015-2016
Manu Trigueros,6.94,6,50.0,0,1,31,Villarreal,La Liga,2015-2016
Celso Borges,6.94,6,66.67,2,0,24,Deportivo La Coruña,La Liga,2015-2016
Willian José,6.94,11,50.0,2,1,30,Las Palmas,La Liga,2015-2016
Thomas Partey,6.94,8,80.0,3,1,13,Atlético Madrid,La Liga,2015-2016
Alfred N'Diaye,6.94,32,74.42,1,0,34,Real Betis,La Liga,2015-2016
Juanfran,6.94,33,62.26,0,2,35,Atlético Madrid,La Liga,2015-2016
Víctor Ruiz,6.93,10,90.91,1,0,35,Villarreal,La Liga,2015-2016
Álex Bergantiños,6.93,3,50.0,0,3,22,Deportivo La Coruña,La Liga,2015-2016
Rafinha Alcântara,6.93,3,42.86,0,1,6,Barcelona,La Liga,2015-2016
Alexis Ruano,6.93,4,57.14,0,0,15,Getafe,La Liga,2015-2016
Fayçal Fajr,6.93,12,35.29,1,6,38,Deportivo La Coruña,La Liga,2015-2016
Nacho Fernández,6.93,4,66.67,1,0,16,Real Madrid,La Liga,2015-2016
Kévin Gameiro,6.93,18,35.29,21,10,31,Sevilla,La Liga,2015-2016
Luis Alberto,6.93,34,43.04,6,9,29,Deportivo La Coruña,La Liga,2015-2016
Emiliano Velázquez,6.93,5,55.56,0,0,11,Getafe,La Liga,2015-2016
Gonzalo Escalante,6.93,30,63.83,2,2,34,Eibar,La Liga,2015-2016
Jesé Rodríguez,6.93,19,52.78,3,5,28,Real Madrid,La Liga,2015-2016
Antonio Raíllo,6.93,0,0.0,0,0,4,Espanyol,La Liga,2015-2016
Aymen Abdennour,6.92,6,100.0,1,0,22,Valencia,La Liga,2015-2016
Sergio Rico,6.92,0,0.0,0,0,34,Sevilla,La Liga,2015-2016
Miguel Lopes,6.92,25,56.82,0,3,26,Granada,La Liga,2015-2016
Zouhair Feddal,6.92,8,100.0,0,2,28,Levante UD,La Liga,2015-2016
Mikel González,6.92,6,85.71,0,0,19,Real Sociedad,La Liga,2015-2016
Víctor Sánchez,6.92,14,70.0,3,7,29,Espanyol,La Liga,2015-2016
Jackson Martínez,6.92,6,54.55,1,4,15,Atlético Madrid,La Liga,2015-2016
David Zurutuza,6.92,12,38.71,3,2,16,Real Sociedad,La Liga,2015-2016
Michael Krohn-Dehli,6.92,14,53.85,2,4,27,Sevilla,La Liga,2015-2016
Xabier Etxeita,6.91,4,100.0,0,0,30,Athletic Club,La Liga,2015-2016
Borja Bastón,6.91,7,36.84,19,4,36,Eibar,La Liga,2015-2016
Denis Cheryshev,6.91,10,47.62,4,3,9,Valencia,La Liga,2015-2016
Iker Muniain,6.91,18,66.67,3,1,20,Athletic Club,La Liga,2015-2016
Antonio Adán,6.91,1,100.0,0,0,36,Real Betis,La Liga,2015-2016
Carlos Kameni,6.91,2,100.0,0,1,28,Málaga,La Liga,2015-2016
Guillermo Ochoa,6.91,0,0.0,0,0,11,Málaga,La Liga,2015-2016
Mariano,6.91,12,44.44,1,4,23,Sevilla,La Liga,2015-2016
Papakouli Diop,6.91,12,66.67,1,0,30,Espanyol,La Liga,2015-2016
Charly Musonda Jr,6.91,57,60.0,0,1,16,Real Betis,La Liga,2015-2016
Giuseppe Rossi,6.91,18,51.43,7,3,17,Levante UD,La Liga,2015-2016
Jean-Sylvain Babin,6.9,0,0.0,0,0,25,Granada,La Liga,2015-2016
Dani Castellano,6.9,47,69.12,0,2,27,Las Palmas,La Liga,2015-2016
Denis Suárez,6.9,40,42.11,1,12,33,Villarreal,La Liga,2015-2016
Markel Bergara,6.9,4,80.0,0,1,20,Real Sociedad,La Liga,2015-2016
Gonzalo Castro,6.9,39,57.35,0,4,24,Málaga,La Liga,2015-2016
Sergio Escudero,6.9,15,57.69,0,2,15,Sevilla,La Liga,2015-2016
Sergi Samper,6.9,0,0.0,0,0,1,Barcelona,La Liga,2015-2016
Jesús Fernández,6.9,0,0.0,0,0,1,Granada,La Liga,2015-2016
Eneko Capilla,6.9,1,100.0,0,0,1,Real Sociedad,La Liga,2015-2016
Álvaro Arbeloa,6.9,0,0.0,0,0,6,Real Madrid,La Liga,2015-2016
José Mari,6.9,4,66.67,0,0,12,Levante UD,La Liga,2015-2016
Javi Fuego,6.9,8,66.67,0,1,26,Valencia,La Liga,2015-2016
Mikel San José,6.9,10,62.5,3,4,34,Athletic Club,La Liga,2015-2016
Pablo Hernández,6.89,24,66.67,2,3,33,Celta Vigo,La Liga,2015-2016
Alberto de la Bella,6.89,2,22.22,0,1,15,Real Sociedad,La Liga,2015-2016
Martín Montoya,6.89,14,51.85,0,1,13,Real Betis,La Liga,2015-2016
Gerónimo Rulli,6.89,2,100.0,0,0,36,Real Sociedad,La Liga,2015-2016
Juan Manuel Vargas,6.89,13,72.22,0,1,20,Real Betis,La Liga,2015-2016
Jonathan Dos Santos,6.89,12,40.0,1,3,26,Villarreal,La Liga,2015-2016
Petros,6.89,18,51.43,1,4,30,Real Betis,La Liga,2015-2016
Marcelo Díaz,6.89,5,71.43,0,1,14,Celta Vigo,La Liga,2015-2016
Marcos Angeleri,6.88,1,100.0,0,0,13,Málaga,La Liga,2015-2016
Fernando Tissone,6.88,6,75.0,0,0,12,Málaga,La Liga,2015-2016
Aritz Elustondo,6.88,14,40.0,1,0,31,Real Sociedad,La Liga,2015-2016
Rodrigo de Paul,6.88,10,38.46,1,2,9,Valencia,La Liga,2015-2016
Eneko Bóveda,6.88,12,70.59,1,2,23,Athletic Club,La Liga,2015-2016
Tomás Pina,6.88,8,88.89,0,0,27,Villarreal,La Liga,2015-2016
Vicente Gómez,6.88,12,60.0,0,1,21,Las Palmas,La Liga,2015-2016
Miguel Torres,6.87,2,50.0,0,0,23,Málaga,La Liga,2015-2016
Iván Ramis,6.87,7,77.78,1,2,23,Eibar,La Liga,2015-2016
Mauricio Lemos,6.87,5,62.5,0,0,10,Las Palmas,La Liga,2015-2016
Jesús Gámez,6.87,3,42.86,0,1,10,Atlético Madrid,La Liga,2015-2016
Enzo Pérez,6.87,21,67.74,0,1,20,Valencia,La Liga,2015-2016
Bernardo Espinosa,6.87,1,50.0,0,2,16,Sporting Gijón,La Liga,2015-2016
Ángel Montoro,6.87,1,50.0,0,0,9,Las Palmas,La Liga,2015-2016
Sergio Araujo,6.86,25,52.08,8,5,30,Las Palmas,La Liga,2015-2016
Zakaria Bakkali,6.86,12,54.55,0,4,16,Valencia,La Liga,2015-2016
Mathew Ryan,6.86,0,0.0,0,0,8,Valencia,La Liga,2015-2016
Adriano,6.86,4,66.67,0,1,8,Barcelona,La Liga,2015-2016
Antonio Sanabria,6.86,26,48.15,9,2,29,Sporting Gijón,La Liga,2015-2016
Xabi Prieto,6.86,11,47.83,0,9,36,Real Sociedad,La Liga,2015-2016
Alejandro Arribas,6.86,10,62.5,1,0,31,Deportivo La Coruña,La Liga,2015-2016
Anaitz Arbilla,6.86,5,71.43,0,0,7,Espanyol,La Liga,2015-2016
Yannick Carrasco,6.86,67,53.17,5,4,29,Atlético Madrid,La Liga,2015-2016
Pablo Sarabia,6.85,46,44.23,1,10,31,Getafe,La Liga,2015-2016
Javi Guerra,6.85,7,19.44,11,2,30,Rayo Vallecano,La Liga,2015-2016
Danilo Barbosa,6.85,23,62.16,1,1,19,Valencia,La Liga,2015-2016
João Cancelo,6.85,51,52.04,2,4,28,Valencia,La Liga,2015-2016
Jozabed Sánchez,6.85,6,28.57,2,2,27,Rayo Vallecano,La Liga,2015-2016
Álvaro Negredo,6.85,12,60.0,10,5,25,Valencia,La Liga,2015-2016
Iván Cuéllar,6.85,0,0.0,0,2,32,Sporting Gijón,La Liga,2015-2016
Fernando Navarro,6.85,9,40.91,0,3,35,Deportivo La Coruña,La Liga,2015-2016
Javi Varas,6.85,6,100.0,0,0,31,Las Palmas,La Liga,2015-2016
Răzvan Raț,6.84,2,50.0,0,1,10,Rayo Vallecano,La Liga,2015-2016
Munir El Haddadi,6.84,6,31.58,5,3,15,Barcelona,La Liga,2015-2016
Carl Medjani,6.84,3,100.0,1,1,14,Levante UD,La Liga,2015-2016
Rodrigo,6.84,20,44.44,5,8,25,Valencia,La Liga,2015-2016
Zé Castro,6.84,7,100.0,0,0,22,Rayo Vallecano,La Liga,2015-2016
Juan Rodríguez,6.84,6,66.67,0,1,32,Getafe,La Liga,2015-2016
Mikel Balenziaga,6.84,20,48.78,0,2,34,Athletic Club,La Liga,2015-2016
Óscar de Marcos,6.84,22,38.6,1,2,34,Athletic Club,La Liga,2015-2016
Carlos Vela,6.84,51,38.35,11,9,35,Real Sociedad,La Liga,2015-2016
Sergi Gómez,6.84,4,100.0,0,1,31,Celta Vigo,La Liga,2015-2016
Jorge Meré,6.84,12,100.0,1,0,25,Sporting Gijón,La Liga,2015-2016
Diego Llorente,6.83,22,78.57,0,0,33,Rayo Vallecano,La Liga,2015-2016
Duda,6.83,10,43.48,2,6,26,Málaga,La Liga,2015-2016
Ander Iturraspe,6.83,2,50.0,0,1,16,Athletic Club,La Liga,2015-2016
Joan Verdú,6.83,5,55.56,1,3,13,Levante UD,La Liga,2015-2016
Jérémy Mathieu,6.83,6,100.0,0,2,21,Barcelona,La Liga,2015-2016
Roque Mesa,6.83,35,60.34,1,2,34,Las Palmas,La Liga,2015-2016
Timothée Kolodziejczak,6.83,8,88.89,0,0,29,Sevilla,La Liga,2015-2016
Jonathas,6.83,11,25.0,8,1,27,Real Sociedad,La Liga,2015-2016
Sergio Asenjo,6.83,0,0.0,0,0,4,Villarreal,La Liga,2015-2016
Adil Rami,6.83,3,60.0,2,1,28,Sevilla,La Liga,2015-2016
Diego Alves,6.82,2,100.0,0,0,13,Valencia,La Liga,2015-2016
Jefferson Lerma,6.82,14,46.67,0,4,33,Levante UD,La Liga,2015-2016
Daniel Carriço,6.82,1,25.0,1,0,14,Sevilla,La Liga,2015-2016
Álvaro González,6.82,8,80.0,1,1,36,Espanyol,La Liga,2015-2016
Gerard Moreno,6.82,34,43.04,5,4,32,Espanyol,La Liga,2015-2016
Javier Garrido,6.82,1,100.0,0,0,18,Las Palmas,La Liga,2015-2016
Mateo Kovačić,6.82,20,66.67,1,2,25,Real Madrid,La Liga,2015-2016
Óscar Duarte,6.81,2,100.0,2,0,14,Espanyol,La Liga,2015-2016
Abdoulaye Doucouré,6.81,6,66.67,1,1,15,Granada,La Liga,2015-2016
Carlos Gurpegi,6.81,2,100.0,0,0,15,Athletic Club,La Liga,2015-2016
Felipe Caicedo,6.81,32,61.54,5,1,31,Espanyol,La Liga,2015-2016
Cédric Bakambu,6.81,19,54.29,7,4,34,Villarreal,La Liga,2015-2016
Roberto Lago,6.81,12,66.67,0,4,17,Getafe,La Liga,2015-2016
Ander Capa,6.81,35,52.24,0,3,36,Eibar,La Liga,2015-2016
Vicente Iborra,6.81,2,28.57,4,7,29,Sevilla,La Liga,2015-2016
Diego Mariño,6.81,1,100.0,0,0,23,Levante UD,La Liga,2015-2016
Juan Carlos,6.8,1,100.0,0,0,21,Rayo Vallecano,La Liga,2015-2016
Rene Krhin,6.8,12,92.31,1,0,24,Granada,La Liga,2015-2016
Iñaki Williams,6.8,27,48.21,1,6,25,Athletic Club,La Liga,2015-2016
Burgui,6.8,33,46.48,2,6,26,Espanyol,La Liga,2015-2016
Alberto Lora,6.8,7,63.64,0,4,31,Sporting Gijón,La Liga,2015-2016
José Ángel Crespo,6.8,1,50.0,0,0,9,Rayo Vallecano,La Liga,2015-2016
Fernando Llorente,6.8,6,42.86,5,3,23,Sevilla,La Liga,2015-2016
Isaac Cuenca,6.8,12,50.0,0,2,12,Granada,La Liga,2015-2016
Bruma,6.8,54,55.67,6,5,32,Real Sociedad,La Liga,2015-2016
Jon Bautista,6.8,1,33.33,0,0,4,Real Sociedad,La Liga,2015-2016
Aleix Vidal,6.8,3,42.86,0,2,9,Barcelona,La Liga,2015-2016
Bebé,6.8,50,45.05,0,14,34,Rayo Vallecano,La Liga,2015-2016
José Luis Gayà,6.79,10,35.71,0,1,20,Valencia,La Liga,2015-2016
Adrián López,6.79,11,47.83,2,3,16,Villarreal,La Liga,2015-2016
Joaquín,6.79,47,51.65,3,7,30,Real Betis,La Liga,2015-2016
Markel Susaeta,6.79,20,28.57,1,9,28,Athletic Club,La Liga,2015-2016
Ognjen Vranješ,6.79,4,80.0,0,0,11,Sporting Gijón,La Liga,2015-2016
Emmanuel Culio,6.79,10,58.82,0,1,12,Las Palmas,La Liga,2015-2016
Íñigo Lekue,6.79,13,35.14,0,0,20,Athletic Club,La Liga,2015-2016
Saúl Berjón,6.79,19,31.15,3,4,29,Eibar,La Liga,2015-2016
Mikel Oyarzabal,6.79,13,31.71,1,5,22,Real Sociedad,La Liga,2015-2016
Christian Atsu,6.78,9,52.94,0,2,12,Málaga,La Liga,2015-2016
Nemanja Radoja,6.78,11,64.71,0,0,30,Celta Vigo,La Liga,2015-2016
Rachid Aït-Atmane,6.78,11,47.83,0,3,18,Sporting Gijón,La Liga,2015-2016
Luciano Vietto,6.78,11,44.0,2,5,19,Atlético Madrid,La Liga,2015-2016
Jonny Otto,6.78,29,58.0,1,3,36,Celta Vigo,La Liga,2015-2016
Arda Turan,6.78,9,37.5,2,2,18,Barcelona,La Liga,2015-2016
Duje Čop,6.78,8,26.67,8,2,31,Málaga,La Liga,2015-2016
Ángel Correa,6.78,36,45.0,1,4,26,Atlético Madrid,La Liga,2015-2016
Joseba Zaldúa,6.78,7,43.75,0,0,13,Real Sociedad,La Liga,2015-2016
Mehdi Lacen,6.77,19,73.08,0,0,31,Getafe,La Liga,2015-2016
Quini,6.77,17,43.59,1,3,27,Rayo Vallecano,La Liga,2015-2016
Gorka Iraizoz,6.77,0,0.0,0,0,37,Athletic Club,La Liga,2015-2016
Carlos Carmona,6.77,14,51.85,1,1,20,Sporting Gijón,La Liga,2015-2016
Mikel Rico,6.77,4,44.44,0,2,17,Athletic Club,La Liga,2015-2016
Juankar,6.77,12,50.0,2,1,19,Málaga,La Liga,2015-2016
Tana,6.77,25,43.1,4,4,27,Las Palmas,La Liga,2015-2016
Miguel Cardoso,6.77,1,25.0,0,1,3,Deportivo La Coruña,La Liga,2015-2016
Vicente Guaita,6.76,1,100.0,0,0,38,Getafe,La Liga,2015-2016
Mauro Dos Santos,6.76,8,61.54,0,2,31,Eibar,La Liga,2015-2016
Marco Andreolli,6.76,0,0.0,0,0,7,Sevilla,La Liga,2015-2016
Alen Halilović,6.75,81,53.64,4,6,36,Sporting Gijón,La Liga,2015-2016
Carles Planas,6.75,2,66.67,1,0,26,Celta Vigo,La Liga,2015-2016
Pablo Hernández,6.75,26,40.0,3,4,27,Rayo Vallecano,La Liga,2015-2016
Fran Rico,6.75,6,46.15,0,0,28,Granada,La Liga,2015-2016
Marc-André ter Stegen,6.75,0,0.0,0,1,7,Barcelona,La Liga,2015-2016
Víctor Casadesus,6.75,7,46.67,0,4,23,Levante UD,La Liga,2015-2016
Benoît Trémoulinas,6.75,6,26.09,0,4,24,Sevilla,La Liga,2015-2016
Samu García,6.74,8,57.14,2,4,16,Villarreal,La Liga,2015-2016
Manucho,6.74,1,16.67,4,0,28,Rayo Vallecano,La Liga,2015-2016
Vitolo,6.74,46,48.42,5,7,28,Sevilla,La Liga,2015-2016
Abraham González,6.74,2,66.67,5,3,20,Espanyol,La Liga,2015-2016
Sergio Álvarez,6.74,0,0.0,0,0,31,Celta Vigo,La Liga,2015-2016
Antonio Rukavina,6.74,5,41.67,0,1,18,Villarreal,La Liga,2015-2016
Cristiano Piccini,6.74,24,47.06,0,1,16,Real Betis,La Liga,2015-2016
José Luis Morales,6.74,70,41.67,4,6,35,Levante UD,La Liga,2015-2016
Antonio Luna,6.74,6,46.15,0,1,15,Eibar,La Liga,2015-2016
Santiago Vergini,6.73,17,85.0,1,0,26,Getafe,La Liga,2015-2016
Jordi Figueras,6.73,1,100.0,0,0,3,Real Betis,La Liga,2015-2016
Miguel Angel,6.73,1,50.0,0,0,3,Getafe,La Liga,2015-2016
Simao Mate,6.73,8,88.89,0,1,30,Levante UD,La Liga,2015-2016
Ricky van Wolfswinkel,6.73,2,50.0,2,2,16,Real Betis,La Liga,2015-2016
Rubén Duarte,6.73,2,22.22,0,1,22,Espanyol,La Liga,2015-2016
Keko,6.73,41,46.07,5,6,29,Eibar,La Liga,2015-2016
Sebastián Cristóforo,6.73,8,61.54,0,0,21,Sevilla,La Liga,2015-2016
Adalberto Peñaranda,6.73,29,53.7,1,2,23,Granada,La Liga,2015-2016
David Juncà,6.73,17,48.57,0,8,31,Eibar,La Liga,2015-2016
Aleksandar Pantić,6.73,1,50.0,1,0,20,Eibar,La Liga,2015-2016
David Lombán,6.72,1,50.0,0,0,31,Granada,La Liga,2015-2016
Francisco Varela,6.72,1,25.0,0,1,14,Real Betis,La Liga,2015-2016
Mubarak Wakaso,6.72,12,44.44,0,0,20,Las Palmas,La Liga,2015-2016
Germán Lux,6.72,1,100.0,0,0,29,Deportivo La Coruña,La Liga,2015-2016
Dani Ceballos,6.72,52,52.0,1,6,34,Real Betis,La Liga,2015-2016
Josip Radošević,6.72,2,100.0,0,0,8,Eibar,La Liga,2015-2016
