Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Appearances,Team Name,League,Season
Demarai Gray,6.64,36,54.55,0,3,30,Leicester City,Premier League,2016-2017
Jordan Rhodes,6.63,2,66.67,1,0,6,Middlesbrough,Premier League,2016-2017
Kurt Zouma,6.63,5,83.33,0,1,9,Chelsea,Premier League,2016-2017
Paul Robinson,6.63,0,0.0,0,0,3,Burnley,Premier League,2016-2017
Marten de Roon,6.63,5,62.5,1,1,33,Middlesbrough,Premier League,2016-2017
Ramadan Sobhi,6.63,26,59.09,1,2,17,Stoke City,Premier League,2016-2017
Diafra Sakho,6.63,2,50.0,0,0,4,West Ham United,Premier League,2016-2017
Emilio Nsue,6.63,1,20.0,0,0,4,Middlesbrough,Premier League,2016-2017
Jérémy Pied,6.63,2,66.67,0,0,4,Southampton,Premier League,2016-2017
Trent Alexander-Arnold,6.63,1,33.33,0,0,7,Liverpool,Premier League,2016-2017
Chung-yong Lee,6.62,6,75.0,0,2,15,Crystal Palace,Premier League,2016-2017
Claudio Bravo,6.62,3,100.0,0,0,22,Manchester City,Premier League,2016-2017
Ahmed Musa,6.62,14,38.89,1,2,21,Leicester City,Premier League,2016-2017
George Honeyman,6.62,6,85.71,1,0,5,Sunderland,Premier League,2016-2017
Loris Karius,6.62,0,0.0,0,0,10,Liverpool,Premier League,2016-2017
Ryan Mason,6.62,3,60.0,0,0,16,Hull City,Premier League,2016-2017
Tyrone Mings,6.62,2,66.67,0,1,7,Bournemouth,Premier League,2016-2017
James McClean,6.61,22,53.66,0,3,34,West Bromwich Albion,Premier League,2016-2017
Edimilson Fernandes,6.61,10,58.82,0,0,28,West Ham United,Premier League,2016-2017
Adama Diomandé,6.61,22,73.33,2,0,22,Hull City,Premier League,2016-2017
Giannelli Imbula,6.61,21,65.63,0,0,12,Stoke City,Premier League,2016-2017
Gastón Ramírez,6.61,49,59.04,2,2,24,Middlesbrough,Premier League,2016-2017
Ibrahim Afellay,6.61,9,56.25,1,1,12,Stoke City,Premier League,2016-2017
Adnan Januzaj,6.61,57,62.64,0,1,25,Sunderland,Premier League,2016-2017
Joe Ledley,6.61,5,83.33,0,0,18,Crystal Palace,Premier League,2016-2017
Hal Robson-Kanu,6.6,8,44.44,2,1,29,West Bromwich Albion,Premier League,2016-2017
Craig Gardner,6.6,1,33.33,0,2,9,West Bromwich Albion,Premier League,2016-2017
Julien Ngoy,6.6,3,75.0,0,0,5,Stoke City,Premier League,2016-2017
Fraizer Campbell,6.6,1,50.0,0,0,12,Crystal Palace,Premier League,2016-2017
Marcin Wasilewski,6.6,0,0.0,0,0,1,Leicester City,Premier League,2016-2017
Kristoffer Nordfeldt,6.6,0,0.0,0,0,1,Swansea City,Premier League,2016-2017
Kevin Stewart,6.6,1,100.0,0,0,4,Liverpool,Premier League,2016-2017
Kevin Wimmer,6.6,1,100.0,0,0,5,Tottenham Hotspur,Premier League,2016-2017
Sam Byram,6.59,4,80.0,0,1,18,West Ham United,Premier League,2016-2017
Saido Berahino,6.59,10,90.91,4,2,17,Stoke City,Premier League,2016-2017
Mathieu Flamini,6.59,0,0.0,0,0,10,Crystal Palace,Premier League,2016-2017
Steven Pienaar,6.59,6,50.0,1,0,15,Sunderland,Premier League,2016-2017
Javier Manquillo,6.58,15,62.5,0,0,20,Sunderland,Premier League,2016-2017
Martin Kelly,6.58,3,60.0,0,0,29,Crystal Palace,Premier League,2016-2017
Arouna Koné,6.58,2,50.0,0,0,6,Everton,Premier League,2016-2017
Håvard Nordtveit,6.58,4,57.14,0,1,16,West Ham United,Premier League,2016-2017
Ahmed Elmohamady,6.58,11,57.89,0,2,33,Hull City,Premier League,2016-2017
Stephen Kingsley,6.58,6,54.55,0,0,13,Swansea City,Premier League,2016-2017
Alfred N'Diaye,6.57,8,80.0,2,0,15,Hull City,Premier League,2016-2017
Mauro Zárate,6.57,5,55.56,0,0,3,Watford,Premier League,2016-2017
Jordon Mutch,6.57,0,0.0,0,0,4,Crystal Palace,Premier League,2016-2017
Max Gradel,6.57,5,50.0,0,0,11,Bournemouth,Premier League,2016-2017
Oliver McBurnie,6.56,0,0.0,0,0,5,Swansea City,Premier League,2016-2017
Patrick Bamford,6.56,2,33.33,1,0,14,Middlesbrough,Premier League,2016-2017
Leonardo Ulloa,6.56,3,33.33,2,0,16,Leicester City,Premier League,2016-2017
Ashley Westwood,6.56,0,0.0,0,0,9,Burnley,Premier League,2016-2017
Costel Pantilimon,6.55,0,0.0,0,0,2,Watford,Premier League,2016-2017
Luis Hernández,6.55,0,0.0,0,0,4,Leicester City,Premier League,2016-2017
Markus Henriksen,6.55,2,66.67,0,0,15,Hull City,Premier League,2016-2017
Alberto Moreno,6.54,3,100.0,0,0,12,Liverpool,Premier League,2016-2017
David Marshall,6.54,0,0.0,0,0,16,Hull City,Premier League,2016-2017
Lewis Grabban,6.53,0,0.0,0,0,3,Bournemouth,Premier League,2016-2017
Kamil Grosicki,6.53,18,45.0,1,6,15,Hull City,Premier League,2016-2017
Ashley Fletcher,6.53,3,37.5,1,0,16,West Ham United,Premier League,2016-2017
Bakary Sako,6.53,2,40.0,0,0,7,Crystal Palace,Premier League,2016-2017
Jerome Sinclair,6.53,0,0.0,0,0,5,Watford,Premier League,2016-2017
Ruben Loftus-Cheek,6.53,1,100.0,0,0,6,Chelsea,Premier League,2016-2017
Jeff Hendrick,6.52,23,56.1,1,0,32,Burnley,Premier League,2016-2017
Jefferson Montero,6.52,21,55.26,0,2,13,Swansea City,Premier League,2016-2017
Wahbi Khazri,6.52,13,48.15,1,2,21,Sunderland,Premier League,2016-2017
Aaron Cresswell,6.51,9,42.86,1,4,26,West Ham United,Premier League,2016-2017
Ron-Robert Zieler,6.51,0,0.0,0,0,9,Leicester City,Premier League,2016-2017
Luciano Narsingh,6.51,12,48.0,0,1,13,Swansea City,Premier League,2016-2017
Dominic Calvert-Lewin,6.5,0,0.0,1,0,11,Everton,Premier League,2016-2017
Joel Asoro,6.5,0,0.0,0,0,1,Sunderland,Premier League,2016-2017
Michael Folivi,6.5,0,0.0,0,0,1,Watford,Premier League,2016-2017
Ikechi Anya,6.5,0,0.0,0,0,1,Watford,Premier League,2016-2017
Matt Worthington,6.5,0,0.0,0,0,1,Bournemouth,Premier League,2016-2017
Emiliano Martínez,6.5,0,0.0,0,0,2,Arsenal,Premier League,2016-2017
Kenedy,6.5,1,50.0,0,0,2,Chelsea,Premier League,2016-2017
Lukas Jutkiewicz,6.5,0,0.0,0,0,2,Burnley,Premier League,2016-2017
Harrison Reed,6.5,0,0.0,0,0,3,Southampton,Premier League,2016-2017
Álvaro Arbeloa,6.5,0,0.0,0,0,3,West Ham United,Premier League,2016-2017
Memphis Depay,6.5,0,0.0,0,0,4,Manchester United,Premier League,2016-2017
Nampalys Mendy,6.5,4,100.0,0,0,4,Leicester City,Premier League,2016-2017
Joshua Onomah,6.5,1,100.0,0,0,5,Tottenham Hotspur,Premier League,2016-2017
Lys Mousset,6.5,4,66.67,2,0,11,Bournemouth,Premier League,2016-2017
Borja Bastón,6.49,4,100.0,3,0,18,Swansea City,Premier League,2016-2017
Wayne Routledge,6.49,25,48.08,4,3,27,Swansea City,Premier League,2016-2017
Oumar Niasse,6.48,10,33.33,2,1,17,Hull City,Premier League,2016-2017
Gökhan Töre,6.48,3,33.33,0,1,5,West Ham United,Premier League,2016-2017
Duncan Watmore,6.48,25,48.08,0,2,14,Sunderland,Premier League,2016-2017
Steve Mandanda,6.48,1,100.0,0,0,9,Crystal Palace,Premier League,2016-2017
Jonathan Calleri,6.48,7,38.89,4,0,16,West Ham United,Premier League,2016-2017
Paddy McNair,6.46,1,100.0,0,0,9,Sunderland,Premier League,2016-2017
Jordon Ibe,6.46,40,55.56,0,0,25,Bournemouth,Premier League,2016-2017
Aiden O'Neill,6.45,0,0.0,0,0,3,Burnley,Premier League,2016-2017
Georges-Kévin N'Koudou,6.44,7,63.64,0,0,8,Tottenham Hotspur,Premier League,2016-2017
Ben Woodburn,6.43,1,25.0,0,0,5,Liverpool,Premier League,2016-2017
Josh Tymon,6.42,3,50.0,0,0,5,Hull City,Premier League,2016-2017
Nathan Dyer,6.41,5,62.5,0,0,8,Swansea City,Premier League,2016-2017
Lynden Gooch,6.41,8,61.54,0,0,11,Sunderland,Premier League,2016-2017
Neil Taylor,6.41,3,37.5,0,0,11,Swansea City,Premier League,2016-2017
Matěj Vydra,6.4,0,0.0,0,0,1,Watford,Premier League,2016-2017
Jonjoe Kenny,6.4,0,0.0,0,0,1,Everton,Premier League,2016-2017
Mathieu Debuchy,6.4,0,0.0,0,0,1,Arsenal,Premier League,2016-2017
Andrew Eleftheriou,6.4,0,0.0,0,0,1,Watford,Premier League,2016-2017
Brandon Mason,6.4,1,100.0,0,0,2,Watford,Premier League,2016-2017
David Nugent,6.4,1,50.0,0,0,4,Middlesbrough,Premier League,2016-2017
Will Keane,6.4,0,0.0,0,0,5,Hull City,Premier League,2016-2017
Omar Elabdellaoui,6.4,2,40.0,0,0,8,Hull City,Premier League,2016-2017
Jonathan Leko,6.4,7,53.85,0,0,9,West Bromwich Albion,Premier League,2016-2017
Michael Kightly,6.37,0,0.0,0,0,5,Burnley,Premier League,2016-2017
Zeki Fryers,6.35,1,33.33,0,1,8,Crystal Palace,Premier League,2016-2017
Dion Pereira,6.35,0,0.0,0,0,2,Watford,Premier League,2016-2017
Joleon Lescott,6.35,0,0.0,0,0,2,Sunderland,Premier League,2016-2017
Ben Watson,6.3,1,100.0,0,0,4,Watford,Premier League,2016-2017
Bradley Smith,6.28,1,20.0,0,0,5,Bournemouth,Premier League,2016-2017
David Jones,6.2,0,0.0,0,0,1,Burnley,Premier League,2016-2017
David Ospina,6.2,0,0.0,0,0,2,Arsenal,Premier League,2016-2017
Asmir Begović,6.15,0,0.0,0,0,2,Chelsea,Premier League,2016-2017
Albert Adomah,6.15,2,50.0,1,0,2,Middlesbrough,Premier League,2016-2017
Sullay Kaikai,5.9,0,0.0,0,0,1,Crystal Palace,Premier League,2016-2017
James Husband,5.9,0,0.0,0,0,1,Middlesbrough,Premier League,2016-2017
Declan Rice,0.0,0,0.0,0,0,1,West Ham United,Premier League,2016-2017
Angel Gomes,0.0,0,0.0,0,0,1,Manchester United,Premier League,2016-2017
Ainsley Maitland-Niles,0.0,0,0.0,0,0,1,Arsenal,Premier League,2016-2017
Matty James,0.0,0,0.0,0,0,1,Leicester City,Premier League,2016-2017
Ovie Ejaria,0.0,0,0.0,0,0,2,Liverpool,Premier League,2016-2017
