Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Appearances,Team Name,League,Season
Zlatko Junuzović,7.05,11,28.95,0,7,30,SV Werder Bremen,Bundesliga,2016-2017
Diego Demme,7.05,19,42.22,0,3,32,RB Leipzig,Bundesliga,2016-2017
Andre Schürrle,7.05,17,54.84,3,3,15,Borussia Dortmund,Bundesliga,2016-2017
Lars Stindl,7.05,17,40.48,7,4,30,Borussia M'gladbach,Bundesliga,2016-2017
Florian Jungwirth,7.04,0,0.0,0,1,16,Darmstadt 98,Bundesliga,2016-2017
Adrián Ramos,7.04,1,33.33,0,3,7,Borussia Dortmund,Bundesliga,2016-2017
Kerem Demirbay,7.04,60,48.39,1,12,28,TSG Hoffenheim,Bundesliga,2016-2017
Martin Hinteregger,7.04,4,44.44,1,0,31,FC Augsburg,Bundesliga,2016-2017
Leonardo Bittencourt,7.04,14,36.84,3,6,16,1. FC Köln,Bundesliga,2016-2017
Sead Kolašinac,7.04,17,41.46,1,4,25,FC Schalke 04,Bundesliga,2016-2017
Oliver Baumann,7.04,2,100.0,0,0,34,TSG Hoffenheim,Bundesliga,2016-2017
Stefan Bell,7.03,4,100.0,0,4,31,1. FSV Mainz 05,Bundesliga,2016-2017
Breel Embolo,7.03,8,42.11,0,3,7,FC Schalke 04,Bundesliga,2016-2017
Almog Cohen,7.02,10,62.5,3,1,31,FC Ingolstadt 04,Bundesliga,2016-2017
Ricardo Rodríguez,7.02,1,50.0,0,3,24,VfL Wolfsburg,Bundesliga,2016-2017
Bernardo,7.02,6,33.33,1,3,22,RB Leipzig,Bundesliga,2016-2017
Vincenzo Grifo,7.02,37,41.57,2,6,30,SC Freiburg,Bundesliga,2016-2017
Paul Verhaegh,7.02,9,52.94,1,3,31,FC Augsburg,Bundesliga,2016-2017
Ibrahima Traoré,7.01,24,54.55,0,5,14,Borussia M'gladbach,Bundesliga,2016-2017
Robin Knoche,7.01,3,60.0,0,2,23,VfL Wolfsburg,Bundesliga,2016-2017
Leon Goretzka,7.01,35,44.87,5,4,30,FC Schalke 04,Bundesliga,2016-2017
Marvin Compper,7.0,4,80.0,0,0,25,RB Leipzig,Bundesliga,2016-2017
Marcel Sabitzer,7.0,24,50.0,5,6,32,RB Leipzig,Bundesliga,2016-2017
Niklas Schmidt,7.0,0,0.0,0,0,1,SV Werder Bremen,Bundesliga,2016-2017
Sandro Wagner,7.0,10,33.33,10,2,31,TSG Hoffenheim,Bundesliga,2016-2017
Mark Uth,7.0,20,50.0,0,2,22,TSG Hoffenheim,Bundesliga,2016-2017
Shinji Kagawa,7.0,18,64.29,2,11,21,Borussia Dortmund,Bundesliga,2016-2017
Stefan Ilsanker,6.99,8,57.14,0,0,33,RB Leipzig,Bundesliga,2016-2017
Julian Draxler,6.99,27,55.1,4,4,13,VfL Wolfsburg,Bundesliga,2016-2017
Jérôme Boateng,6.99,0,0.0,0,1,13,FC Bayern München,Bundesliga,2016-2017
Dominik Kohr,6.99,9,45.0,2,1,26,FC Augsburg,Bundesliga,2016-2017
Christian Träsch,6.99,11,73.33,0,2,11,VfL Wolfsburg,Bundesliga,2016-2017
Matija Nastasić,6.99,2,100.0,0,0,22,FC Schalke 04,Bundesliga,2016-2017
Wendell,6.98,20,48.78,0,2,32,Bayer 04 Leverkusen,Bundesliga,2016-2017
Javier Hernández,6.98,13,36.11,10,4,26,Bayer 04 Leverkusen,Bundesliga,2016-2017
Dominique Heintz,6.98,12,80.0,2,0,32,1. FC Köln,Bundesliga,2016-2017
Aaron Hunt,6.98,13,48.15,2,1,22,Hamburger SV,Bundesliga,2016-2017
Paweł Olkowski,6.98,11,52.38,0,2,14,1. FC Köln,Bundesliga,2016-2017
Kevin Kampl,6.98,49,53.26,0,4,30,Bayer 04 Leverkusen,Bundesliga,2016-2017
Sven Bender,6.98,1,100.0,0,0,6,Borussia Dortmund,Bundesliga,2016-2017
Jonathan Tah,6.97,10,71.43,0,2,19,Bayer 04 Leverkusen,Bundesliga,2016-2017
Leon Balogun,6.97,3,100.0,0,0,17,1. FSV Mainz 05,Bundesliga,2016-2017
Romain Brégerie,6.96,5,100.0,0,0,17,FC Ingolstadt 04,Bundesliga,2016-2017
Holger Badstuber,6.96,2,66.67,0,0,11,FC Schalke 04,Bundesliga,2016-2017
Jesús Vallejo,6.96,5,71.43,0,0,25,Eintracht Frankfurt,Bundesliga,2016-2017
Julian Baumgartlinger,6.96,8,57.14,0,3,22,Bayer 04 Leverkusen,Bundesliga,2016-2017
Jérôme Gondorf,6.95,15,34.88,2,2,29,Darmstadt 98,Bundesliga,2016-2017
Ermin Bičakčić,6.95,2,40.0,2,0,18,TSG Hoffenheim,Bundesliga,2016-2017
Marvin Plattenhardt,6.94,12,41.38,0,6,27,Hertha BSC,Bundesliga,2016-2017
Lars Bender,6.94,2,28.57,0,3,9,Bayer 04 Leverkusen,Bundesliga,2016-2017
Per Ciljan Skjelbred,6.94,13,68.42,0,0,26,Hertha BSC,Bundesliga,2016-2017
Robert Bauer,6.94,13,43.33,1,4,27,SV Werder Bremen,Bundesliga,2016-2017
Jens Hegeler,6.94,1,50.0,0,0,6,Hertha BSC,Bundesliga,2016-2017
Çağlar Söyüncü,6.94,13,81.25,0,1,24,SC Freiburg,Bundesliga,2016-2017
Marcel Schmelzer,6.93,7,38.89,1,2,26,Borussia Dortmund,Bundesliga,2016-2017
Lamine Sané,6.93,4,66.67,0,1,27,SV Werder Bremen,Bundesliga,2016-2017
Timo Horn,6.93,0,0.0,0,0,20,1. FC Köln,Bundesliga,2016-2017
László Bénes,6.93,1,33.33,0,0,8,Borussia M'gladbach,Bundesliga,2016-2017
Giulio Donati,6.93,19,57.58,0,0,32,1. FSV Mainz 05,Bundesliga,2016-2017
Dayot Upamecano,6.93,2,25.0,0,0,12,RB Leipzig,Bundesliga,2016-2017
Clemens Fritz,6.92,19,67.86,0,0,18,SV Werder Bremen,Bundesliga,2016-2017
Vedad Ibišević,6.92,27,42.19,10,2,32,Hertha BSC,Bundesliga,2016-2017
Thorgan Hazard,6.92,38,44.19,5,3,23,Borussia M'gladbach,Bundesliga,2016-2017
Nils Petersen,6.92,13,40.63,6,3,33,SC Freiburg,Bundesliga,2016-2017
Maximilian Arnold,6.91,19,55.88,1,1,32,VfL Wolfsburg,Bundesliga,2016-2017
Christoph Kramer,6.91,16,57.14,0,5,24,Borussia M'gladbach,Bundesliga,2016-2017
Tony Jantschke,6.91,2,50.0,0,0,22,Borussia M'gladbach,Bundesliga,2016-2017
Matthias Ginter,6.91,8,80.0,1,1,29,Borussia Dortmund,Bundesliga,2016-2017
Emre Mor,6.91,28,52.83,1,2,12,Borussia Dortmund,Bundesliga,2016-2017
Marcel Halstenberg,6.91,28,50.0,1,3,30,RB Leipzig,Bundesliga,2016-2017
Ádám Szalai,6.91,15,53.57,2,1,22,TSG Hoffenheim,Bundesliga,2016-2017
Marvin Matip,6.91,4,57.14,1,0,33,FC Ingolstadt 04,Bundesliga,2016-2017
Florent Hadergjonaj,6.9,12,38.71,0,2,25,FC Ingolstadt 04,Bundesliga,2016-2017
Benjamin Henrichs,6.9,31,60.78,0,1,29,Bayer 04 Leverkusen,Bundesliga,2016-2017
Niklas Moisander,6.9,16,80.0,2,1,30,SV Werder Bremen,Bundesliga,2016-2017
Marc Stendera,6.9,0,0.0,0,0,2,Eintracht Frankfurt,Bundesliga,2016-2017
Victor Obinna,6.9,3,100.0,0,0,2,Darmstadt 98,Bundesliga,2016-2017
Ondrej Duda,6.9,1,100.0,0,0,3,Hertha BSC,Bundesliga,2016-2017
Daniel Heuer Fernandes,6.9,0,0.0,0,0,7,Darmstadt 98,Bundesliga,2016-2017
Neven Subotić,6.9,1,100.0,0,0,12,1. FC Köln,Bundesliga,2016-2017
Tobias Strobl,6.9,5,71.43,1,4,23,Borussia M'gladbach,Bundesliga,2016-2017
Fabian Johnson,6.9,3,27.27,4,3,21,Borussia M'gladbach,Bundesliga,2016-2017
Jeffrey Bruma,6.9,3,50.0,1,0,20,VfL Wolfsburg,Bundesliga,2016-2017
André Ramalho,6.89,8,66.67,0,0,18,1. FSV Mainz 05,Bundesliga,2016-2017
Ralf Fährmann,6.89,0,0.0,0,0,34,FC Schalke 04,Bundesliga,2016-2017
Ömer Toprak,6.89,2,66.67,1,1,25,Bayer 04 Leverkusen,Bundesliga,2016-2017
Pavel Kadeřábek,6.89,19,40.43,0,7,23,TSG Hoffenheim,Bundesliga,2016-2017
Danny Latza,6.89,10,50.0,0,1,21,1. FSV Mainz 05,Bundesliga,2016-2017
Felix Platte,6.89,8,53.33,0,1,9,Darmstadt 98,Bundesliga,2016-2017
Lukas Kübler,6.89,4,66.67,0,1,16,SC Freiburg,Bundesliga,2016-2017
Markus Steinhofer,6.89,5,71.43,0,0,7,Darmstadt 98,Bundesliga,2016-2017
Guido Burgstaller,6.88,12,30.77,6,4,18,FC Schalke 04,Bundesliga,2016-2017
Roman Bürki,6.88,2,100.0,0,0,27,Borussia Dortmund,Bundesliga,2016-2017
Yunus Malli,6.88,33,37.93,5,8,32,VfL Wolfsburg,Bundesliga,2016-2017
Mike Frantz,6.88,13,50.0,2,1,30,SC Freiburg,Bundesliga,2016-2017
Roberto Hilbert,6.87,3,50.0,1,0,7,Bayer 04 Leverkusen,Bundesliga,2016-2017
Bastian Oczipka,6.87,37,42.53,0,5,33,Eintracht Frankfurt,Bundesliga,2016-2017
Marc-Oliver Kempf,6.87,5,83.33,0,1,13,SC Freiburg,Bundesliga,2016-2017
Walace,6.87,6,50.0,0,0,9,Hamburger SV,Bundesliga,2016-2017
Vieirinha,6.87,9,47.37,0,3,21,VfL Wolfsburg,Bundesliga,2016-2017
Matthias Lehmann,6.87,0,0.0,0,1,21,1. FC Köln,Bundesliga,2016-2017
Charles Aránguiz,6.87,12,63.16,2,3,26,Bayer 04 Leverkusen,Bundesliga,2016-2017
Jakub Błaszczykowski,6.87,12,34.29,0,3,28,VfL Wolfsburg,Bundesliga,2016-2017
Fin Bartels,6.86,46,40.0,6,8,31,SV Werder Bremen,Bundesliga,2016-2017
Oscar Wendt,6.86,4,16.0,2,4,28,Borussia M'gladbach,Bundesliga,2016-2017
Thomas Kessler,6.86,0,0.0,0,0,13,1. FC Köln,Bundesliga,2016-2017
Marco Höger,6.86,31,48.44,0,3,30,1. FC Köln,Bundesliga,2016-2017
Juan Bernat,6.86,30,51.72,3,1,18,FC Bayern München,Bundesliga,2016-2017
Szabolcs Huszti,6.85,4,33.33,1,0,15,Eintracht Frankfurt,Bundesliga,2016-2017
Manuel Neuer,6.85,0,0.0,0,0,26,FC Bayern München,Bundesliga,2016-2017
Daniel Brosinski,6.85,14,40.0,0,2,29,1. FSV Mainz 05,Bundesliga,2016-2017
Yussuf Poulsen,6.85,21,34.43,6,3,29,RB Leipzig,Bundesliga,2016-2017
Serge Gnabry,6.85,43,41.75,3,6,27,SV Werder Bremen,Bundesliga,2016-2017
Aytaç Sulu,6.85,1,50.0,3,0,27,Darmstadt 98,Bundesliga,2016-2017
Nico Elvedi,6.85,21,53.85,1,1,25,Borussia M'gladbach,Bundesliga,2016-2017
Timothy Chandler,6.85,19,52.78,2,7,32,Eintracht Frankfurt,Bundesliga,2016-2017
Erik Durm,6.85,7,70.0,2,3,13,Borussia Dortmund,Bundesliga,2016-2017
Marco Terrazzino,6.84,5,45.45,0,0,9,TSG Hoffenheim,Bundesliga,2016-2017
Kingsley Coman,6.84,29,52.73,3,3,19,FC Bayern München,Bundesliga,2016-2017
Mitchell Weiser,6.84,35,47.95,1,3,17,Hertha BSC,Bundesliga,2016-2017
Pascal Stenzel,6.84,13,72.22,0,1,19,SC Freiburg,Bundesliga,2016-2017
Alexander Meier,6.84,8,53.33,6,1,21,Eintracht Frankfurt,Bundesliga,2016-2017
Mijat Gaćinović,6.84,29,44.62,1,2,28,Eintracht Frankfurt,Bundesliga,2016-2017
Vladimír Darida,6.84,14,45.16,0,4,25,Hertha BSC,Bundesliga,2016-2017
Gojko Kačar,6.84,5,55.56,0,0,22,FC Augsburg,Bundesliga,2016-2017
Aymen Barkok,6.84,25,69.44,0,2,18,Eintracht Frankfurt,Bundesliga,2016-2017
Manuel Gulde,6.84,2,100.0,0,0,20,SC Freiburg,Bundesliga,2016-2017
Thanos Petsos,6.83,1,100.0,0,0,3,SV Werder Bremen,Bundesliga,2016-2017
Eugen Polański,6.83,3,50.0,0,1,14,TSG Hoffenheim,Bundesliga,2016-2017
Peter Niemeyer,6.83,1,100.0,1,0,15,Darmstadt 98,Bundesliga,2016-2017
Mikel Merino,6.83,2,25.0,1,0,8,Borussia Dortmund,Bundesliga,2016-2017
Davie Selke,6.83,10,50.0,1,1,21,RB Leipzig,Bundesliga,2016-2017
Sebastian Jung,6.83,0,0.0,0,1,4,VfL Wolfsburg,Bundesliga,2016-2017
Maximilian Philipp,6.82,35,42.68,3,5,25,SC Freiburg,Bundesliga,2016-2017
Allan,6.82,4,50.0,0,0,15,Hertha BSC,Bundesliga,2016-2017
Nuri Şahin,6.82,1,100.0,0,1,5,Borussia Dortmund,Bundesliga,2016-2017
Florian Niederlechner,6.82,46,40.0,6,3,34,SC Freiburg,Bundesliga,2016-2017
Rune Jarstein,6.82,1,100.0,0,0,34,Hertha BSC,Bundesliga,2016-2017
Dennis Aogo,6.82,0,0.0,0,1,7,FC Schalke 04,Bundesliga,2016-2017
Julian Korb,6.82,2,40.0,0,1,12,Borussia M'gladbach,Bundesliga,2016-2017
Miloš Jojić,6.82,10,32.26,0,2,19,1. FC Köln,Bundesliga,2016-2017
Gaëtan Bussmann,6.82,7,58.33,0,2,14,1. FSV Mainz 05,Bundesliga,2016-2017
Lewis Holtby,6.81,21,37.5,0,7,29,Hamburger SV,Bundesliga,2016-2017
Mathew Leckie,6.81,49,40.5,8,1,30,FC Ingolstadt 04,Bundesliga,2016-2017
Stefan Kießling,6.81,2,16.67,5,1,20,Bayer 04 Leverkusen,Bundesliga,2016-2017
Theodor Gebre Selassie,6.8,8,40.0,2,1,30,SV Werder Bremen,Bundesliga,2016-2017
Nicolas Höfler,6.8,9,60.0,0,1,28,SC Freiburg,Bundesliga,2016-2017
Christian Pulišić,6.8,55,53.92,2,8,29,Borussia Dortmund,Bundesliga,2016-2017
Nico Schulz,6.8,8,50.0,0,1,12,Borussia M'gladbach,Bundesliga,2016-2017
Dženis Burnić,6.8,1,100.0,0,0,1,Borussia Dortmund,Bundesliga,2016-2017
Jonas Meffert,6.8,0,0.0,0,0,1,SC Freiburg,Bundesliga,2016-2017
Karim Guédé,6.8,0,0.0,0,0,5,SC Freiburg,Bundesliga,2016-2017
Jannik Huth,6.8,0,0.0,0,0,7,1. FSV Mainz 05,Bundesliga,2016-2017
Christian Mathenia,6.8,0,0.0,0,0,14,Hamburger SV,Bundesliga,2016-2017
Fabian Holland,6.8,4,44.44,1,1,26,Darmstadt 98,Bundesliga,2016-2017
Aleksandar Dragović,6.79,1,100.0,0,1,19,Bayer 04 Leverkusen,Bundesliga,2016-2017
Dong-Won Ji,6.79,30,37.5,2,5,34,FC Augsburg,Bundesliga,2016-2017
Alessandro Schöpf,6.79,34,33.33,2,1,28,FC Schalke 04,Bundesliga,2016-2017
Matthias Ostrzolek,6.79,4,18.18,1,0,24,Hamburger SV,Bundesliga,2016-2017
Darío Lezcano,6.79,34,36.17,5,4,33,FC Ingolstadt 04,Bundesliga,2016-2017
Yannick Gerhardt,6.79,18,46.15,1,5,27,VfL Wolfsburg,Bundesliga,2016-2017
Raúl Bobadilla,6.79,26,44.83,2,1,18,FC Augsburg,Bundesliga,2016-2017
Benno Schmitz,6.79,2,40.0,0,2,16,RB Leipzig,Bundesliga,2016-2017
Fabian Frei,6.78,7,70.0,0,2,24,1. FSV Mainz 05,Bundesliga,2016-2017
Janik Haberer,6.78,23,37.7,2,6,32,SC Freiburg,Bundesliga,2016-2017
Yann Sommer,6.78,0,0.0,0,0,34,Borussia M'gladbach,Bundesliga,2016-2017
Anderson Ordóñez,6.78,1,50.0,0,0,4,Eintracht Frankfurt,Bundesliga,2016-2017
Eric Maxim Choupo-Moting,6.77,39,46.99,5,5,23,FC Schalke 04,Bundesliga,2016-2017
Kai Havertz,6.77,25,53.19,2,6,24,Bayer 04 Leverkusen,Bundesliga,2016-2017
Vasilije Janjičić,6.77,0,0.0,0,0,4,Hamburger SV,Bundesliga,2016-2017
Philipp Bargfrede,6.77,3,75.0,0,1,11,SV Werder Bremen,Bundesliga,2016-2017
Koen Casteels,6.77,1,100.0,0,0,20,VfL Wolfsburg,Bundesliga,2016-2017
Christian Clemens,6.76,13,50.0,2,1,15,1. FC Köln,Bundesliga,2016-2017
Philipp Max,6.76,5,23.81,0,7,25,FC Augsburg,Bundesliga,2016-2017
Gotoku Sakai,6.76,17,40.48,0,2,33,Hamburger SV,Bundesliga,2016-2017
Nadiem Amiri,6.76,30,36.59,3,6,33,TSG Hoffenheim,Bundesliga,2016-2017
Coke,6.76,5,26.32,0,1,8,FC Schalke 04,Bundesliga,2016-2017
Florian Grillitsch,6.76,11,40.74,0,1,23,SV Werder Bremen,Bundesliga,2016-2017
Florian Kainz,6.76,7,38.89,0,1,14,SV Werder Bremen,Bundesliga,2016-2017
Artjoms Rudņevs,6.76,6,31.58,3,4,18,1. FC Köln,Bundesliga,2016-2017
Gideon Jung,6.76,9,45.0,0,0,29,Hamburger SV,Bundesliga,2016-2017
Dominic Maroh,6.76,0,0.0,0,0,12,1. FC Köln,Bundesliga,2016-2017
Marcel Tisserand,6.76,15,65.22,3,1,28,FC Ingolstadt 04,Bundesliga,2016-2017
Alexander Milošević,6.76,2,100.0,1,0,18,Darmstadt 98,Bundesliga,2016-2017
Niko Bungert,6.76,0,0.0,1,0,10,1. FSV Mainz 05,Bundesliga,2016-2017
Emir Spahić,6.76,4,57.14,0,0,11,Hamburger SV,Bundesliga,2016-2017
Christoph Janker,6.75,0,0.0,0,0,15,FC Augsburg,Bundesliga,2016-2017
Felix Wiedwald,6.75,0,0.0,0,0,25,SV Werder Bremen,Bundesliga,2016-2017
Sebastian Rode,6.75,1,14.29,0,2,14,Borussia Dortmund,Bundesliga,2016-2017
Tobias Levels,6.75,3,42.86,0,1,10,FC Ingolstadt 04,Bundesliga,2016-2017
Danny Blum,6.75,12,57.14,1,3,14,Eintracht Frankfurt,Bundesliga,2016-2017
Franco Di Santo,6.75,3,50.0,0,2,12,FC Schalke 04,Bundesliga,2016-2017
Dominik Kaiser,6.75,1,25.0,1,1,25,RB Leipzig,Bundesliga,2016-2017
Bernd Leno,6.74,0,0.0,0,1,34,Bayer 04 Leverkusen,Bundesliga,2016-2017
Douglas Santos,6.74,10,41.67,0,1,20,Hamburger SV,Bundesliga,2016-2017
Anthony Jung,6.74,4,36.36,0,1,16,FC Ingolstadt 04,Bundesliga,2016-2017
Abdul Rahman Baba,6.74,13,48.15,0,1,13,FC Schalke 04,Bundesliga,2016-2017
Pirmin Schwegler,6.74,0,0.0,0,0,10,TSG Hoffenheim,Bundesliga,2016-2017
Michael Esser,6.74,0,0.0,0,0,28,Darmstadt 98,Bundesliga,2016-2017
Peter Pekarík,6.74,5,25.0,0,0,31,Hertha BSC,Bundesliga,2016-2017
Julian Brandt,6.74,70,42.68,3,12,32,Bayer 04 Leverkusen,Bundesliga,2016-2017
Konstantin Rausch,6.74,12,36.36,0,5,28,1. FC Köln,Bundesliga,2016-2017
Julian Schieber,6.74,4,23.53,1,2,18,Hertha BSC,Bundesliga,2016-2017
Alexander Schwolow,6.74,0,0.0,0,0,34,SC Freiburg,Bundesliga,2016-2017
Guillermo Varela,6.73,6,66.67,0,0,7,Eintracht Frankfurt,Bundesliga,2016-2017
Santiago García,6.73,6,25.0,0,0,19,SV Werder Bremen,Bundesliga,2016-2017
Pierre-Michel Lasogga,6.73,1,20.0,0,2,20,Hamburger SV,Bundesliga,2016-2017
Salomon Kalou,6.73,30,40.0,1,7,26,Hertha BSC,Bundesliga,2016-2017
Branimir Hrgota,6.73,21,40.38,11,4,28,Eintracht Frankfurt,Bundesliga,2016-2017
