Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Appearances,Team Name,League,Season
Nicola Sansone,6.87,42,40.38,3,4,37,Sassuolo,Serie A,2015-2016
Ivajlo Chochev,6.87,10,76.92,1,1,27,Palermo,Serie A,2015-2016
Rafael Tolói,6.87,8,72.73,0,0,24,Atalanta,Serie A,2015-2016
Raffaele Bianco,6.87,15,57.69,0,0,26,Carpi,Serie A,2015-2016
Juraj Kucka,6.87,39,53.42,4,2,30,Milan,Serie A,2015-2016
Mattia Zaccagni,6.87,2,66.67,0,0,3,Hellas Verona,Serie A,2015-2016
Ronaldo,6.87,4,100.0,0,0,3,Empoli,Serie A,2015-2016
Vangelis Moras,6.86,15,93.75,0,1,31,Hellas Verona,Serie A,2015-2016
Manuel Pucciarelli,6.86,38,60.32,7,5,38,Empoli,Serie A,2015-2016
Luiz Adriano,6.86,4,80.0,3,2,26,Milan,Serie A,2015-2016
Guilherme,6.86,3,50.0,0,1,5,Udinese,Serie A,2015-2016
Valter Birsa,6.86,39,56.52,4,12,35,ChievoVerona,Serie A,2015-2016
Lorenzo Crisetig,6.86,6,85.71,0,0,5,Bologna,Serie A,2015-2016
Mato Jajalo,6.86,14,82.35,2,3,28,Palermo,Serie A,2015-2016
Grégoire Defrel,6.86,20,40.0,4,2,33,Sassuolo,Serie A,2015-2016
Keisuke Honda,6.86,32,60.38,3,4,30,Milan,Serie A,2015-2016
Simone Padoin,6.85,3,60.0,0,0,12,Juventus,Serie A,2015-2016
Nicola Rigoni,6.85,5,50.0,0,2,28,ChievoVerona,Serie A,2015-2016
Mauro Zárate,6.85,21,53.85,1,0,15,Fiorentina,Serie A,2015-2016
Guglielmo Stendardo,6.85,2,100.0,0,0,15,Atalanta,Serie A,2015-2016
Daniel Ciofani,6.85,12,32.43,7,1,37,Frosinone,Serie A,2015-2016
Seydou Keita,6.85,5,50.0,1,0,20,Roma,Serie A,2015-2016
Elseid Hysaj,6.85,25,60.98,0,4,37,Napoli,Serie A,2015-2016
Martín Cáceres,6.85,0,0.0,0,0,6,Juventus,Serie A,2015-2016
Gianluca Pegolo,6.85,0,0.0,0,0,2,Sassuolo,Serie A,2015-2016
Simone Colombi,6.85,0,0.0,0,0,2,Carpi,Serie A,2015-2016
Emil Krafth,6.85,0,0.0,0,0,4,Bologna,Serie A,2015-2016
Daniele Verde,6.85,4,80.0,0,0,6,Frosinone,Serie A,2015-2016
Dodô,6.85,29,64.44,0,4,17,U.C Sampdoria,Serie A,2015-2016
Nenad Tomović,6.85,9,60.0,1,0,24,Fiorentina,Serie A,2015-2016
Juan Jesus,6.84,12,63.16,1,2,19,Inter,Serie A,2015-2016
Angelo Da Costa,6.84,0,0.0,0,0,5,Bologna,Serie A,2015-2016
Nenad Krstičić,6.84,5,83.33,0,1,10,U.C Sampdoria,Serie A,2015-2016
Umar Sadiq,6.84,2,100.0,1,0,6,Roma,Serie A,2015-2016
Joan Verdú,6.84,1,50.0,0,0,5,Fiorentina,Serie A,2015-2016
Emmanuel Badu,6.84,36,53.73,5,1,33,Udinese,Serie A,2015-2016
Federico Peluso,6.84,17,47.22,1,1,34,Sassuolo,Serie A,2015-2016
Juan Iturbe,6.84,10,52.63,0,0,12,Roma,Serie A,2015-2016
Marco Sportiello,6.84,1,50.0,0,0,36,Atalanta,Serie A,2015-2016
Giancarlo González,6.83,4,100.0,0,0,35,Palermo,Serie A,2015-2016
Mario Suárez,6.83,9,75.0,0,0,9,Fiorentina,Serie A,2015-2016
Ibrahima Mbaye,6.83,5,33.33,0,0,15,Bologna,Serie A,2015-2016
Daniele Baselli,6.83,39,54.17,3,2,35,Torino,Serie A,2015-2016
Panagiotis Tachtsidis,6.83,16,66.67,0,3,24,Genoa,Serie A,2015-2016
Sebastien De Maio,6.83,8,57.14,2,0,28,Genoa,Serie A,2015-2016
Danilo,6.83,6,85.71,1,1,34,Udinese,Serie A,2015-2016
Łukasz Skorupski,6.83,0,0.0,0,0,31,Empoli,Serie A,2015-2016
Rodrigo Palacio,6.83,32,64.0,4,3,27,Inter,Serie A,2015-2016
Andrea Consigli,6.82,1,100.0,0,0,37,Sassuolo,Serie A,2015-2016
Alberto Paloschi,6.82,11,50.0,8,1,21,ChievoVerona,Serie A,2015-2016
Leandro Greco,6.82,29,65.91,0,0,26,Hellas Verona,Serie A,2015-2016
Roberto Vitiello,6.82,0,0.0,0,0,10,Palermo,Serie A,2015-2016
Matteo Brighi,6.82,11,68.75,3,3,23,Bologna,Serie A,2015-2016
Andrea Conti,6.82,5,55.56,0,1,14,Atalanta,Serie A,2015-2016
Manolo Gabbiadini,6.82,3,37.5,4,2,23,Napoli,Serie A,2015-2016
Niklas Moisander,6.82,3,100.0,0,0,22,U.C Sampdoria,Serie A,2015-2016
Afriyie Acquah,6.82,46,66.67,0,2,29,Torino,Serie A,2015-2016
Isaac Cofie,6.82,14,77.78,1,2,29,Carpi,Serie A,2015-2016
Danilo Cataldi,6.82,2,66.67,0,1,20,Lazio,Serie A,2015-2016
Lucas Digne,6.82,25,53.19,0,5,33,Roma,Serie A,2015-2016
Massimo Gobbi,6.81,22,64.71,1,0,34,ChievoVerona,Serie A,2015-2016
Luca Toni,6.81,8,30.77,7,0,23,Hellas Verona,Serie A,2015-2016
Nikola Kalinić,6.81,13,40.63,22,2,36,Fiorentina,Serie A,2015-2016
Joel Obi,6.81,7,58.33,0,0,10,Torino,Serie A,2015-2016
Giampaolo Pazzini,6.81,3,27.27,7,2,30,Hellas Verona,Serie A,2015-2016
Giuseppe Rossi,6.81,5,62.5,0,2,11,Fiorentina,Serie A,2015-2016
Thomas Heurtaux,6.81,3,37.5,0,0,15,Udinese,Serie A,2015-2016
Jakub Błaszczykowski,6.81,4,28.57,0,0,15,Fiorentina,Serie A,2015-2016
Zdravko Kuzmanović,6.81,8,66.67,1,0,16,Udinese,Serie A,2015-2016
Godfred Donsah,6.81,23,60.53,1,1,20,Bologna,Serie A,2015-2016
Daniel Pavlović,6.8,5,62.5,0,3,22,Frosinone,Serie A,2015-2016
Matteo Bianchetti,6.8,2,66.67,0,0,23,Hellas Verona,Serie A,2015-2016
Robert Gucher,6.8,11,68.75,0,1,24,Frosinone,Serie A,2015-2016
Sergio Pellissier,6.8,1,20.0,2,0,19,ChievoVerona,Serie A,2015-2016
Gabriel Paletta,6.8,4,50.0,0,0,24,Atalanta,Serie A,2015-2016
Juanito Gómez,6.8,14,50.0,3,1,33,Hellas Verona,Serie A,2015-2016
Ali Adnan,6.8,36,52.94,0,3,28,Udinese,Serie A,2015-2016
Alberto Brignoli,6.8,0,0.0,0,0,1,U.C Sampdoria,Serie A,2015-2016
Ivan Strinić,6.8,2,50.0,0,0,5,Napoli,Serie A,2015-2016
Giampiero Pinzi,6.8,3,60.0,0,0,18,ChievoVerona,Serie A,2015-2016
Simone Zaza,6.79,8,29.63,1,0,19,Juventus,Serie A,2015-2016
Vincent Laurini,6.79,18,81.82,0,0,25,Empoli,Serie A,2015-2016
Stephan Lichtsteiner,6.79,15,55.56,2,5,26,Juventus,Serie A,2015-2016
Alberto Gilardino,6.79,8,36.36,5,3,33,Palermo,Serie A,2015-2016
Lorenzo Ariaudo,6.79,0,0.0,0,0,9,Empoli,Serie A,2015-2016
Joaquín Correa,6.79,60,62.5,3,1,25,U.C Sampdoria,Serie A,2015-2016
Matteo Politano,6.79,24,42.86,0,1,28,Sassuolo,Serie A,2015-2016
Jerry Mbakogu,6.79,13,36.11,7,7,24,Carpi,Serie A,2015-2016
Vid Belec,6.79,1,100.0,0,0,30,Carpi,Serie A,2015-2016
Luca Bittante,6.78,8,57.14,0,1,16,Empoli,Serie A,2015-2016
Alessio Cerci,6.78,31,45.59,3,0,24,Genoa,Serie A,2015-2016
Ervin Zukanović,6.78,1,50.0,0,0,25,Roma,Serie A,2015-2016
Diego Laxalt,6.78,40,45.45,2,5,35,Genoa,Serie A,2015-2016
Lucas Castro,6.78,16,41.03,3,4,34,ChievoVerona,Serie A,2015-2016
Pablo Armero,6.78,2,66.67,1,0,5,Udinese,Serie A,2015-2016
Andrea Ranocchia,6.78,2,66.67,1,0,24,U.C Sampdoria,Serie A,2015-2016
Kevin Strootman,6.78,0,0.0,0,1,5,Roma,Serie A,2015-2016
Mattia Destro,6.77,18,40.91,13,2,27,Bologna,Serie A,2015-2016
Maicon,6.77,20,83.33,1,5,15,Roma,Serie A,2015-2016
Federico Marchetti,6.77,0,0.0,0,0,29,Lazio,Serie A,2015-2016
Duván Zapata,6.77,17,34.69,7,2,25,Udinese,Serie A,2015-2016
Saphir Taïder,6.77,9,45.0,1,2,29,Bologna,Serie A,2015-2016
Artur Ioniță,6.77,17,53.13,2,1,31,Hellas Verona,Serie A,2015-2016
Christian Maggio,6.77,0,0.0,0,0,8,Napoli,Serie A,2015-2016
Issa Cissokho,6.77,8,80.0,0,0,13,Genoa,Serie A,2015-2016
Marco Crimi,6.77,8,30.77,0,0,20,Carpi,Serie A,2015-2016
