Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Appearances,Team Name,League,Season
Darwin Machís,6.56,22,35.48,3,1,27,Leganés,La Liga,2016-2017
Markel Bergara,6.56,1,50.0,0,0,6,Real Sociedad,La Liga,2016-2017
Álex Berenguer,6.56,65,48.15,0,4,29,Osasuna,La Liga,2016-2017
Miguel Olavide,6.56,2,66.67,1,1,14,Osasuna,La Liga,2016-2017
Felipe Caicedo,6.56,10,52.63,2,1,27,Espanyol,La Liga,2016-2017
Darko Brašanac,6.55,14,41.18,0,1,25,Real Betis,La Liga,2016-2017
Leonardo Suárez,6.55,0,0.0,0,0,3,Villarreal,La Liga,2016-2017
Xavi Torres,6.55,1,33.33,1,0,17,Sporting Gijón,La Liga,2016-2017
Emmanuel Rivière,6.55,5,50.0,1,0,15,Osasuna,La Liga,2016-2017
Bruno Gama,6.55,19,38.0,0,1,22,Deportivo La Coruña,La Liga,2016-2017
Raul Cedric Loe,6.54,4,80.0,0,0,7,Osasuna,La Liga,2016-2017
Edgar Méndez,6.54,29,46.03,6,1,27,Deportivo Alavés,La Liga,2016-2017
Alfred N'Diaye,6.53,1,100.0,0,0,7,Villarreal,La Liga,2016-2017
Aitor Buñuel,6.53,9,60.0,0,1,15,Osasuna,La Liga,2016-2017
Jaime Romero,6.53,33,56.9,0,3,19,Osasuna,La Liga,2016-2017
Nikola Vujadinović,6.53,2,66.67,0,0,10,Osasuna,La Liga,2016-2017
Laure,6.53,2,66.67,0,0,7,Deportivo La Coruña,La Liga,2016-2017
Lillo Castellano,6.53,0,0.0,0,0,25,Sporting Gijón,La Liga,2016-2017
Andrew Hjulsager,6.5,2,16.67,0,1,7,Celta Vigo,La Liga,2016-2017
David Costas,6.5,0,0.0,0,0,1,Celta Vigo,La Liga,2016-2017
Dani Giménez,6.5,0,0.0,0,0,1,Real Betis,La Liga,2016-2017
Weligton,6.5,1,100.0,0,0,1,Málaga,La Liga,2016-2017
Diego Barrios,6.5,0,0.0,0,0,1,Leganés,La Liga,2016-2017
Benito Ramírez,6.5,1,100.0,0,0,2,Las Palmas,La Liga,2016-2017
Luís Martins,6.5,0,0.0,0,0,2,Granada,La Liga,2016-2017
Rubén Sánchez,6.5,0,0.0,0,0,2,Sporting Gijón,La Liga,2016-2017
Tyronne,6.5,0,0.0,0,0,3,Las Palmas,La Liga,2016-2017
Rubén Duarte,6.5,0,0.0,0,0,3,Espanyol,La Liga,2016-2017
Roman Zozulya,6.5,0,0.0,0,0,6,Real Betis,La Liga,2016-2017
Martin Hongla,6.5,7,70.0,1,0,10,Granada,La Liga,2016-2017
Carlos Vigaray,6.49,5,38.46,0,2,19,Deportivo Alavés,La Liga,2016-2017
Hernán Pérez,6.49,34,41.98,1,0,32,Espanyol,La Liga,2016-2017
Óscar Melendo,6.49,4,50.0,0,0,11,Espanyol,La Liga,2016-2017
Juan Rafael Fuentes,6.49,1,20.0,1,2,17,Osasuna,La Liga,2016-2017
Nauzet Pérez,6.48,0,0.0,0,0,13,Osasuna,La Liga,2016-2017
Isaac Cuenca,6.48,33,61.11,2,1,25,Granada,La Liga,2016-2017
Gaizka Toquero,6.48,11,36.67,2,2,23,Deportivo Alavés,La Liga,2016-2017
Guilherme Siqueira,6.48,2,33.33,0,1,10,Valencia,La Liga,2016-2017
Carl Medjani,6.48,1,100.0,0,0,8,Leganés,La Liga,2016-2017
Keko,6.47,17,33.33,2,3,22,Málaga,La Liga,2016-2017
Alberto Lora,6.47,0,0.0,0,0,7,Sporting Gijón,La Liga,2016-2017
Josep Señé,6.47,6,37.5,1,0,13,Celta Vigo,La Liga,2016-2017
Gabriel Silva,6.47,7,46.67,0,0,12,Granada,La Liga,2016-2017
Daniel Carriço,6.47,2,66.67,0,0,6,Sevilla,La Liga,2016-2017
Dani Ndi,6.47,2,50.0,0,0,6,Sporting Gijón,La Liga,2016-2017
Asdrúbal Padron,6.47,1,100.0,0,0,3,Las Palmas,La Liga,2016-2017
Hélder Lopes,6.46,13,43.33,0,0,15,Las Palmas,La Liga,2016-2017
Douglas,6.46,46,55.42,0,1,21,Sporting Gijón,La Liga,2016-2017
Carlos Clerc,6.45,41,53.95,1,0,25,Osasuna,La Liga,2016-2017
Michael Krohn-Dehli,6.45,2,66.67,0,0,2,Sevilla,La Liga,2016-2017
Cristiano Piccini,6.45,36,58.06,0,3,23,Real Betis,La Liga,2016-2017
Álvaro Odriozola,6.44,18,46.15,0,2,15,Real Sociedad,La Liga,2016-2017
Salvatore Sirigu,6.44,0,0.0,0,0,20,Osasuna,La Liga,2016-2017
Antonio Otegui,6.43,0,0.0,0,0,3,Osasuna,La Liga,2016-2017
Omer Atzili,6.43,2,33.33,0,0,9,Granada,La Liga,2016-2017
Cristian Espinoza,6.42,1,20.0,1,0,6,Deportivo Alavés,La Liga,2016-2017
Borja Valle,6.42,3,42.86,0,0,7,Deportivo La Coruña,La Liga,2016-2017
Unai López,6.4,10,41.67,1,0,23,Leganés,La Liga,2016-2017
Dimitri Foulquier,6.4,24,48.98,0,2,22,Granada,La Liga,2016-2017
Jasper Cillessen,6.4,0,0.0,0,0,1,Barcelona,La Liga,2016-2017
Luis Perea,6.4,0,0.0,0,0,1,Osasuna,La Liga,2016-2017
Lluis Sastre,6.4,0,0.0,0,0,1,Leganés,La Liga,2016-2017
Rafa Mir,6.4,0,0.0,0,0,2,Valencia,La Liga,2016-2017
Víctor Álvarez,6.4,3,30.0,0,0,4,Espanyol,La Liga,2016-2017
Adalberto Peñaranda,6.4,0,0.0,1,0,3,Málaga,La Liga,2016-2017
Rubén Peña,6.4,17,39.53,1,0,28,Eibar,La Liga,2016-2017
Denis Cheryshev,6.39,2,15.38,0,0,11,Villarreal,La Liga,2016-2017
Tano Bonnín,6.38,1,33.33,0,0,11,Osasuna,La Liga,2016-2017
Salva Sevilla,6.37,0,0.0,0,0,6,Espanyol,La Liga,2016-2017
Hernán,6.36,4,57.14,0,0,10,Las Palmas,La Liga,2016-2017
Aly Mallé,6.35,10,41.67,1,0,11,Granada,La Liga,2016-2017
Álvaro Lemos,6.34,3,50.0,0,0,5,Celta Vigo,La Liga,2016-2017
Asier Riesgo,6.34,0,0.0,0,0,16,Eibar,La Liga,2016-2017
David Concha,6.32,2,33.33,0,0,8,Real Sociedad,La Liga,2016-2017
Jony,6.31,26,35.14,1,2,24,Málaga,La Liga,2016-2017
Isma López,6.3,14,46.67,2,3,27,Sporting Gijón,La Liga,2016-2017
Javier Eraso,6.3,1,16.67,0,1,7,Athletic Club,La Liga,2016-2017
Erik Expósito,6.3,0,0.0,0,0,2,Las Palmas,La Liga,2016-2017
Kike Barja,6.3,1,100.0,0,0,1,Osasuna,La Liga,2016-2017
Panagiotis Kone,6.3,0,0.0,0,0,2,Granada,La Liga,2016-2017
Franck Tabanou,6.27,5,62.5,0,0,6,Granada,La Liga,2016-2017
Jota Peleteiro,6.22,4,33.33,0,0,5,Eibar,La Liga,2016-2017
Elderson Echiéjilé,6.2,1,25.0,0,0,3,Sporting Gijón,La Liga,2016-2017
Jon Guridi,6.2,1,100.0,0,0,1,Real Sociedad,La Liga,2016-2017
Mario González,6.2,0,0.0,0,0,2,Villarreal,La Liga,2016-2017
Roberto Jiménez,6.2,0,0.0,0,0,4,Espanyol,La Liga,2016-2017
Kévin Rodrigues,6.2,2,50.0,0,0,2,Real Sociedad,La Liga,2016-2017
Denys Boyko,6.17,0,0.0,0,0,3,Málaga,La Liga,2016-2017
Aritz Elustondo,6.14,1,50.0,0,0,9,Real Sociedad,La Liga,2016-2017
Iván Márquez,6.13,0,0.0,0,0,4,Osasuna,La Liga,2016-2017
Iván Villar,6.1,0,0.0,0,0,1,Celta Vigo,La Liga,2016-2017
Claudio Bravo,6.0,0,0.0,0,0,1,Barcelona,La Liga,2016-2017
Matías Nahuel,5.88,1,16.67,0,0,10,Real Betis,La Liga,2016-2017
Alberto Brignoli,5.8,0,0.0,0,0,1,Leganés,La Liga,2016-2017
Michael Ciani,5.7,0,0.0,0,0,1,Espanyol,La Liga,2016-2017
Aitor Cantalapiedra,0.0,0,0.0,0,0,1,Villarreal,La Liga,2016-2017
Álvaro Tejero,0.0,0,0.0,0,0,1,Real Madrid,La Liga,2016-2017
Óscar Pinchi,0.0,0,0.0,0,0,1,Deportivo La Coruña,La Liga,2016-2017
Sito,0.0,0,0.0,0,0,1,Valencia,La Liga,2016-2017
Nacho Gil,0.0,0,0.0,0,0,2,Valencia,La Liga,2016-2017
