Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Possession Lost,Team Name,League,Season
Robert Lewandowski,7.67,58,64.44,25,11,403,FC Bayern München,Bundesliga,2019-2020
Joshua Kimmich,7.65,19,63.33,0,12,509,FC Bayern München,Bundesliga,2019-2020
Jadon Sancho,7.55,77,55.8,7,19,461,Borussia Dortmund,Bundesliga,2019-2020
Timo Werner,7.54,58,65.17,21,14,468,RB Leipzig,Bundesliga,2019-2020
Thomas Müller,7.48,18,62.07,7,31,442,FC Bayern München,Bundesliga,2019-2020
Serge Gnabry,7.43,55,57.29,19,23,381,FC Bayern München,Bundesliga,2019-2020
Filip Kostić,7.37,83,59.71,3,18,856,Eintracht Frankfurt,Bundesliga,2019-2020
Thiago Alcântara,7.37,71,85.54,2,1,242,FC Bayern München,Bundesliga,2019-2020
Philippe Coutinho,7.34,33,58.93,7,8,248,FC Bayern München,Bundesliga,2019-2020
Christopher Trimmel,7.33,22,70.97,0,12,557,1. FC Union Berlin,Bundesliga,2019-2020
Erling Haaland,7.31,12,52.17,6,2,127,Borussia Dortmund,Bundesliga,2019-2020
Marco Reus,7.31,26,56.52,7,6,205,Borussia Dortmund,Bundesliga,2019-2020
Alassane Pléa,7.29,45,57.69,13,19,347,Borussia M'gladbach,Bundesliga,2019-2020
Raphaël Guerreiro,7.28,41,62.12,3,5,363,Borussia Dortmund,Bundesliga,2019-2020
Andrej Kramarić,7.26,23,65.71,6,7,180,TSG Hoffenheim,Bundesliga,2019-2020
Dan-Axel Zagadou,7.25,6,85.71,0,1,85,Borussia Dortmund,Bundesliga,2019-2020
Alphonso Davies,7.23,82,63.57,2,6,420,FC Bayern München,Bundesliga,2019-2020
Marcel Sabitzer,7.22,16,51.61,7,6,479,RB Leipzig,Bundesliga,2019-2020
Maximilian Arnold,7.22,19,65.52,1,7,463,VfL Wolfsburg,Bundesliga,2019-2020
Mats Hummels,7.21,14,93.33,2,5,324,Borussia Dortmund,Bundesliga,2019-2020
Kerem Demirbay,7.2,28,71.79,2,9,339,Bayer 04 Leverkusen,Bundesliga,2019-2020
David Alaba,7.18,7,77.78,0,4,276,FC Bayern München,Bundesliga,2019-2020
Christopher Nkunku,7.18,55,61.11,9,13,310,RB Leipzig,Bundesliga,2019-2020
Angeliño,7.18,20,80.0,2,5,222,RB Leipzig,Bundesliga,2019-2020
Benjamin Pavard,7.18,13,50.0,2,7,370,FC Bayern München,Bundesliga,2019-2020
Marcel Halstenberg,7.16,23,76.67,2,5,355,RB Leipzig,Bundesliga,2019-2020
Jordan Torunarigha,7.15,14,63.64,1,1,148,Hertha BSC,Bundesliga,2019-2020
Leon Goretzka,7.15,19,76.0,5,4,177,FC Bayern München,Bundesliga,2019-2020
Thorgan Hazard,7.14,48,58.54,4,10,447,Borussia Dortmund,Bundesliga,2019-2020
Robert Skov,7.14,40,54.05,5,13,461,TSG Hoffenheim,Bundesliga,2019-2020
Marcus Thuram,7.13,63,58.88,8,12,409,Borussia M'gladbach,Bundesliga,2019-2020
Philipp Max,7.12,8,53.33,0,9,548,FC Augsburg,Bundesliga,2019-2020
Kevin Volland,7.11,22,62.86,12,10,313,Bayer 04 Leverkusen,Bundesliga,2019-2020
Dedryck Boyata,7.11,9,90.0,1,1,160,Hertha BSC,Bundesliga,2019-2020
Julian Brandt,7.11,66,71.74,4,7,443,Borussia Dortmund,Bundesliga,2019-2020
Nordi Mukiele,7.1,10,50.0,3,2,359,RB Leipzig,Bundesliga,2019-2020
Sebastian Schonlau,7.1,9,90.0,0,0,206,SC Paderborn 07,Bundesliga,2019-2020
Dayot Upamecano,7.1,29,76.32,3,2,264,RB Leipzig,Bundesliga,2019-2020
Alexander Schwolow,7.1,0,0.0,0,0,305,SC Freiburg,Bundesliga,2019-2020
Manuel Gulde,7.08,5,100.0,1,0,126,SC Freiburg,Bundesliga,2019-2020
Milot Rashica,7.08,55,55.0,3,3,429,SV Werder Bremen,Bundesliga,2019-2020
Axel Witsel,7.08,22,84.62,0,8,163,Borussia Dortmund,Bundesliga,2019-2020
Nadiem Amiri,7.08,30,68.18,2,9,341,Bayer 04 Leverkusen,Bundesliga,2019-2020
Achraf Hakimi,7.07,73,60.83,5,9,562,Borussia Dortmund,Bundesliga,2019-2020
Florian Kainz,7.07,22,56.41,3,14,374,1. FC Köln,Bundesliga,2019-2020
Ramy Bensebaini,7.06,15,51.72,2,5,274,Borussia M'gladbach,Bundesliga,2019-2020
Bas Dost,7.06,2,50.0,4,4,215,Eintracht Frankfurt,Bundesliga,2019-2020
Toni Leistner,7.05,6,100.0,1,0,131,1. FC Köln,Bundesliga,2019-2020
Wout Weghorst,7.05,18,50.0,17,2,450,VfL Wolfsburg,Bundesliga,2019-2020
Kevin Stöger,7.05,21,87.5,0,4,241,Fortuna Düsseldorf,Bundesliga,2019-2020
Denis Zakaria,7.05,46,77.97,2,4,182,Borussia M'gladbach,Bundesliga,2019-2020
Jonas Hofmann,7.05,12,42.86,7,6,252,Borussia M'gladbach,Bundesliga,2019-2020
Lars Bender,7.04,14,77.78,0,1,198,Bayer 04 Leverkusen,Bundesliga,2019-2020
Erik Thommy,7.04,45,67.16,3,13,385,Fortuna Düsseldorf,Bundesliga,2019-2020
Jhon Córdoba,7.04,21,61.76,7,3,262,1. FC Köln,Bundesliga,2019-2020
Sven Bender,7.04,7,87.5,2,0,255,Bayer 04 Leverkusen,Bundesliga,2019-2020
Daniel Brosinski,7.03,8,44.44,0,7,447,1. FSV Mainz 05,Bundesliga,2019-2020
Ozan Kabak,7.03,20,86.96,1,0,229,FC Schalke 04,Bundesliga,2019-2020
Salif Sané,7.03,8,72.73,0,1,123,FC Schalke 04,Bundesliga,2019-2020
Lars Stindl,7.02,11,47.83,3,9,217,Borussia M'gladbach,Bundesliga,2019-2020
Yann Sommer,7.02,1,100.0,0,0,272,Borussia M'gladbach,Bundesliga,2019-2020
