Player Name,Rating,Successful Dribbles,Successful Dribbles (%),Big Chances Missed,Big Chances Created,Possession Lost,Team Name,League,Season
Jude Bellingham,8.05,50,58.82,7,7,311,Real Madrid,La Liga,2023-2024
Toni Kroos,7.63,5,62.5,0,9,231,Real Madrid,La Liga,2023-2024
Iago Aspas,7.54,29,70.73,9,21,460,Celta Vigo,La Liga,2023-2024
Isco,7.52,76,59.38,11,12,504,Real Betis,La Liga,2023-2024
İlkay Gündoğan,7.48,34,64.15,6,14,436,Barcelona,La Liga,2023-2024
Aleix García,7.48,15,71.43,0,9,416,Girona FC,La Liga,2023-2024
Ivan Rakitić,7.46,8,47.06,0,3,320,Sevilla,La Liga,2023-2024
Antoine Griezmann,7.45,22,59.46,11,10,404,Atlético Madrid,La Liga,2023-2024
Frenkie de Jong,7.45,13,61.9,0,4,171,Barcelona,La Liga,2023-2024
Takefusa Kubo,7.41,55,55.56,4,10,397,Real Sociedad,La Liga,2023-2024
Federico Valverde,7.38,22,51.16,6,9,282,Real Madrid,La Liga,2023-2024
Luka Modrić,7.35,21,55.26,0,12,269,Real Madrid,La Liga,2023-2024
Gerard Moreno,7.35,43,54.43,7,9,368,Villarreal,La Liga,2023-2024
Sergio Ramos,7.34,6,66.67,1,0,190,Sevilla,La Liga,2023-2024
Lamine Yamal,7.34,70,54.69,3,13,380,Barcelona,La Liga,2023-2024
Vinícius Júnior,7.33,65,40.63,17,9,414,Real Madrid,La Liga,2023-2024
Iñaki Williams,7.32,49,44.95,11,10,529,Athletic Club,La Liga,2023-2024
Rodrygo,7.31,60,46.88,12,5,304,Real Madrid,La Liga,2023-2024
Savinho,7.29,104,53.61,5,14,511,Girona FC,La Liga,2023-2024
Raphinha,7.28,24,55.81,10,11,241,Barcelona,La Liga,2023-2024
João Cancelo,7.25,60,61.22,1,11,448,Barcelona,La Liga,2023-2024
Alejandro Baena,7.25,26,52.0,8,17,486,Villarreal,La Liga,2023-2024
Paulo Gazzaniga,7.24,6,100.0,0,2,300,Girona FC,La Liga,2023-2024
Rodrigo de Paul,7.24,28,58.33,2,11,334,Atlético Madrid,La Liga,2023-2024
Pepelu,7.24,12,54.55,1,2,508,Valencia,La Liga,2023-2024
Lucas Vázquez,7.24,24,55.81,2,9,209,Real Madrid,La Liga,2023-2024
Robert Lewandowski,7.23,23,43.4,18,10,328,Barcelona,La Liga,2023-2024
Daniel Carvajal,7.23,9,45.0,3,4,263,Real Madrid,La Liga,2023-2024
Viktor Tsygankov,7.22,22,47.83,5,12,300,Girona FC,La Liga,2023-2024
Pedri,7.22,16,44.44,4,8,222,Barcelona,La Liga,2023-2024
Mikel Merino,7.22,24,64.86,4,4,453,Real Sociedad,La Liga,2023-2024
Filip Jørgensen,7.21,1,100.0,0,0,256,Villarreal,La Liga,2023-2024
Samuel Lino,7.21,40,58.82,5,10,313,Atlético Madrid,La Liga,2023-2024
Brahim Díaz,7.2,55,52.88,4,9,261,Real Madrid,La Liga,2023-2024
Antonio Raíllo,7.2,1,50.0,0,3,187,Mallorca,La Liga,2023-2024
Artem Dovbyk,7.2,17,68.0,22,10,219,Girona FC,La Liga,2023-2024
Jeremías Ledesma,7.2,2,100.0,0,0,498,Cádiz,La Liga,2023-2024
Marc-André ter Stegen,7.2,0,0.0,0,0,110,Barcelona,La Liga,2023-2024
Andriy Lunin,7.2,0,0.0,0,0,86,Real Madrid,La Liga,2023-2024
Ante Budimir,7.19,10,33.33,12,4,335,Osasuna,La Liga,2023-2024
Gorka Guruzeta,7.19,19,59.38,8,5,300,Athletic Club,La Liga,2023-2024
Alexander Sørloth,7.19,30,42.86,14,6,323,Villarreal,La Liga,2023-2024
Brais Méndez,7.19,24,43.64,1,9,424,Real Sociedad,La Liga,2023-2024
Eduardo Camavinga,7.19,36,66.67,0,2,195,Real Madrid,La Liga,2023-2024
Álvaro Valles,7.18,1,100.0,0,0,382,Las Palmas,La Liga,2023-2024
Aurélien Tchouaméni,7.18,6,66.67,0,1,172,Real Madrid,La Liga,2023-2024
Pablo Fornals,7.18,11,44.0,2,4,225,Real Betis,La Liga,2023-2024
Nabil Fekir,7.17,21,77.78,3,4,205,Real Betis,La Liga,2023-2024
Jonathan Viera,7.17,19,52.78,3,8,206,Almería,La Liga,2023-2024
Jules Koundé,7.15,16,50.0,1,5,335,Barcelona,La Liga,2023-2024
